0.207:-265.589,818.437;-396.593,-832.726;640.213,987.732;197.713,-665.414;322.586,-31.609;-786.815,216.047;989.322,461.716;-951.26,-444.803;-439.915,-343.516;-568.434,-301.258;-770.524,-963.788;-146.39,435.393;-252.17,634.445;-336.351,813.712;821.412,-464.145;-162.974,561.797;487.269,-764.356;644.362,413.625;-750.609,247.524;-373.801,-102.579;-667.298,790.159;-696.478,-57.984;334.729,-810.508;558.09,911.125;107.301,-668.625;928.34,-984.517;350.4,809.454;-100.134,295.557;203.449,-963.953;665.45,802.755;744.862,822.025;503.671,358.723;-555.84,679.876;334.538,42.389;600.461,-366.681;618.516,-653.773;-281.467,-358.504;146.323,-880.054;101.27,-596.877;8.961,-438.739;277.752,588.151;133.202,444.449;-720.356,182.81;190.035,-211.568;-14.127,314.354;531.468,976.372;75.438,-639.904;-850.086,101.39;-715.485,738.923;-520.594,-678.215;
0.215:-266.269,817.197;-397.229,-831.461;640.9,988.971;199.049,-664.943;323.598,-30.617;-788.156,215.591;990.398,460.795;-949.994,-444.167;-438.408,-343.687;-567.412,-300.276;-770.403,-962.376;-145.315,436.315;-253.416,635.117;-335.175,813.988;820.227,-463.37;-164.122,562.627;486.139,-763.428;645.04,414.868;-749.243,247.379;-373.355,-101.234;-667.276,788.743;-695.444,-58.952;335.09,-811.878;557.046,910.179;108.679,-668.297;929.371,-985.489;351.815,809.398;-99.208,296.629;202.331,-964.823;664.642,801.592;745.685,820.872;502.259,358.828;-557.234,680.126;335.225,41.15;600.042,-365.328;618.391,-655.184;-282.457,-357.49;147.427,-880.942;102.116,-597.881;8.066,-439.837;279.167,588.226;134.343,445.289;-721.336,183.834;191.401,-211.182;-15.108,313.332;532.531,975.199;76.573,-640.478;-849.03,102.334;-715.899,737.569;-519.427,-677.412;
0.223:-266.93,815.993;-397.847,-830.233;641.566,990.173;200.345,-664.485;324.579,-29.654;-789.457,215.148;991.442,459.901;-948.766,-443.55;-436.922,-343.847;-566.422,-299.324;-770.286,-961.007;-144.272,437.21;-254.626,635.769;-333.91,814.284;819.076,-462.618;-165.236,563.433;485.067,-762.546;645.698,416.075;-747.89,247.235;-372.923,-99.93;-667.34,787.373;-694.441,-59.891;335.44,-813.207;556.029,909.259;110.016,-667.979;930.371,-986.431;353.188,809.343;-98.309,297.668;201.036,-965.311;663.859,800.462;746.484,819.753;500.888,358.929;-558.587,680.368;335.891,39.948;599.636,-364.015;618.271,-656.553;-283.417,-356.507;148.498,-881.803;103.246,-598.553;7.197,-440.902;280.539,588.299;135.449,446.104;-722.182,184.615;192.724,-210.807;-16.06,312.341;533.425,973.958;77.755,-641.075;-848.006,103.25;-716.301,736.255;-518.295,-676.633;
0.232:-267.569,814.828;-398.444,-829.045;642.492,991.041;201.598,-664.043;325.527,-28.723;-790.716,214.721;992.452,459.037;-947.578,-442.953;-435.458,-343.996;-565.463,-298.403;-770.173,-959.683;-143.263,438.076;-255.796,636.4;-332.644,814.58;817.964,-461.89;-166.313,564.212;484.037,-761.699;646.335,417.242;-746.573,247.095;-372.505,-98.668;-667.135,785.969;-693.47,-60.8;335.779,-814.493;555.045,908.367;111.309,-667.671;931.338,-987.343;354.516,809.29;-97.44,298.674;199.79,-965.781;663.101,799.37;747.256,818.672;499.562,359.027;-559.896,680.602;336.535,38.785;599.242,-362.745;617.888,-657.923;-284.345,-355.555;149.534,-882.636;104.522,-598.911;6.357,-441.932;281.867,588.37;136.52,446.893;-722.754,185.406;194.004,-210.446;-16.981,311.382;534.43,972.731;78.926,-641.666;-847.015,104.136;-716.69,734.983;-517.2,-675.879;
0.24:-268.185,813.706;-399.019,-827.901;643.409,991.899;202.805,-663.617;326.441,-27.826;-791.928,214.309;993.424,458.205;-946.434,-442.379;-434.02,-344.134;-564.54,-297.516;-770.064,-958.407;-142.291,438.909;-256.923,637.008;-331.408,814.869;816.892,-461.19;-167.35,564.962;483.046,-760.885;646.948,418.366;-745.471,246.587;-372.102,-97.453;-666.946,784.669;-692.535,-61.674;336.487,-815.575;554.096,907.508;112.554,-667.375;932.27,-988.221;355.796,809.239;-96.602,299.642;198.591,-966.234;662.371,798.318;748,817.63;498.286,359.122;-561.156,680.828;337.155,37.665;598.864,-361.522;617.534,-659.189;-285.239,-354.639;150.531,-883.439;105.767,-599.132;5.818,-443.168;283.145,588.438;137.55,447.652;-723.401,186.298;195.236,-210.098;-17.868,310.459;535.286,971.496;80.062,-642.24;-846.06,104.989;-717.065,733.759;-516.145,-675.154;
0.248:-268.775,812.63;-399.57,-826.805;644.296,992.73;203.963,-663.208;327.317,-26.967;-793.09,213.914;994.357,457.406;-945.338,-441.827;-432.606,-344.261;-563.655,-296.665;-769.959,-957.184;-141.36,439.709;-258.003,637.59;-330.218,815.148;815.865,-460.518;-168.344,565.682;482.098,-760.105;647.535,419.443;-744.664,246.178;-371.716,-96.288;-666.768,783.44;-691.639,-62.513;337.162,-816.606;553.186,906.684;113.748,-667.091;933.163,-989.062;357.022,809.191;-95.8,300.571;197.442,-966.667;661.672,797.31;748.713,816.631;497.062,359.213;-562.364,681.044;337.75,36.592;598.5,-360.35;617.199,-660.385;-286.096,-353.761;151.514,-884.392;107.047,-599.175;5.535,-444.502;284.371,588.503;138.538,448.38;-724.069,187.221;196.417,-209.764;-18.718,309.574;536.26,970.306;81.117,-643.071;-845.132,105.994;-717.424,732.586;-515.134,-674.458;
0.257:-269.338,811.604;-400.095,-825.759;645.147,993.527;205.066,-662.819;328.153,-26.147;-794.198,213.537;995.246,456.645;-944.292,-441.302;-431.218,-344.377;-562.811,-295.854;-769.859,-956.018;-140.471,440.471;-259.034,638.146;-329.081,815.414;814.885,-459.877;-169.293,566.368;481.193,-759.361;648.096,420.471;-744.115,245.694;-371.348,-95.176;-666.599,782.275;-690.785,-63.313;337.805,-817.588;552.605,905.775;114.887,-666.82;934.015,-989.865;358.192,809.144;-95.034,301.456;196.347,-967.08;661.004,796.348;749.393,815.678;495.894,359.299;-563.516,681.25;338.317,35.568;598.154,-359.232;616.882,-661.519;-286.914,-352.923;152.399,-885.25;108.298,-599.077;5.279,-445.707;285.54,588.566;139.481,449.074;-724.729,188.133;197.543,-209.445;-19.529,308.729;537.125,969.113;81.878,-643.791;-844.295,106.901;-717.766,731.466;-514.17,-673.795;
0.265:-269.872,810.631;-400.594,-824.767;645.955,994.284;206.113,-662.449;328.945,-25.37;-795.278,212.891;996.089,455.924;-943.3,-440.803;-429.858,-344.482;-562.011,-295.085;-769.765,-954.912;-139.629,441.193;-260.011,638.672;-328.001,815.667;813.956,-459.27;-170.192,567.018;480.335,-758.656;648.627,421.445;-743.507,245.156;-370.998,-94.123;-666.438,781.173;-689.974,-64.071;338.413,-818.518;552.035,904.883;115.967,-666.563;934.823,-990.626;359.301,809.1;-94.308,302.296;195.308,-967.472;660.372,795.436;750.038,814.775;494.788,359.381;-564.609,681.446;338.855,34.597;597.826,-358.172;616.582,-662.591;-287.689,-352.129;153.219,-886.045;109.394,-599.149;5.043,-446.823;286.648,588.625;140.374,449.732;-725.366,189.012;198.611,-209.144;-20.298,307.929;538.002,967.954;82.633,-644.506;-843.521,107.739;-718.091,730.405;-513.255,-673.166;
0.274:-270.384,809.698;-401.072,-823.817;646.73,995.01;207.116,-662.095;329.704,-24.624;-796.259,212.304;996.898,455.232;-942.35,-440.326;-428.5,-344.579;-561.244,-294.347;-769.674,-953.852;-138.822,441.886;-260.947,639.177;-326.966,815.909;813.066,-458.688;-171.054,567.642;479.513,-757.981;649.136,422.379;-742.861,244.586;-370.664,-93.113;-666.285,780.118;-689.198,-64.798;338.996,-819.409;551.479,904.012;117.002,-666.317;935.597,-991.356;360.364,809.058;-93.835,302.862;194.312,-967.848;659.765,794.562;750.656,813.909;493.727,359.459;-565.656,681.634;339.37,33.666;597.511,-357.155;616.295,-663.618;-288.432,-351.367;153.996,-886.798;110.509,-599.057;5.056,-448.067;287.71,588.681;141.231,450.363;-725.982,189.862;199.635,-208.854;-21.035,307.162;538.848,966.763;83.375,-645.208;-842.52,108.211;-718.402,729.387;-512.379,-672.563;
0.282:-270.853,808.843;-401.509,-822.946;647.441,995.675;208.035,-661.771;330.4,-23.942;-797.136,211.78;997.638,454.598;-941.479,-439.888;-427.197,-344.663;-560.542,-293.672;-769.591,-952.881;-138.082,442.521;-261.805,639.64;-326.23,815.925;812.25,-458.155;-171.844,568.213;478.761,-757.362;649.603,423.235;-742.232,244.031;-370.357,-92.188;-666.145,779.152;-688.486,-65.464;339.53,-820.224;550.964,903.207;117.95,-666.091;936.307,-992.024;361.337,809.019;-93.564,303.211;193.401,-968.192;659.21,793.761;751.222,813.116;492.755,359.531;-566.615,681.805;339.842,32.813;597.222,-356.224;616.033,-664.558;-289.113,-350.67;154.704,-887.484;111.467,-599.122;5.068,-449.14;288.683,588.733;142.016,450.941;-726.548,190.644;200.573,-208.589;-21.967,306.779;539.72,965.639;84.063,-645.861;-841.615,108.636;-718.687,728.455;-511.576,-672.011;
0.29:-271.178,807.751;-402.108,-821.755;648.414,996.586;209.292,-661.327;331.351,-23.008;-798.298,211.085;998.651,453.732;-940.288,-439.289;-425.672,-344.755;-559.58,-292.748;-769.477,-951.553;-137.07,443.389;-262.979,640.272;-325.008,815.588;811.134,-457.425;-172.924,568.995;477.731,-756.515;650.241,424.405;-741.29,243.199;-369.938,-90.923;-665.953,777.832;-687.513,-66.375;340.26,-821.34;550.251,902.091;119.247,-665.782;937.277,-992.938;362.669,808.966;-93.359,303.73;192.153,-968.662;658.45,792.666;751.997,812.031;491.425,359.63;-567.927,682.04;340.488,31.647;596.828,-354.951;615.674,-665.842;-290.044,-349.716;155.665,-888.415;112.747,-599.382;5.083,-450.518;290.014,588.804;143.089,451.732;-727.092,191.538;201.856,-208.227;-23.359,306.6;540.596,964.328;85.022,-646.768;-840.398,109.209;-719.077,727.181;-510.478,-671.255;
0.299:-271.652,806.157;-402.857,-820.266;649.63,997.725;210.864,-660.772;332.541,-21.841;-799.729,210.229;999.917,452.648;-938.799,-438.541;-424.002,-344.848;-558.379,-291.593;-769.335,-949.892;-135.805,444.474;-264.446,641.063;-323.402,815.146;809.739,-456.513;-174.274,569.971;476.443,-755.457;651.039,425.869;-740.042,242.096;-369.413,-89.341;-665.713,776.183;-686.296,-67.514;341.173,-822.735;549.353,900.687;120.868,-665.397;938.49,-994.081;364.335,808.9;-92.765,305.238;190.594,-969.251;657.5,791.297;752.965,810.674;489.763,359.753;-569.568,682.334;341.296,30.189;596.335,-353.359;615.225,-667.448;-291.208,-348.523;156.775,-889.664;114.403,-599.573;5.101,-452.185;291.679,588.893;144.431,452.721;-728.281,192.698;203.46,-207.773;-25.014,306.388;541.586,962.98;86.232,-647.914;-838.89,109.919;-719.564,725.587;-509.104,-670.31;
0.307:-272.127,804.56;-403.605,-818.777;650.846,998.864;212.435,-660.218;333.73,-20.674;-801.159,209.374;1,001.183,451.564;-937.31,-437.793;-422.338,-344.931;-557.177,-290.439;-769.193,-948.232;-134.541,445.559;-265.912,641.854;-321.796,814.703;808.345,-455.601;-175.624,570.948;475.156,-754.399;651.837,427.331;-738.793,240.993;-368.889,-87.759;-665.474,774.534;-685.079,-68.653;342.086,-824.129;548.456,899.283;122.489,-665.011;939.703,-995.224;366,808.834;-92.154,306.789;189.035,-969.839;656.55,789.928;753.934,809.318;488.101,359.876;-571.208,682.628;342.103,28.732;595.842,-351.767;614.776,-669.052;-292.372,-347.331;157.882,-890.909;116.035,-599.909;5.12,-453.851;293.343,588.981;145.772,453.709;-729.474,193.861;205.063,-207.32;-26.666,306.176;542.804,961.842;87.442,-649.06;-837.383,110.629;-720.052,723.993;-507.731,-669.366;
0.315:-272.602,802.962;-404.353,-817.288;652.063,1,000.003;214.007,-659.663;334.92,-19.507;-802.589,208.519;1,002.45,450.481;-935.821,-437.044;-420.673,-345.003;-555.976,-289.284;-769.051,-946.572;-133.276,446.644;-267.379,642.645;-320.433,813.744;806.95,-454.689;-176.974,571.925;473.869,-753.34;652.635,428.795;-737.544,239.89;-368.365,-86.177;-665.234,772.885;-683.862,-69.792;342.998,-825.523;547.558,897.879;124.11,-664.625;940.916,-996.367;367.665,808.767;-91.542,308.339;187.476,-970.427;655.6,788.558;754.902,807.962;486.439,359.999;-572.849,682.921;342.911,27.274;595.349,-350.175;614.327,-670.657;-293.536,-346.138;158.989,-892.155;117.69,-600.104;5.138,-455.518;295.007,589.07;147.114,454.697;-730.667,195.025;206.667,-206.867;-28.319,305.963;543.822,960.522;88.801,-650.024;-835.875,111.339;-720.539,722.4;-506.358,-668.422;
0.324:-273.077,801.365;-405.102,-815.799;653.279,1,001.143;215.661,-659.459;336.11,-18.34;-804.02,207.663;1,003.716,449.397;-934.331,-436.296;-419.008,-345.064;-554.774,-288.129;-768.909,-944.911;-132.011,447.729;-268.846,643.436;-319.513,812.354;805.555,-453.777;-178.325,572.902;472.581,-752.282;653.433,430.258;-736.294,238.786;-367.841,-84.595;-664.994,771.235;-682.646,-70.93;343.911,-826.918;546.661,896.475;125.732,-664.239;942.129,-997.51;369.33,808.701;-91.324,309.991;185.916,-971.015;654.65,787.189;755.87,806.606;484.777,360.122;-574.489,683.215;343.719,25.816;594.856,-348.584;613.879,-672.262;-294.7,-344.945;160,-893.48;119.323,-600.441;5.156,-457.184;296.671,589.158;148.456,455.686;-731.86,196.189;208.271,-206.413;-29.972,305.751;545.056,959.403;90.235,-650.874;-834.491,112.268;-721.026,720.806;-504.985,-667.477;
0.332:-273.552,799.768;-405.85,-814.31;654.496,1,002.282;217.315,-659.254;337.299,-17.172;-805.45,206.808;1,004.982,448.314;-932.842,-435.548;-417.342,-345.113;-553.573,-286.974;-768.767,-943.251;-130.517,448.469;-270.313,644.226;-319.134,810.731;804.16,-452.865;-179.675,573.878;471.294,-751.224;654.231,431.721;-734.768,238.117;-367.316,-83.013;-664.755,769.586;-681.429,-72.069;344.824,-828.312;545.763,895.07;127.398,-664.265;943.342,-998.652;370.996,808.635;-91.243,311.656;184.357,-971.604;653.7,785.82;756.839,805.249;483.115,360.245;-576.13,683.509;344.526,24.358;594.363,-346.992;613.43,-673.867;-295.864,-343.752;161.274,-894.554;120.966,-600.716;5.307,-458.844;298.335,589.247;149.798,456.674;-733.053,197.352;209.874,-205.96;-31.625,305.539;546.021,958.044;91.727,-651.617;-833.108,113.198;-721.514,719.212;-503.612,-666.533;
0.341:-274.027,798.17;-406.599,-812.821;655.712,1,003.421;218.969,-659.05;338.489,-16.005;-806.88,205.953;1,006.248,447.23;-931.353,-434.799;-415.676,-345.148;-552.371,-285.819;-768.625,-941.59;-129.024,449.209;-271.78,645.017;-318.755,809.108;802.765,-451.953;-181.025,574.855;469.811,-750.464;655.029,433.184;-733.242,237.448;-366.792,-81.431;-664.515,767.937;-680.212,-73.208;345.736,-829.707;544.866,893.666;129.063,-664.341;944.555,-999.795;372.661,808.569;-91.579,313.288;182.701,-971.79;652.75,784.45;757.807,803.893;481.453,360.367;-577.77,683.802;345.334,22.9;593.869,-345.4;612.981,-675.472;-297.028,-342.56;162.548,-895.628;122.627,-600.86;5.458,-460.504;300,589.336;151.14,457.663;-734.399,198.336;211.478,-205.507;-33.278,305.327;547.075,956.753;93.147,-652.488;-831.725,114.127;-722.001,717.619;-502.239,-665.588;
0.349:-274.54,796.442;-407.408,-811.21;657.028,1,004.653;220.758,-658.829;339.775,-14.743;-808.427,205.028;1,007.618,446.058;-929.743,-433.99;-413.873,-345.17;-551.072,-284.57;-768.471,-939.794;-127.409,450.009;-273.367,645.873;-318.345,807.353;801.256,-450.967;-182.486,575.912;468.206,-749.642;655.892,434.767;-731.439,237.438;-366.225,-79.72;-664.256,766.153;-678.896,-74.44;346.724,-831.215;543.895,892.147;130.863,-664.438;945.867,-1,001.032;374.462,808.497;-91.942,315.054;180.91,-971.992;651.723,782.969;758.854,802.426;479.656,360.501;-579.545,684.12;346.207,21.324;593.336,-343.678;612.235,-677.113;-298.471,-341.479;163.926,-896.79;124.401,-601.176;5.621,-462.299;301.8,589.432;152.591,458.732;-735.945,199.262;213.213,-205.017;-35.066,305.097;548.434,955.568;94.749,-653.315;-830.229,115.132;-722.529,715.895;-500.754,-664.566;
0.358:-275.016,794.845;-408.157,-809.721;658.245,1,005.792;222.412,-658.624;340.965,-13.575;-809.713,203.967;1,008.884,444.974;-928.253,-433.242;-412.206,-345.176;-549.87,-283.415;-768.329,-938.133;-125.915,450.748;-274.834,646.664;-317.965,805.73;799.861,-450.055;-183.836,576.889;466.723,-748.882;656.69,436.23;-729.923,238.128;-365.701,-78.138;-664.016,764.504;-677.679,-75.579;347.636,-832.609;542.998,890.743;132.524,-664.569;947.08,-1,002.174;376.127,808.431;-92.279,316.686;179.254,-972.179;650.773,781.6;759.823,801.069;477.993,360.624;-581.185,684.414;347.015,19.866;592.843,-342.086;611.545,-678.63;-299.805,-340.48;165.2,-897.864;126.047,-601.436;5.771,-463.959;303.464,589.52;153.933,459.72;-737.611,199.268;214.816,-204.563;-36.719,304.885;549.652,954.431;96.29,-653.95;-828.845,116.062;-723.016,714.301;-499.381,-663.622;
0.366:-275.499,793.218;-408.919,-808.205;659.483,1,006.952;224.096,-658.416;342.176,-12.387;-811.023,202.888;1,010.173,443.871;-926.737,-432.479;-410.509,-345.183;-548.647,-282.239;-768.185,-936.442;-124.394,451.502;-276.328,647.469;-317.579,804.077;798.441,-449.126;-185.211,577.883;465.212,-748.109;657.503,437.72;-728.681,239.286;-365.167,-76.527;-663.772,762.824;-676.44,-76.738;348.566,-834.029;542.084,889.313;134.214,-664.728;948.315,-1,003.338;377.823,808.363;-92.621,318.349;177.567,-972.369;649.805,780.206;760.809,799.688;476.301,360.749;-582.854,684.723;347.837,18.381;592.341,-340.465;610.842,-680.175;-301.163,-339.463;166.498,-898.958;127.738,-601.585;5.925,-465.649;305.159,589.61;155.299,460.727;-739.308,199.28;216.45,-204.102;-38.406,305.075;550.689,953.088;97.859,-654.597;-827.437,117.009;-723.096,712.606;-497.983,-662.66;
