0.008:286.111,-620.167;844.172,614.185;211.768,-856.441;552.904,-472.274;347.514,-136.937;-61.8,479.781;-978.82,-633.717;-165.685,567.797;-141.636,-396.161;261.452,722.648;-682.974,-205.725;-123.814,-893.979;914.121,-504.746;-542.039,402.326;-919.431,787.957;867.672,692.129;583.178,-238.197;-83.59,595.508;449.812,488.449;582.263,372.845;336.528,-329.814;-988.22,-331.034;273.659,-846.797;744.743,-409.162;-272.5,490.28;-401.898,-196.631;917.112,742.302;-351.36,333.109;321.329,-294.046;750.053,766.35;-684.378,-246.132;-976.928,528.977;-125.156,476.302;755.669,936.216;280.007,-689.505;-849.605,699.026;766.35,346.355;358.135,-424.665;50.752,494.858;232.948,-146.763;675.039,-792.047;248.329,353.557;103.305,935.911;10.468,639.637;-489.12,510.971;806.757,121.616;-797.906,644.459;-372.845,-257.424;594.287,-276.04;95.675,934.568;
0.141:286.833,-621.669;842.884,615.242;210.884,-855.028;551.251,-472.485;347.757,-138.585;-60.178,480.164;-980.288,-634.505;-167.176,568.541;-142.615,-397.51;259.958,723.387;-681.991,-204.379;-125.323,-893.273;913.671,-503.141;-543.694,402.131;-918.006,787.094;867.128,690.554;584.174,-236.86;-82.78,594.051;448.146,488.491;583.737,372.068;335.783,-331.305;-987.103,-329.798;273.341,-845.161;746.155,-410.048;-271.535,491.639;-402.22,-198.266;916.886,743.953;-352.906,333.731;322.994,-293.961;751.352,767.599;-685.405,-247.444;-978.259,527.974;-124.681,477.9;754.092,935.677;278.909,-690.758;-847.973,699.367;766.288,348.02;359.768,-424.995;51.823,496.135;232.752,-148.419;676.404,-791.091;247.17,352.36;102.756,937.485;9.269,638.48;-487.454,510.992;806.02,123.111;-797.564,642.828;-372.031,-258.878;592.623,-275.938;94.167,933.861;
0.151:289.718,-627.67;837.734,619.464;207.351,-849.384;544.645,-473.327;347.075,-145.21;-53.696,481.691;-986.154,-637.657;-173.136,571.512;-146.525,-402.9;253.99,726.341;-678.066,-199;-131.356,-890.454;911.875,-496.729;-550.308,401.352;-912.309,783.645;864.982,684.248;588.152,-231.52;-79.656,588.168;441.489,488.659;589.629,368.966;332.809,-337.262;-982.638,-324.857;272.071,-838.625;751.794,-413.589;-267.681,497.069;-403.507,-204.799;915.982,750.55;-358.28,337.663;329.624,-293.435;757.355,770.491;-689.509,-252.688;-983.575,523.964;-122.181,484.072;748.39,932.235;274.521,-695.766;-841.455,700.729;766.037,354.674;366.295,-426.314;56.102,501.237;231.97,-155.031;681.859,-787.271;242.537,347.576;100.571,943.771;4.848,633.498;-480.976,509.455;803.077,129.084;-796.197,636.311;-368.778,-264.689;585.974,-275.793;88.138,931.033;
0.159:290.558,-629.417;835.948,620.186;206.322,-847.741;542.723,-473.572;346.87,-147.151;-51.81,482.135;-987.862,-638.574;-174.87,572.377;-147.663,-404.469;252.253,727.201;-676.923,-197.435;-133.112,-889.633;911.352,-494.862;-552.233,401.126;-910.651,782.642;863.938,682.639;589.309,-229.966;-78.747,586.456;439.552,488.708;591.424,368.199;332.224,-339.122;-981.339,-323.419;271.701,-836.722;753.435,-414.62;-266.559,498.649;-403.881,-206.701;915.719,752.47;-359.844,338.807;331.517,-293.235;759.118,771.34;-690.703,-254.214;-985.122,522.797;-121.351,485.825;746.731,931.233;273.243,-697.224;-839.558,701.125;765.964,356.611;368.195,-426.697;56.931,502.989;231.743,-156.956;683.446,-786.16;241.189,346.184;99.935,945.602;3.561,632.048;-479.09,509.007;802.22,130.823;-795.799,634.414;-367.832,-266.38;584.079,-275.865;86.383,930.21;
0.169:291.045,-631.054;834.58,621.214;205.425,-846.307;541.044,-473.786;346.69,-148.854;-50.14,482.513;-989.352,-639.375;-176.384,573.132;-148.656,-405.839;250.737,727.951;-675.926,-196.068;-134.645,-888.917;910.635,-493.313;-553.913,400.928;-909.204,781.765;862.684,681.503;590.32,-228.609;-77.954,584.962;437.86,488.751;592.981,367.534;331.715,-340.737;-980.204,-322.164;271.378,-835.061;754.868,-415.52;-265.579,500.029;-404.208,-208.361;915.49,754.147;-361.21,339.807;333.149,-293.013;760.663,772.084;-691.746,-255.547;-986.473,521.778;-120.631,487.379;745.282,930.359;272.128,-698.497;-837.902,701.471;765.901,358.302;369.854,-427.032;57.403,504.63;231.544,-158.636;684.832,-785.189;240.012,344.968;99.379,947.2;2.43,630.763;-477.444,508.616;801.472,132.341;-795.825,632.713;-367.005,-267.856;582.451,-276.04;84.851,929.492;
0.177:291.573,-632.824;833.104,622.325;204.446,-844.742;539.214,-474.019;346.497,-150.721;-48.308,482.92;-990.978,-640.248;-178.036,573.955;-149.74,-407.333;249.083,728.77;-674.838,-194.577;-136.317,-888.135;909.859,-491.637;-555.746,400.712;-907.625,780.809;861.094,680.622;591.422,-227.129;-77.088,583.332;436.016,488.797;594.678,366.809;331.161,-342.497;-978.967,-320.794;271.026,-833.249;756.431,-416.502;-264.511,501.534;-404.565,-210.172;915.239,755.975;-362.699,340.896;334.905,-292.713;762.353,772.898;-692.884,-257;-987.947,520.667;-119.766,489.016;743.702,929.405;270.912,-699.885;-836.041,701.44;765.831,360.146;371.663,-427.398;57.914,506.405;231.328,-160.469;686.344,-784.131;238.728,343.643;98.773,948.943;1.194,629.352;-475.648,508.19;800.657,133.996;-795.854,630.866;-366.104,-269.467;580.697,-276.647;83.18,928.708;
0.186:292.021,-634.328;831.85,623.268;203.613,-843.412;537.657,-474.217;346.34,-152.318;-46.741,483.268;-992.36,-640.99;-179.44,574.655;-150.661,-408.603;247.677,729.466;-673.913,-193.31;-137.738,-887.471;909.2,-490.213;-557.304,400.529;-906.283,779.997;859.569,680.19;592.36,-225.871;-76.352,581.946;434.447,488.837;596.121,366.193;330.69,-343.994;-977.915,-319.63;270.727,-831.709;757.759,-417.336;-263.603,502.813;-404.868,-211.711;915.026,757.53;-363.965,341.823;336.445,-292.449;763.613,773.902;-693.851,-258.236;-989.199,519.722;-119.032,490.404;742.359,928.594;269.878,-701.065;-834.471,701.414;765.772,361.714;373.201,-427.709;58.349,507.913;231.143,-162.027;687.629,-783.231;237.637,342.516;98.258,950.425;0.183,628.105;-474.121,507.828;799.963,135.403;-795.878,629.297;-365.338,-270.836;579.328,-277.269;81.759,928.042;
0.194:292.475,-635.85;830.58,624.222;202.771,-842.066;536.028,-474.286;346.188,-153.948;-45.229,483.872;-993.759,-641.742;-180.861,575.364;-151.593,-409.888;246.253,730.17;-672.977,-192.027;-139.177,-886.799;908.533,-488.771;-558.881,400.343;-904.963,779.04;858.005,680.024;593.308,-224.597;-76.006,580.393;432.859,488.877;597.582,365.569;330.213,-345.508;-976.85,-318.452;270.424,-830.15;759.104,-418.181;-262.684,504.108;-405.175,-213.27;914.811,759.103;-365.247,342.761;338.009,-292.181;764.885,774.914;-694.829,-259.486;-990.467,518.766;-118.284,491.855;741,927.774;268.831,-702.259;-832.882,701.388;765.712,363.301;374.757,-428.023;58.788,509.439;230.957,-163.604;688.93,-782.32;236.532,341.375;97.736,951.926;-0.82,626.867;-472.576,507.461;799.261,136.828;-795.902,627.71;-364.562,-272.222;577.891,-277.921;80.322,927.368;
0.203:292.791,-637.383;829.37,625.132;201.967,-840.782;534.508,-474.351;346.054,-155.515;-43.817,484.436;-995.094,-642.459;-182.217,576.04;-152.483,-411.114;244.896,730.842;-672.084,-190.804;-140.549,-886.157;907.897,-487.397;-560.385,400.166;-903.731,778.147;856.501,679.865;594.213,-223.382;-75.407,578.957;431.345,488.915;599.068,365.076;329.994,-347.051;-975.835,-317.328;270.135,-828.664;760.387,-418.986;-261.807,505.343;-405.264,-214.771;914.606,760.604;-366.469,343.655;339.502,-291.926;766.101,775.882;-695.763,-260.679;-991.676,517.854;-117.545,493.201;739.703,926.991;267.833,-703.398;-831.368,701.362;765.655,364.814;376.313,-428.068;59.207,510.894;231.033,-165.16;690.171,-781.451;235.478,340.287;97.239,953.356;-1.774,625.69;-471.103,507.112;798.592,138.187;-795.925,626.195;-363.822,-273.543;576.513,-278.546;78.95,926.725;
0.211:293.102,-638.887;828.15,626.049;201.157,-839.489;532.982,-474.415;345.931,-157.11;-42.399,485.003;-996.438,-643.181;-183.582,576.721;-153.379,-412.349;243.528,731.519;-671.184,-189.571;-141.931,-885.511;907.255,-486.012;-561.901,399.987;-902.494,777.25;854.984,679.704;595.125,-222.159;-75.062,577.411;429.82,488.954;600.526,364.592;329.779,-348.57;-974.812,-316.196;269.843,-827.166;761.679,-419.798;-260.924,506.588;-405.354,-216.292;914.398,762.115;-367.701,344.556;341.006,-291.668;767.33,776.86;-696.703,-261.881;-992.895,516.935;-116.792,494.607;738.397,926.202;266.828,-704.546;-829.842,701.337;765.598,366.339;377.847,-428.112;59.63,512.36;231.107,-166.693;691.421,-780.576;234.417,339.191;96.738,954.797;-2.667,624.375;-469.618,506.759;797.917,139.555;-795.949,624.67;-363.077,-274.875;575.124,-279.177;77.569,926.077;
0.221:293.396,-640.307;826.994,626.919;200.39,-838.262;531.536,-474.476;345.81,-158.639;-41.055,485.54;-997.713,-643.865;-184.877,577.366;-154.228,-413.521;242.231,732.161;-670.331,-188.402;-143.242,-884.898;906.648,-484.699;-563.338,399.818;-901.322,776.401;853.545,679.551;595.989,-220.998;-74.744,575.986;428.373,488.991;601.902,364.136;329.575,-350.005;-973.842,-315.122;269.567,-825.745;762.905,-420.567;-260.086,507.768;-405.439,-217.736;914.202,763.549;-368.869,345.411;342.432,-291.424;768.5,777.792;-697.595,-263.02;-994.05,516.064;-116.061,495.894;737.158,925.454;265.874,-705.634;-828.396,701.313;765.544,367.785;379.296,-428.153;60.03,513.751;231.178,-168.14;692.606,-779.746;233.41,338.151;96.263,956.164;-3.633,623.189;-468.21,506.425;797.278,140.853;-795.971,623.223;-362.37,-276.138;573.806,-279.775;76.259,925.463;
0.229:293.722,-641.887;825.705,627.888;199.534,-836.895;529.924,-474.545;345.672,-160.366;-39.557,486.139;-999.133,-644.629;-186.321,578.086;-155.175,-414.826;240.786,732.876;-669.38,-187.1;-144.703,-884.216;905.97,-483.236;-564.94,399.63;-900.016,775.454;851.941,679.381;596.953,-219.705;-74.391,574.408;426.761,489.031;603.433,363.628;329.349,-351.603;-972.76,-313.926;269.26,-824.162;764.27,-421.425;-259.152,509.083;-405.535,-219.345;913.983,765.147;-370.17,346.363;344.022,-291.152;769.81,778.835;-698.589,-264.29;-995.338,515.093;-115.225,497.399;735.987,924.267;264.811,-706.847;-826.783,701.286;765.483,369.397;380.909,-428.2;60.906,515.086;231.256,-169.752;693.927,-778.821;232.288,336.992;95.733,957.688;-4.594,621.755;-466.862,505.641;796.565,142.3;-795.996,621.61;-361.583,-277.545;572.338,-280.441;74.798,924.778;
0.238:293.998,-643.221;824.616,628.707;198.811,-835.741;528.563,-474.602;345.551,-161.849;-38.292,486.644;-1,000.334,-645.273;-187.54,578.694;-155.975,-415.929;239.565,733.48;-668.577,-185.999;-145.937,-883.639;905.398,-481.999;-566.293,399.47;-898.913,774.655;850.587,679.238;597.766,-218.612;-74.094,573.078;425.399,489.066;604.726,363.199;329.158,-352.951;-971.847,-312.915;269,-822.825;765.424,-422.15;-258.364,510.194;-405.615,-220.705;913.799,766.497;-371.266,347.33;345.364,-290.922;770.922,779.72;-699.429,-265.363;-996.425,514.272;-114.707,498.73;735.02,923.286;263.913,-707.872;-825.421,701.264;765.432,370.758;382.271,-428.239;61.65,516.222;231.322,-171.113;695.043,-778.039;231.34,336.014;95.286,958.974;-5.524,620.6;-465.697,504.963;795.963,143.522;-796.017,620.248;-360.917,-278.734;571.097,-281.004;73.565,924.199;
0.247:294.295,-644.656;823.445,629.588;198.034,-834.498;527.099,-474.664;345.417,-163.474;-36.931,487.188;-1,001.625,-645.967;-189.046,578.997;-156.836,-417.115;238.252,734.13;-667.713,-184.815;-147.265,-883.018;904.782,-480.669;-567.748,399.299;-897.727,773.795;849.129,679.083;598.642,-217.437;-73.775,571.647;423.934,489.103;606.117,362.737;328.952,-354.403;-970.864,-311.828;268.72,-821.386;766.665,-422.929;-257.516,511.389;-405.702,-222.168;913.6,767.949;-372.394,348.325;346.809,-290.675;772.124,780.677;-700.332,-266.517;-997.595,513.39;-114.167,500.119;733.987,922.238;262.947,-708.974;-823.955,701.24;765.377,372.223;383.736,-428.281;62.453,517.446;231.394,-172.577;696.244,-777.199;230.321,334.961;94.805,960.359;-6.286,619.186;-464.436,504.229;795.315,144.837;-796.039,618.783;-360.202,-280.013;569.763,-281.61;72.238,923.577;
0.255:294.55,-645.891;822.437,630.346;197.365,-833.429;525.839,-474.717;345.298,-164.904;-35.76,487.656;-1,002.735,-646.564;-190.306,579.251;-157.576,-418.136;237.121,734.69;-666.97,-183.797;-148.407,-882.484;904.252,-479.525;-569,399.152;-896.706,773.055;847.875,678.95;599.395,-216.426;-73.5,570.416;422.674,489.135;607.314,362.34;328.775,-355.651;-970.019,-310.892;268.479,-820.148;767.733,-423.6;-256.786,512.417;-405.777,-223.427;913.429,769.198;-373.35,349.168;348.052,-290.462;773.166,781.506;-701.109,-267.51;-998.602,512.631;-113.707,501.303;733.1,921.338;262.116,-709.923;-822.677,700.859;765.329,373.483;384.996,-428.317;63.144,518.499;231.455,-173.836;697.277,-776.475;229.443,334.055;94.391,961.55;-7.157,618.077;-463.348,503.596;794.758,145.968;-796.059,617.522;-359.586,-281.113;568.614,-282.131;71.097,923.042;
0.263:294.795,-647.078;821.468,631.074;196.722,-832.402;524.629,-474.769;345.179,-166.315;-34.635,488.105;-1,003.803,-647.137;-191.505,579.492;-158.287,-419.117;236.036,735.227;-666.256,-182.818;-149.505,-881.971;903.743,-478.426;-570.204,399.01;-895.725,772.344;846.671,678.823;600.119,-215.454;-73.236,569.234;421.462,489.165;608.64,362.042;328.85,-356.986;-969.207,-309.993;268.248,-818.959;768.759,-424.244;-256.084,513.405;-405.848,-224.636;913.264,770.398;-374.263,349.974;349.246,-290.257;774.173,782.308;-701.856,-268.464;-999.569,511.901;-113.266,502.436;732.249,920.475;261.318,-710.834;-821.485,700.503;765.284,374.693;386.207,-428.352;63.808,519.512;231.514,-175.046;698.269,-775.781;228.601,333.185;93.993,962.694;-7.779,616.844;-462.302,502.987;794.222,147.055;-796.077,616.31;-358.994,-282.17;567.511,-282.632;70,922.527;
0.272:295.027,-648.2;820.553,631.763;196.114,-831.431;523.484,-474.817;345.063,-167.691;-33.767,488.891;-1,004.812,-647.679;-192.634,579.719;-158.96,-420.044;235.009,735.735;-665.58,-181.893;-150.543,-881.486;903.262,-477.386;-571.342,398.876;-894.797,771.671;845.531,678.702;600.803,-214.535;-72.986,568.115;420.317,489.194;609.825,361.776;328.918,-358.189;-968.438,-309.143;268.03,-817.834;769.729,-424.853;-255.421,514.339;-405.916,-225.78;913.109,771.534;-375.124,350.734;350.251,-290.339;775.346,782.722;-702.562,-269.367;-1,000.484,511.211;-112.851,503.506;731.773,919.41;260.563,-711.696;-820.372,700.172;765.241,375.839;387.352,-428.385;64.159,520.702;231.57,-176.191;699.208,-775.123;227.803,332.362;93.617,963.777;-8.532,615.71;-461.312,502.411;793.716,148.082;-796.095,615.165;-358.434,-283.17;566.468,-283.105;68.962,922.041;
0.28:295.248,-649.269;819.68,632.419;195.534,-830.505;522.393,-474.863;344.948,-169.05;-32.9,489.842;-1,005.774,-648.196;-193.707,579.935;-159.601,-420.928;234.03,736.22;-664.936,-181.01;-151.532,-881.024;902.803,-476.395;-572.426,398.748;-893.913,771.03;844.445,678.587;601.456,-213.659;-72.748,567.049;419.225,489.222;610.925,361.529;328.981,-359.31;-967.706,-308.333;267.821,-816.762;770.654,-425.434;-254.789,515.23;-405.981,-226.87;912.961,772.616;-375.945,351.457;351.446,-290.566;776.652,783.029;-703.235,-270.227;-1,001.356,510.553;-112.454,504.525;731.322,918.403;259.843,-712.517;-819.318,699.857;765.199,376.93;388.444,-428.416;64.482,521.797;231.623,-177.282;700.102,-774.497;226.786,331.902;93.258,964.808;-9.033,614.48;-460.368,501.862;793.233,149.062;-796.112,614.073;-357.901,-284.123;565.473,-283.557;67.973,921.577;
0.29:295.453,-650.264;818.868,633.029;194.996,-829.645;521.378,-474.906;344.837,-170.369;-32.381,490.944;-1,006.669,-648.676;-194.705,580.136;-160.198,-421.75;233.12,736.67;-664.338,-180.19;-152.452,-880.594;902.377,-475.473;-573.435,398.63;-893.091,770.434;843.435,678.48;602.062,-212.845;-72.527,566.058;418.21,489.247;611.936,361.302;329.039,-360.342;-967.026,-307.579;267.627,-815.766;771.514,-425.974;-254.201,516.058;-406.041,-227.884;912.823,773.622;-376.707,352.13;352.353,-290.944;777.845,783.547;-703.861,-271.026;-1,002.167,509.942;-112.086,505.472;730.905,917.47;259.174,-713.281;-818.34,699.566;765.161,377.945;389.459,-428.445;64.777,522.798;231.672,-178.296;700.934,-773.914;225.847,331.479;92.925,965.767;-9.463,613.426;-459.491,501.351;792.784,149.973;-796.127,613.057;-357.405,-285.009;564.549,-283.976;67.054,921.146;
0.298:295.683,-651.377;817.96,633.712;194.393,-828.681;520.243,-474.954;344.708,-171.894;-31.499,492.09;-1,007.67,-649.214;-195.82,580.36;-160.865,-422.67;232.101,737.174;-663.668,-179.272;-153.482,-880.113;901.899,-474.442;-574.563,398.497;-892.17,769.767;842.305,678.36;602.741,-211.933;-72.213,565.302;417.074,489.276;613.06,361.049;329.103,-361.489;-966.264,-306.736;267.411,-814.65;772.476,-426.579;-253.543,516.984;-406.108,-229.019;912.669,774.748;-377.56,352.882;353.615,-291.487;779.065,784.075;-704.561,-271.921;-1,003.074,509.258;-111.674,506.532;730.439,916.428;258.425,-714.135;-817.247,699.24;765.119,379.08;390.595,-428.478;65.104,523.908;231.727,-179.431;701.865,-773.263;224.802,331.007;92.552,966.841;-9.924,612.295;-458.508,500.78;792.282,150.992;-796.145,611.921;-356.85,-286.001;563.514,-284.446;66.025,920.663;
0.306:296.013,-652.97;816.66,634.69;193.53,-827.303;518.617,-475.023;344.57,-173.546;-30.496,493.393;-1,009.103,-649.984;-197.415,580.681;-161.82,-423.987;230.643,737.896;-662.709,-177.958;-154.956,-879.424;901.216,-472.966;-576.179,398.307;-890.922,768.699;840.688,678.189;603.713,-210.629;-72.002,563.751;415.448,489.317;614.648,360.693;329.195,-363.114;-965.173,-305.529;267.1,-813.053;773.854,-427.444;-252.602,518.311;-406.204,-230.642;912.448,776.359;-378.78,353.958;355.072,-292.268;780.013,784.486;-705.564,-273.202;-1,004.373,508.278;-111.165,508.095;729.775,914.943;257.353,-715.359;-815.688,698.776;764.647,380.638;392.221,-428.525;65.565,525.469;231.806,-181.056;703.198,-772.33;223.318,330.337;92.018,968.377;-10.54,610.783;-457.103,499.962;791.563,152.452;-796.17,610.294;-356.056,-287.42;562.032,-285.118;64.552,919.973;
0.315:296.352,-654.613;815.318,635.699;192.639,-825.88;516.94,-474.963;344.431,-175.219;-29.472,494.724;-1,010.582,-650.778;-199.06,581.013;-162.806,-425.346;229.139,738.64;-661.719,-176.602;-156.476,-878.713;900.511,-471.443;-577.846,398.11;-889.655,767.597;839.018,678.012;604.716,-209.283;-71.646,562.11;413.77,489.36;616.286,360.325;329.289,-364.79;-964.048,-304.284;266.78,-811.405;775.275,-428.337;-251.63,519.68;-406.304,-232.318;912.22,778.022;-380.038,355.069;356.413,-293.279;781.247,785.021;-706.598,-274.524;-1,005.713,507.267;-110.645,509.691;729.089,913.41;256.454,-716.777;-814.079,698.296;764.161,382.245;393.899,-428.573;66.04,527.079;231.888,-182.732;704.572,-771.367;221.788,329.647;91.466,969.963;-11.291,609.282;-455.652,499.118;790.821,153.957;-796.196,608.616;-355.236,-288.885;560.504,-285.812;63.033,919.26;
0.323:296.69,-656.245;813.986,636.7;191.755,-824.467;515.274,-474.904;344.294,-176.88;-28.757,496.229;-1,012.05,-651.567;-200.694,581.341;-163.784,-426.695;227.645,739.38;-660.737,-175.256;-157.986,-878.008;899.811,-469.93;-579.501,397.916;-888.403,766.497;837.361,677.836;605.711,-207.946;-71.039,560.558;412.104,489.402;617.912,359.959;329.383,-366.454;-962.93,-303.047;266.462,-809.77;776.687,-429.223;-250.665,521.039;-406.218,-233.982;911.994,779.673;-381.288,356.171;357.492,-294.549;782.766,785.68;-707.626,-275.836;-1,007.043,506.264;-110.128,511.275;728.648,911.803;255.573,-718.191;-812.482,697.82;763.678,383.84;395.565,-428.621;66.511,528.678;231.969,-184.397;705.938,-770.411;220.269,328.961;90.919,971.537;-11.463,607.624;-454.211,498.279;790.084,155.452;-796.221,606.95;-354.422,-290.339;558.987,-286.501;61.524,918.553;
0.334:296.899,-657.908;812.647,637.707;190.866,-823.047;513.6,-474.844;344.157,-178.55;-27.817,497.616;-1,013.526,-652.36;-202.337,581.672;-164.768,-428.051;226.144,740.123;-659.749,-173.903;-159.504,-877.298;898.881,-468.536;-581.165,397.72;-887.148,765.388;835.695,677.659;606.712,-206.602;-70.819,558.897;410.429,489.444;619.546,359.592;329.477,-368.127;-961.807,-301.804;266.142,-808.125;778.106,-430.114;-249.696,522.405;-406.131,-235.656;911.767,781.333;-382.544,357.28;358.539,-295.857;784.357,786.206;-708.658,-277.156;-1,008.381,505.255;-109.928,512.939;728.205,910.188;254.691,-719.616;-810.876,697.342;763.192,385.443;397.24,-428.669;66.985,530.285;232.05,-186.07;707.31,-769.45;218.742,328.272;90.369,973.119;-11.262,605.961;-452.763,497.437;789.344,156.955;-796.247,605.275;-353.48,-291.725;557.461,-287.193;60.007,917.841;
0.343:297.165,-660.028;810.939,638.991;189.732,-821.236;511.465,-474.768;343.985,-180.679;-26.223,499.038;-1,015.408,-653.371;-204.431,582.093;-166.022,-429.78;224.229,741.07;-658.49,-172.177;-161.439,-876.394;897.696,-466.759;-583.287,397.47;-885.548,763.971;833.721,678.477;607.988,-204.889;-69.677,557.092;408.293,489.498;621.661,359.29;329.913,-370.219;-960.375,-300.219;265.899,-806.002;779.915,-431.25;-248.926,524.398;-406.021,-237.789;911.153,783.38;-384.147,358.693;359.741,-297.623;786.453,786.616;-709.975,-278.838;-1,010.087,503.969;-109.16,514.932;727.639,908.127;253.567,-721.433;-808.829,696.732;762.573,387.488;399.375,-428.73;67.065,532.42;232.154,-188.204;709.06,-768.224;216.795,327.393;89.668,975.137;-11.005,603.84;-450.917,496.362;788.399,158.871;-796.28,603.138;-352.279,-293.492;555.515,-288.076;58.072,916.934;
0.353:297.39,-661.811;809.503,640.072;188.779,-819.712;509.7,-474.425;343.842,-182.472;-24.794,500.129;-1,016.992,-654.222;-206.194,582.448;-167.078,-431.236;222.618,741.868;-657.43,-170.725;-163.068,-875.632;896.698,-465.263;-585.072,397.26;-884.201,762.781;832.06,679.165;609.062,-203.447;-68.3,555.935;406.496,489.543;623.441,359.035;330.553,-371.899;-959.169,-298.885;265.648,-804.222;781.437,-432.206;-247.93,525.895;-405.928,-239.585;910.278,784.95;-385.398,359.984;360.752,-299.109;788.218,786.961;-711.289,-280.066;-1,011.522,502.886;-108.116,516.396;727.545,906.332;252.616,-722.959;-807.106,696.218;762.052,389.209;401.172,-428.782;66.841,534.204;232.242,-190;710.533,-767.193;215.156,326.653;89.077,976.836;-10.789,602.055;-449.363,495.458;787.605,160.484;-796.307,601.341;-351.269,-294.979;553.878,-288.819;56.445,916.171;
0.361:297.632,-663.735;807.953,641.237;187.75,-818.069;507.797,-474.056;343.692,-184.404;-23.253,501.306;-1,018.699,-655.139;-208.094,582.831;-168.216,-432.805;220.88,742.728;-656.287,-169.159;-164.824,-874.812;895.623,-463.65;-586.997,397.033;-882.746,761.5;830.401,680.167;610.22,-201.893;-66.555,555.092;404.558,489.592;625.36,358.76;331.243,-373.71;-957.87,-297.447;265.336,-802.309;783.079,-433.237;-247.05,527.622;-405.828,-241.52;909.335,786.644;-386.747,361.376;361.843,-300.712;790.12,787.333;-712.705,-281.389;-1,013.07,501.719;-106.754,517.775;727.443,904.396;251.583,-724.599;-805.248,695.664;761.491,391.064;403.11,-428.838;66.184,536.027;232.633,-191.898;712.121,-766.081;213.39,325.856;88.441,978.666;-10.555,600.131;-447.687,494.483;786.748,162.223;-796.337,599.403;-350.18,-296.583;552.113,-289.621;54.69,915.348;
0.37:297.844,-665.419;806.767,642.451;186.849,-816.63;506.13,-473.732;343.565,-186.097;-21.904,502.336;-1,020.195,-655.943;-209.758,583.166;-169.213,-434.179;219.359,743.481;-655.286,-167.788;-166.363,-874.093;894.681,-462.238;-588.684,396.835;-881.467,760.383;829.446,681.571;611.234,-200.531;-64.911,554.668;402.861,489.635;627.041,358.52;331.848,-375.297;-956.731,-296.187;265.02,-800.641;784.517,-434.14;-246.28,529.135;-405.74,-243.216;908.508,788.127;-387.928,362.596;362.798,-302.116;791.816,787.239;-713.945,-282.549;-1,014.425,500.696;-105.354,518.736;727.354,902.701;250.667,-726.029;-803.621,695.18;760.999,392.689;404.807,-428.886;65.609,537.625;232.976,-193.561;713.511,-765.107;211.842,325.157;87.883,980.27;-10.351,598.445;-446.22,493.629;785.997,163.746;-796.363,597.705;-349.225,-297.987;550.567,-290.322;53.152,914.627;
0.378:298.068,-667.204;805.315,643.513;185.895,-815.105;504.364,-473.389;343.435,-187.891;-20.474,503.428;-1,021.78,-656.794;-211.522,583.521;-170.269,-435.635;217.746,744.279;-654.226,-166.335;-167.992,-873.331;893.683,-460.741;-590.47,396.624;-880.107,759.205;828.774,683.24;612.309,-199.088;-63.169,554.22;401.062,489.681;628.836,358.403;332.488,-376.978;-955.525,-294.852;264.465,-798.929;786.04,-435.097;-245.463,530.738;-405.647,-245.013;907.633,789.698;-389.18,363.887;363.81,-303.603;793.612,787.139;-715.26,-283.777;-1,015.862,499.613;-103.735,519.52;727.26,900.904;249.684,-727.535;-801.897,694.666;760.478,394.411;406.596,-429.076;65,539.317;233.339,-195.323;714.985,-764.076;210.202,324.417;87.293,981.969;-10.135,596.659;-444.665,492.725;785.202,165.36;-796.391,595.906;-348.214,-299.475;548.929,-291.066;51.524,913.863;
0.389:298.052,-668.883;804.136,644.709;185.004,-813.681;502.716,-473.069;343.318,-189.567;-18.986,504.205;-1,023.259,-657.588;-213.168,583.852;-171.255,-436.995;216.241,745.024;-653.236,-164.978;-169.513,-872.62;892.751,-459.344;-592.138,396.428;-878.833,758.112;828.147,684.798;613.312,-197.742;-61.543,553.8;399.384,489.723;630.511,358.295;333.086,-378.547;-954.399,-293.606;263.948,-797.332;787.462,-435.99;-244.477,532.097;-405.56,-246.69;906.815,791.165;-390.348,365.093;364.755,-304.991;795.288,787.045;-716.486,-284.924;-1,017.202,498.602;-102.224,520.252;727.172,899.227;248.751,-728.931;-800.288,694.186;759.991,396.018;408.266,-429.252;64.431,540.897;233.678,-196.968;716.361,-763.112;208.672,323.727;86.741,983.556;-9.684,595.042;-443.214,491.88;784.46,166.866;-796.417,594.227;-347.271,-300.864;547.4,-291.76;50.003,913.15;
0.399:298.032,-670.919;802.539,645.971;183.924,-811.956;500.717,-472.681;343.183,-191.598;-17.181,505.148;-1,025.052,-658.552;-215.004,584.732;-172.45,-438.642;214.417,745.927;-652.036,-163.334;-171.358,-871.758;891.622,-457.65;-594.16,396.19;-877.355,756.712;827.388,686.686;614.528,-196.109;-59.572,553.292;397.349,489.775;632.497,357.848;333.811,-380.449;-953.035,-292.096;263.32,-795.396;789.186,-437.073;-243.434,533.845;-405.455,-248.722;905.825,792.944;-391.765,366.555;365.9,-306.674;797.321,786.932;-717.974,-286.313;-1,018.827,497.376;-100.392,521.139;727.065,897.195;247.268,-730.325;-798.507,693.201;759.401,397.966;410.29,-429.466;63.741,542.813;234.089,-198.962;718.028,-761.945;206.817,322.889;86.073,985.478;-9.283,593.046;-441.454,490.856;783.56,168.692;-796.448,592.192;-346.127,-302.548;545.546,-292.601;48.16,912.286;
