0.296:692.024,-262.066;24.506,500.903;791.073,-1,002.635;349.516,852.995;-50.809,-494.474;-384.894,-377.424;-968.207,-456.389;-579.32,-927.21;-396.343,-790.928;307.946,-746.657;311.492,-922.626;-807.59,-990.023;-218.118,177.626;-792.296,-195.003;109.005,273.02;-214.883,-214.508;-348.949,235.48;662.897,-52.594;655.115,-193.21;502.013,955.456;557.53,-117.654;-566.15,-394.996;-840.68,-194.025;115.714,-155.197;490.483,-898.74;-569.461,-660.664;346.355,-383.903;-133.936,535.756;-86.165,-638.111;-694.666,-534.222;-174.868,-935.553;263.601,33.083;819.917,-865.354;74.702,427.434;637.605,1,019.222;311.653,-598.587;808.536,904.681;656.008,68.774;-917.014,-578.44;-928.432,728.015;916.311,466.884;183.39,402.742;164.931,101.027;-923.996,659.544;110.194,664.504;331.625,-159.329;-287.696,-866.494;748.056,-280.018;-342.774,-585.366;36.033,95.844;
0.304:691.629,-260.461;23.455,502.174;792.711,-1,002.829;351.023,852.325;-51.599,-493.026;-383.35,-378.005;-969.714,-457.057;-578.076,-928.291;-394.786,-790.385;306.865,-747.902;312.416,-923.992;-806.066,-990.654;-216.566,178.182;-791.04,-196.072;107.424,273.491;-216.435,-213.951;-348.796,237.122;661.469,-53.438;655.379,-191.582;503.65,955.667;557.376,-119.299;-565.165,-396.318;-839.285,-194.904;115.706,-153.548;489.139,-897.781;-570.096,-659.142;346.739,-382.299;-132.574,534.827;-87.679,-637.457;-695.821,-535.399;-174.966,-933.906;263.254,34.695;820.978,-866.617;73.403,428.451;638.44,1,020.645;312.126,-600.168;809.811,903.635;657.51,69.455;-918.275,-579.503;-926.89,728.599;917.927,467.213;182.412,404.07;163.589,101.985;-922.473,658.911;108.556,664.696;330.006,-159.016;-286.19,-865.822;747.812,-278.387;-344.044,-586.419;37.635,95.419;
0.313:691.26,-258.836;22.394,503.458;794.365,-1,003.025;352.545,851.647;-52.397,-491.563;-381.79,-378.591;-971.238,-457.732;-576.818,-929.385;-393.212,-789.836;305.772,-749.16;313.349,-925.373;-804.527,-991.292;-214.997,178.744;-789.771,-197.152;105.828,273.967;-218.003,-213.388;-348.642,238.781;659.902,-54.006;655.646,-189.938;505.302,955.881;557.489,-120.962;-564.169,-397.654;-837.875,-195.792;115.698,-151.882;487.783,-896.813;-570.856,-657.659;347.128,-380.679;-131.129,533.998;-89.209,-636.796;-696.988,-536.588;-175.066,-932.243;262.904,36.325;822.05,-867.892;72.091,429.478;639.283,1,022.082;312.603,-601.764;811.099,902.578;659.027,70.143;-919.548,-580.578;-925.331,729.189;919.56,467.546;181.425,405.412;162.233,102.954;-920.934,658.273;106.901,664.889;328.37,-158.699;-284.668,-865.143;747.565,-276.739;-345.545,-587.142;39.245,94.99;
0.321:690.916,-257.205;21.333,504.743;796.02,-1,003.222;354.068,850.97;-53.195,-490.1;-380.23,-379.178;-972.761,-458.408;-575.56,-930.478;-391.639,-789.288;304.679,-750.418;314.282,-926.753;-802.987,-991.93;-213.428,179.306;-788.502,-198.232;104.231,274.444;-219.572,-212.825;-348.487,240.441;658.335,-54.573;655.913,-188.293;506.955,956.094;557.855,-122.587;-563.172,-398.99;-836.465,-196.68;115.69,-150.215;486.426,-895.845;-571.617,-656.176;347.516,-379.058;-129.683,533.169;-90.739,-636.136;-698.155,-537.778;-175.165,-930.58;262.554,37.954;823.123,-869.168;70.779,430.505;640.126,1,023.519;313.08,-603.361;812.387,901.521;660.545,70.831;-920.822,-581.652;-923.773,729.779;921.193,467.878;180.437,406.754;160.877,103.922;-919.395,657.634;105.246,665.083;326.733,-158.383;-283.146,-864.464;747.318,-275.091;-347.047,-587.865;40.856,94.563;
0.329:690.591,-255.571;20.271,506.028;797.675,-1,003.418;355.591,850.293;-53.994,-488.637;-378.67,-379.764;-974.285,-459.083;-574.303,-931.571;-390.065,-788.739;303.586,-751.676;315.215,-928.134;-801.448,-992.568;-211.859,179.867;-787.233,-199.312;102.634,274.92;-221.14,-212.262;-348.333,242.1;656.768,-55.141;656.181,-186.648;508.608,956.307;558.222,-124.213;-562.176,-400.326;-835.055,-197.569;115.682,-148.549;485.069,-894.878;-572.377,-654.693;347.905,-377.438;-128.238,532.339;-92.269,-635.475;-699.322,-538.968;-175.264,-928.916;262.204,39.583;824.195,-870.443;69.466,431.533;640.969,1,024.957;313.558,-604.958;813.675,900.463;662.063,71.519;-922.095,-582.727;-922.214,730.369;922.826,468.211;179.449,408.097;159.521,104.891;-917.856,656.995;103.591,665.277;325.097,-158.067;-281.624,-863.786;747.071,-273.443;-348.548,-588.587;42.467,94.138;
0.338:690.281,-253.933;19.21,507.313;799.33,-1,003.614;357.113,849.615;-54.792,-487.174;-377.11,-380.351;-975.809,-459.758;-573.045,-932.664;-388.491,-788.19;302.494,-752.934;316.148,-929.515;-799.908,-993.205;-210.29,180.429;-785.964,-200.392;101.036,275.396;-222.709,-211.699;-348.178,243.76;655.201,-55.708;656.448,-185.003;510.26,956.521;558.589,-125.839;-561.18,-401.662;-833.645,-198.457;115.673,-146.882;483.58,-894.129;-573.138,-653.21;348.293,-375.817;-126.792,531.51;-93.799,-634.814;-700.489,-540.157;-175.363,-927.252;261.854,41.213;825.268,-871.719;68.154,432.56;642.142,1,026.141;314.035,-606.555;814.964,899.406;663.581,72.207;-923.369,-583.802;-920.656,730.959;924.459,468.543;178.462,409.439;158.164,105.86;-916.316,656.356;101.935,665.471;323.461,-157.75;-280.102,-863.107;746.824,-271.795;-350.05,-589.31;44.08,93.719;
0.346:689.835,-252.328;18.148,508.598;800.985,-1,003.811;358.636,848.938;-55.59,-485.711;-375.55,-380.937;-977.332,-460.433;-571.787,-933.758;-386.918,-787.642;301.401,-754.193;317.082,-930.896;-798.369,-993.843;-208.721,180.991;-784.695,-201.473;99.439,275.872;-224.278,-211.136;-348.024,245.419;653.791,-56.596;656.715,-183.358;511.913,956.734;559.198,-127.39;-560.184,-402.998;-832.235,-199.346;115.665,-145.215;482.091,-893.38;-573.898,-651.727;348.682,-374.196;-125.347,530.68;-95.329,-634.153;-701.656,-541.347;-175.463,-925.589;261.505,42.842;826.34,-872.995;66.842,433.587;643.314,1,027.326;314.512,-608.151;816.252,898.349;665.221,72.506;-924.643,-584.877;-919.097,731.549;926.092,468.876;177.474,410.781;156.808,106.828;-914.777,655.717;100.28,665.665;321.825,-157.434;-278.58,-862.428;746.577,-270.147;-351.552,-590.033;45.695,93.305;
0.355:689.428,-250.711;17.087,509.883;802.64,-1,004.007;360.159,848.26;-56.388,-484.248;-373.99,-381.524;-978.856,-461.109;-570.529,-934.851;-385.344,-787.093;300.308,-755.451;318.015,-932.277;-796.829,-994.481;-207.152,181.552;-783.426,-202.553;97.842,276.348;-225.846,-210.573;-347.869,247.079;652.38,-57.484;656.63,-181.693;513.566,956.948;559.937,-128.884;-559.187,-404.334;-830.851,-200.274;115.657,-143.549;480.602,-892.631;-574.659,-650.244;349.07,-372.575;-123.901,529.851;-96.859,-633.493;-702.823,-542.537;-175.562,-923.925;261.155,44.472;827.413,-874.27;65.529,434.615;644.486,1,028.511;314.99,-609.748;817.54,897.291;666.86,72.805;-925.917,-585.951;-917.539,732.14;927.725,469.208;176.486,412.123;155.452,107.797;-913.238,655.078;98.625,665.859;320.188,-157.117;-277.058,-861.749;746.331,-268.498;-353.053,-590.755;47.32,92.935;
0.363:689.045,-249.051;16.001,511.197;804.333,-1,004.208;361.716,847.567;-57.204,-482.752;-372.395,-382.123;-980.414,-461.799;-569.243,-935.969;-383.734,-786.532;299.401,-756.894;318.969,-933.689;-795.254,-995.134;-205.547,182.127;-782.128,-203.658;96.209,276.835;-227.451,-209.997;-347.711,248.776;650.938,-58.392;656.55,-179.991;515.257,957.166;560.694,-130.411;-558.168,-405.7;-829.435,-201.223;115.648,-141.844;479.08,-891.866;-575.553,-648.793;349.467,-370.918;-122.423,529.002;-98.424,-632.817;-704.017,-543.753;-175.663,-922.224;260.544,46.063;828.51,-875.575;64.187,435.665;645.685,1,029.722;315.351,-611.414;818.858,896.21;668.537,73.112;-927.219,-587.051;-915.945,732.743;929.395,469.548;175.476,413.496;154.065,108.788;-911.664,654.425;96.932,666.057;318.515,-156.794;-275.502,-861.055;746.078,-266.813;-354.589,-591.495;48.982,92.558;
0.371:688.695,-247.421;14.94,512.481;805.988,-1,004.404;363.239,846.89;-58.003,-481.289;-370.835,-382.71;-981.938,-462.474;-567.985,-937.063;-382.161,-785.983;298.514,-758.305;320.175,-934.839;-793.714,-995.771;-203.978,182.689;-780.859,-204.738;94.612,277.311;-229.019,-209.434;-347.557,250.435;649.528,-59.281;656.471,-178.326;516.91,957.38;561.433,-131.905;-557.172,-407.036;-828.051,-202.152;115.64,-140.178;477.591,-891.117;-576.428,-647.375;349.856,-369.297;-120.917,528.287;-99.954,-632.156;-704.854,-545.194;-175.763,-920.56;259.947,47.619;829.582,-876.851;62.875,436.693;646.857,1,030.907;315.703,-613.043;820.146,895.153;670.176,73.411;-928.493,-588.125;-914.386,733.333;931.029,469.881;174.488,414.839;152.709,109.756;-910.124,653.786;95.277,666.251;316.879,-156.478;-273.98,-860.376;745.831,-265.164;-356.091,-592.217;50.616,92.231;
