4.71:1,371.533,-94.836;-82.6,975.989;1,071.864,-853.012;656.51,771.659;-95.466,308.745;-83.136,375.112;-1,133.979,-657.292;102.594,-1,041.694;245.441,-272.026;529.477,-1,201.866;608.312,-1,206.515;11.212,-1,154.79;-87.821,857.666;-1,077.157,-552.212;-73.857,882.544;-115.006,268.468;-109.974,906.253;1,273.101,-110.327;1,421.091,-108.248;1,064.111,885.384;1,313.778,-67.452;-1,149.458,-596.393;-1,130.465,-522.049;-9.45,676.395;597.506,-1,258.169;-613.648,-1,262.954;85.728,450.506;-100.543,933.36;240.961,-213.887;-564.083,-1,282.13;382.317,-302.773;-67.423,805.072;1,020.229,-852.171;-72.739,928.019;1,000.545,846.118;484.252,-1,202.883;627.664,602.367;1,424.876,-65.911;-1,168.028,-622.854;-111.066,978.547;969.195,883.793;-41.489,921.531;-63.003,897.832;-129.54,354.863;-48.647,958.275;26.877,597.636;289.776,-225.285;1,345.938,-132.751;-1,105.879,-595.268;-24.389,869.333;
4.719:1,373.147,-94.09;-81.666,977.502;1,070.32,-852.13;657.988,770.67;-94.571,310.281;-82.338,376.701;-1,132.202,-657.239;103.976,-1,040.575;246.809,-270.891;530.973,-1,200.904;609.909,-1,205.733;12.747,-1,153.893;-86.759,859.091;-1,078.339,-553.54;-72.701,883.894;-114.818,270.236;-108.609,907.392;1,274.847,-110.666;1,422.851,-107.999;1,062.72,884.276;1,315.555,-67.411;-1,147.687,-596.55;-1,131.144,-523.693;-10.211,678.002;599.158,-1,257.512;-612.763,-1,261.412;85.072,452.158;-99.535,934.824;242.301,-212.718;-563.228,-1,280.571;383.649,-301.597;-66.128,806.29;1,018.688,-851.285;-71.508,929.302;998.863,845.542;485.588,-1,201.71;626.77,603.903;1,425.807,-67.426;-1,166.593,-623.904;-110.106,980.044;968.636,885.481;-40.391,922.93;-61.847,899.182;-129.516,356.64;-47.548,959.673;26.134,599.252;290.957,-223.956;1,347.273,-131.577;-1,104.883,-596.74;-23.439,870.836;
4.728:1,374.844,-93.679;-80.417,978.723;1,068.803,-851.263;659.44,769.699;-93.847,311.871;-81.557,378.264;-1,130.456,-657.188;105.334,-1,039.477;248.154,-269.775;532.612,-1,200.299;611.478,-1,204.965;14.256,-1,153.013;-85.717,860.493;-1,079.501,-554.845;-71.518,885.18;-114.632,271.973;-107.466,908.712;1,276.561,-110.999;1,424.543,-108.433;1,061.354,883.188;1,317.293,-67.23;-1,145.97,-596.873;-1,131.733,-525.337;-10.948,679.585;600.753,-1,256.798;-611.894,-1,259.897;84.426,453.782;-98.544,936.263;243.617,-211.569;-562.382,-1,279.043;384.959,-300.44;-64.88,807.512;1,017.174,-850.413;-70.331,930.593;997.203,844.998;486.9,-1,200.557;625.891,605.413;1,427.034,-68.67;-1,165.311,-625.091;-109.055,981.439;968.086,887.139;-39.281,924.278;-60.898,900.649;-129.678,358.38;-46.204,960.788;25.404,600.839;292.117,-222.65;1,348.756,-130.653;-1,103.786,-598.1;-22.49,872.302;
4.737:1,376.654,-93.147;-79.076,980.05;1,067.166,-850.327;661.007,768.65;-93.066,313.588;-80.72,379.954;-1,128.571,-657.132;106.801,-1,038.29;249.605,-268.57;534.368,-1,199.611;613.172,-1,204.136;15.885,-1,152.062;-84.595,862.009;-1,080.755,-556.254;-70.239,886.567;-114.456,273.851;-106.087,910;1,278.413,-111.359;1,426.181,-109.369;1,059.878,882.013;1,319.131,-66.807;-1,144.096,-597.086;-1,132.363,-527.115;-11.731,681.301;602.44,-1,255.955;-610.955,-1,258.261;83.728,455.534;-97.48,937.82;245.037,-210.328;-561.463,-1,277.395;386.373,-299.192;-63.552,808.852;1,015.539,-849.473;-68.985,931.914;995.404,844.431;488.318,-1,199.312;624.942,607.044;1,428.413,-69.956;-1,163.961,-626.409;-107.834,982.877;967.493,888.93;-38.075,925.729;-59.975,902.294;-130.029,360.233;-45.008,962.247;24.615,602.552;293.37,-221.24;1,350.463,-129.849;-1,102.602,-599.568;-21.416,873.854;
4.747:1,378.311,-92.572;-77.846,981.299;1,065.644,-849.456;662.464,767.675;-92.34,315.184;-79.947,381.527;-1,126.818,-657.08;108.164,-1,037.188;250.954,-267.451;536.048,-1,199.111;614.747,-1,203.366;17.399,-1,151.178;-83.551,863.418;-1,081.921,-557.563;-69.036,887.842;-114.318,275.599;-105.125,911.465;1,280.124,-111.743;1,427.722,-110.206;1,058.506,880.921;1,320.823,-66.349;-1,142.381,-597.451;-1,132.938,-528.771;-12.46,682.896;603.982,-1,255.121;-610.082,-1,256.74;83.078,457.162;-96.491,939.268;246.363,-209.18;-560.606,-1,275.866;387.687,-298.031;-62.537,810.281;1,014.02,-848.598;-67.783,933.191;993.727,843.919;489.635,-1,198.155;624.061,608.559;1,429.774,-71.062;-1,162.59,-627.501;-106.72,984.23;966.942,890.594;-37.169,927.23;-58.849,903.638;-130.355,361.956;-43.646,963.351;23.881,604.144;294.534,-219.929;1,352.115,-129.263;-1,101.501,-600.933;-20.41,875.289;
4.756:1,380.198,-92.215;-76.512,982.681;1,063.977,-848.502;664.061,766.607;-91.545,316.932;-79.107,383.255;-1,124.898,-657.023;109.657,-1,035.979;252.432,-266.224;537.89,-1,198.564;616.473,-1,202.521;19.058,-1,150.209;-82.455,864.996;-1,082.869,-559.234;-67.708,889.23;-114.203,277.517;-104.353,913.224;1,282.041,-111.859;1,429.428,-111.087;1,056.844,879.959;1,322.657,-65.776;-1,140.651,-598.287;-1,133.484,-530.613;-13.257,684.643;605.648,-1,254.164;-609.126,-1,255.074;82.365,458.946;-95.395,940.845;247.822,-207.93;-559.663,-1,274.192;389.127,-296.76;-61.629,811.975;1,012.355,-847.64;-66.509,934.628;991.89,843.357;491.078,-1,196.888;623.095,610.219;1,431.449,-72.003;-1,161.172,-628.796;-105.42,985.645;966.338,892.418;-36.118,928.838;-57.719,905.191;-130.712,363.843;-42.445,964.85;23.078,605.889;295.81,-218.493;1,353.905,-128.565;-1,100.295,-602.428;-19.298,876.856;
4.765:1,382.045,-91.771;-75.222,984.076;1,062.328,-847.558;665.378,765.237;-90.758,318.661;-78.284,384.967;-1,122.999,-656.966;111.134,-1,034.784;253.894,-265.01;539.711,-1,198.023;618.179,-1,201.686;20.699,-1,149.251;-81.378,866.561;-1,083.372,-561.066;-66.479,890.679;-114.13,279.415;-103.852,915.057;1,283.94,-111.801;1,431.135,-111.923;1,055.158,879.083;1,324.447,-65.14;-1,138.967,-599.166;-1,134.183,-532.38;-13.909,686.428;607.414,-1,253.463;-608.181,-1,253.426;81.658,460.71;-94.308,942.403;249.27,-206.701;-558.727,-1,272.538;390.551,-295.502;-60.636,813.594;1,010.708,-846.692;-65.183,935.989;990.073,842.802;492.423,-1,195.545;622.139,611.862;1,433.124,-72.899;-1,159.859,-630.17;-104.149,987.057;965.741,894.221;-35.07,930.422;-56.664,906.772;-131.065,365.71;-40.986,966.067;22.282,607.614;297.072,-217.073;1,355.651,-127.818;-1,099.102,-603.907;-18.183,878.394;
4.775:1,383.782,-91.264;-73.994,985.405;1,060.758,-846.659;666.633,763.934;-90.009,320.308;-77.5,386.598;-1,121.19,-656.913;112.54,-1,033.646;255.286,-263.855;541.445,-1,197.507;619.804,-1,200.891;22.261,-1,148.339;-80.354,868.052;-1,083.414,-562.875;-65.324,892.071;-114.06,281.223;-102.963,916.632;1,285.738,-111.598;1,432.776,-112.683;1,053.523,878.308;1,326.137,-64.492;-1,137.388,-600.049;-1,134.517,-534.158;-14.53,688.128;609.065,-1,252.724;-607.28,-1,251.857;80.984,462.389;-93.271,943.886;250.654,-205.535;-557.835,-1,270.965;391.907,-294.305;-59.657,815.115;1,009.14,-845.79;-63.968,937.33;988.343,842.273;493.879,-1,194.472;621.229,613.425;1,434.874,-73.359;-1,158.597,-631.467;-103.242,988.622;965.606,896.026;-34.034,931.906;-55.763,908.34;-131.402,367.488;-39.858,967.482;21.525,609.258;298.274,-215.72;1,357.292,-127.056;-1,097.966,-605.315;-17.068,879.818;
4.784:1,385.638,-90.857;-72.726,986.82;1,059.109,-845.715;667.95,762.565;-89.222,322.037;-76.677,388.31;-1,119.364,-656.39;114.017,-1,032.451;256.748,-262.641;543.266,-1,196.966;621.511,-1,200.056;23.902,-1,147.381;-79.377,869.682;-1,083.363,-564.774;-64.097,893.521;-113.987,283.121;-102.005,918.273;1,287.621,-111.346;1,434.529,-113.415;1,051.806,877.494;1,327.907,-63.803;-1,135.737,-600.988;-1,134.788,-536.039;-15.179,689.913;610.765,-1,251.876;-606.335,-1,250.209;80.276,464.151;-92.209,945.461;252.112,-204.317;-556.896,-1,269.313;393.331,-293.047;-58.758,816.789;1,007.493,-844.842;-62.692,938.737;986.526,841.717;495.409,-1,193.345;620.538,615.195;1,436.771,-73.45;-1,157.264,-632.82;-102.201,990.212;965.464,897.92;-32.95,933.466;-54.53,909.786;-131.755,369.354;-38.406,968.706;20.731,610.984;299.535,-214.3;1,359.101,-126.475;-1,096.773,-606.793;-15.617,881.045;
4.794:1,387.447,-90.367;-71.734,988.409;1,057.483,-844.784;669.249,761.214;-88.446,323.743;-75.865,389.999;-1,117.495,-656.256;115.474,-1,031.272;258.19,-261.445;545.062,-1,196.432;623.194,-1,199.233;25.52,-1,146.436;-78.228,871.162;-1,083.23,-566.643;-62.863,894.932;-113.915,284.994;-101.018,919.866;1,289.473,-111.058;1,436.285,-114.071;1,050.113,876.691;1,329.657,-63.133;-1,134.123,-601.94;-1,134.976,-537.903;-15.813,691.677;612.414,-1,250.986;-605.402,-1,248.584;79.576,465.889;-91.161,947.015;253.532,-203.094;-555.969,-1,267.685;394.736,-291.807;-57.759,818.375;1,005.869,-843.908;-61.408,940.102;984.734,841.169;496.918,-1,192.234;619.857,616.941;1,438.629,-73.206;-1,155.946,-634.152;-101.147,991.761;965.324,899.789;-31.88,935.005;-53.413,911.291;-132.103,371.196;-37.242,970.175;19.95,612.687;300.78,-212.899;1,360.855,-125.815;-1,095.597,-608.252;-14.251,882.328;
4.802:1,389.258,-89.854;-70.382,989.72;1,055.849,-843.849;670.555,759.858;-87.521,325.383;-75.05,391.696;-1,115.708,-655.663;116.938,-1,030.088;259.639,-260.242;546.867,-1,195.896;624.885,-1,198.405;27.146,-1,145.487;-77.139,872.698;-1,082.948,-568.504;-61.644,896.367;-113.842,286.875;-100.08,921.499;1,291.319,-110.689;1,438.073,-114.66;1,048.412,875.884;1,331.417,-62.463;-1,132.439,-602.783;-1,135.071,-539.783;-16.441,693.451;614.047,-1,250.048;-604.465,-1,246.951;78.871,467.635;-90.114,948.579;254.966,-201.875;-555.036,-1,266.049;396.147,-290.561;-56.694,819.927;1,004.237,-842.969;-60.126,941.481;982.934,840.619;498.433,-1,191.117;619.173,618.695;1,440.44,-72.691;-1,154.609,-635.477;-99.981,993.239;965.184,901.666;-30.798,936.545;-52.34,912.837;-132.454,373.045;-35.788,971.371;19.166,614.399;302.03,-211.491;1,362.589,-125.083;-1,094.415,-609.717;-12.703,883.399;
4.811:1,390.922,-89.313;-69.139,990.951;1,054.331,-842.98;671.768,758.597;-86.873,327.008;-74.292,393.273;-1,113.968,-655.847;118.298,-1,028.988;260.985,-259.125;548.544,-1,195.398;626.457,-1,197.636;28.657,-1,144.605;-76.114,874.116;-1,082.302,-570.13;-60.503,897.693;-113.774,288.623;-99.227,923.026;1,292.999,-110.202;1,439.754,-115.144;1,046.831,875.135;1,333.047,-61.829;-1,130.902,-603.618;-1,135.159,-541.53;-17.014,695.104;615.673,-1,249.403;-603.594,-1,245.433;78.216,469.258;-89.141,950.033;256.305,-200.749;-554.168,-1,264.53;397.459,-289.403;-55.738,821.393;1,002.721,-842.096;-58.917,942.746;981.261,840.107;499.842,-1,190.079;618.537,620.324;1,442.098,-72.133;-1,153.289,-636.626;-98.822,994.549;965.053,903.411;-29.758,937.952;-51.38,914.3;-132.779,374.764;-34.681,972.726;18.44,615.99;303.192,-210.183;1,364.16,-124.312;-1,093.316,-611.079;-11.319,884.469;
4.82:1,392.631,-88.926;-67.918,992.208;1,052.81,-842.108;672.983,757.334;-86.224,328.636;-73.533,394.853;-1,112.403,-656.636;119.66,-1,027.885;262.333,-258.005;550.224,-1,194.899;628.031,-1,196.866;30.17,-1,143.721;-75.079,875.53;-1,081.445,-571.659;-59.352,899.015;-113.707,290.375;-98.385,924.563;1,294.646,-109.604;1,441.411,-115.717;1,045.155,874.625;1,334.689,-61.217;-1,129.401,-604.523;-1,135.248,-543.281;-17.575,696.765;617.302,-1,248.756;-602.722,-1,243.913;77.305,470.755;-88.162,951.487;257.631,-199.603;-553.299,-1,263.008;398.772,-288.243;-54.834,822.894;1,001.202,-841.222;-57.722,944.028;979.585,839.595;501.253,-1,189.04;617.899,621.957;1,443.73,-71.493;-1,152.166,-637.971;-97.688,995.886;964.922,905.159;-28.629,939.292;-50.468,915.796;-133.105,376.486;-33.322,973.833;17.715,617.586;304.356,-208.873;1,365.815,-123.734;-1,092.216,-612.443;-9.979,885.6;
4.829:1,394.351,-88.447;-66.672,993.487;1,051.261,-841.221;674.221,756.047;-85.562,330.294;-72.759,396.462;-1,111.09,-657.846;121.048,-1,026.762;263.707,-256.865;551.936,-1,194.39;629.635,-1,196.081;31.712,-1,142.821;-74.023,876.97;-1,080.279,-573.012;-58.211,900.388;-113.638,292.159;-97.534,926.133;1,296.3,-108.931;1,443.12,-116.234;1,043.446,874.105;1,336.351,-60.564;-1,127.815,-605.344;-1,135.338,-545.064;-18.135,698.46;618.961,-1,248.097;-601.833,-1,242.364;76.378,472.281;-87.169,952.971;258.99,-198.445;-552.412,-1,261.458;400.111,-287.061;-53.808,824.355;999.654,-840.331;-56.492,945.322;977.801,839.516;502.599,-1,187.867;617.25,623.621;1,445.325,-70.689;-1,150.932,-639.262;-96.464,997.186;964.789,906.939;-27.373,940.562;-49.585,917.349;-133.437,378.241;-32.152,975.181;16.978,619.212;305.542,-207.538;1,367.472,-123.069;-1,091.094,-613.833;-8.636,886.776;
4.839:1,396.208,-88.073;-65.356,994.85;1,049.617,-840.279;675.534,754.682;-84.861,332.054;-71.938,398.169;-1,109.697,-659.129;122.521,-1,025.571;265.165,-255.655;553.752,-1,193.85;631.336,-1,195.249;33.348,-1,141.866;-72.899,878.495;-1,078.939,-574.35;-57.063,901.895;-113.565,294.052;-96.733,927.85;1,298.093,-108.318;1,444.953,-116.713;1,041.634,873.553;1,338.128,-59.906;-1,126.142,-606.232;-1,135.433,-546.956;-18.723,700.261;620.722,-1,247.398;-600.891,-1,240.721;75.393,473.899;-86.12,954.548;260.441,-197.227;-551.471,-1,259.814;401.531,-285.807;-52.799,825.959;998.012,-839.386;-55.186,946.694;975.908,839.432;503.925,-1,186.514;616.562,625.385;1,446.945,-69.709;-1,149.588,-640.597;-95.183,998.582;965.112,908.806;-26.584,942.284;-48.345,918.781;-133.789,380.102;-30.657,976.345;16.2,620.939;306.8,-206.122;1,369.205,-122.305;-1,089.905,-615.307;-7.26,888.078;
4.848:1,398.047,-87.609;-64.057,996.232;1,047.971,-839.336;676.849,753.316;-84.158,333.816;-71.117,399.879;-1,108.302,-660.415;123.996,-1,024.378;266.624,-254.444;555.57,-1,193.31;633.04,-1,194.415;34.986,-1,140.909;-71.779,880.026;-1,077.52,-575.609;-55.927,903.414;-113.492,295.947;-96.195,929.668;1,299.863,-107.636;1,446.776,-117.236;1,039.819,873.001;1,339.897,-59.223;-1,124.472,-607.132;-1,135.529,-548.85;-19.304,702.067;622.485,-1,246.698;-599.947,-1,239.076;74.408,475.52;-85.057,956.12;261.876,-195.987;-550.528,-1,258.168;402.952,-284.551;-51.686,827.494;996.368,-838.44;-53.876,948.066;974.014,839.348;505.489,-1,185.44;616.147,627.236;1,448.51,-68.636;-1,148.214,-641.904;-93.915,999.992;965.436,910.675;-25.343,943.718;-47.193,920.288;-134.142,381.966;-29.406,977.771;15.423,622.67;308.059,-204.704;1,370.902,-121.457;-1,088.714,-616.783;-5.694,889.148;
4.858:1,399.818,-87.283;-62.83,997.55;1,046.409,-838.44;678.098,752.018;-83.68,335.552;-70.337,401.502;-1,106.977,-661.635;125.396,-1,023.245;268.01,-253.293;557.296,-1,192.797;634.658,-1,193.624;36.541,-1,140.001;-70.705,881.471;-1,076.509,-577.099;-54.827,904.84;-113.422,297.747;-95.311,931.237;1,301.577,-107.085;1,448.525,-117.665;1,038.097,872.477;1,341.578,-58.577;-1,122.89,-607.992;-1,135.62,-550.649;-19.847,703.784;624.158,-1,246.033;-599.05,-1,237.514;73.472,477.059;-84.043,957.608;263.249,-194.821;-549.633,-1,256.606;404.302,-283.359;-50.687,828.993;994.808,-837.542;-52.619,949.355;972.215,839.269;506.876,-1,184.292;615.753,628.993;1,449.943,-67.547;-1,147.122,-643.336;-92.722,1,001.341;965.743,912.449;-24.018,944.939;-46.01,921.645;-134.477,383.735;-27.985,978.876;14.689,624.314;309.255,-203.357;1,372.612,-120.893;-1,087.583,-618.185;-4.244,890.215;
4.867:1,401.809,-86.815;-61.411,999.022;1,044.635,-837.424;679.17,750.276;-83.136,337.524;-69.451,403.345;-1,105.473,-663.021;126.986,-1,021.958;269.584,-251.987;559.256,-1,192.214;636.495,-1,192.725;38.307,-1,138.97;-69.48,883.109;-1,075.284,-578.737;-53.516,906.409;-113.344,299.79;-94.359,933.047;1,303.499,-106.385;1,450.568,-117.741;1,036.072,872.184;1,343.481,-57.828;-1,121.11,-609;-1,135.451,-552.687;-20.382,705.758;626.059,-1,245.278;-598.033,-1,235.74;72.41,478.806;-82.875,959.286;264.819,-193.51;-548.616,-1,254.831;405.835,-282.005;-49.768,830.82;993.035,-836.522;-51.176,950.805;970.171,839.179;508.335,-1,182.859;615.305,630.989;1,451.509,-66.23;-1,145.77,-644.871;-91.29,1,002.801;966.092,914.464;-22.547,946.359;-44.752,923.258;-134.857,385.745;-26.61,980.391;13.859,626.183;310.614,-201.828;1,374.52,-120.156;-1,086.299,-619.777;-2.632,891.475;
4.877:1,403.61,-86.421;-60.13,1,000.348;1,043.035,-836.507;680.135,748.705;-82.646,339.301;-68.652,405.007;-1,104.117,-664.27;128.419,-1,020.799;271.002,-250.81;561.024,-1,191.689;638.151,-1,191.914;39.823,-1,137.92;-68.376,884.586;-1,074.123,-580.169;-52.37,907.854;-113.273,301.633;-93.767,934.793;1,305.263,-105.85;1,452.408,-117.864;1,034.248,871.92;1,345.167,-57.081;-1,119.512,-609.919;-1,135.299,-554.525;-20.852,707.54;627.773,-1,244.598;-597.115,-1,234.141;71.452,480.382;-81.81,960.791;266.216,-192.308;-547.699,-1,253.232;407.217,-280.785;-48.822,832.402;991.437,-835.602;-49.875,952.112;968.329,839.097;509.873,-1,181.842;614.902,632.788;1,452.86,-64.976;-1,144.483,-646.191;-90.016,1,004.134;966.407,916.281;-21.301,947.718;-43.526,924.635;-135.2,387.556;-25.083,981.424;13.114,627.87;311.838,-200.45;1,376.2,-119.396;-1,085.142,-621.212;-1.218,892.658;
4.885:1,405.392,-86.065;-58.85,1,001.639;1,041.458,-835.604;681.087,747.158;-82.163,341.053;-67.865,406.645;-1,102.781,-665.501;129.831,-1,019.656;272.401,-249.649;562.766,-1,191.172;639.783,-1,191.116;41.316,-1,136.884;-67.287,886.041;-1,072.933,-581.542;-51.384,909.38;-113.202,303.448;-92.818,936.343;1,306.988,-105.279;1,454.219,-118.017;1,032.449,871.66;1,346.833,-56.355;-1,117.939,-610.828;-1,135.149,-556.335;-21.303,709.301;629.462,-1,243.927;-596.211,-1,232.565;70.508,481.934;-80.736,962.257;267.605,-191.136;-546.796,-1,251.656;408.579,-279.582;-47.858,833.943;989.862,-834.696;-48.595,953.401;966.514,839.017;511.286,-1,180.699;614.505,634.561;1,454.138,-63.684;-1,143.186,-647.463;-88.771,1,005.458;966.717,918.071;-20.546,949.371;-42.429,926.083;-135.538,389.342;-23.889,982.794;12.385,629.534;313.045,-199.091;1,377.864,-118.666;-1,084.001,-622.626;0.068,893.941;
4.894:1,407.151,-85.746;-57.628,1,002.943;1,039.907,-834.714;682.024,745.635;-81.688,342.776;-67.09,408.256;-1,101.466,-666.712;131.221,-1,018.531;273.776,-248.507;564.479,-1,190.662;641.389,-1,190.33;42.785,-1,135.866;-66.224,887.477;-1,071.676,-582.813;-50.113,910.637;-113.134,305.235;-91.958,937.91;1,308.712,-104.805;1,455.993,-117.799;1,030.68,871.404;1,348.477,-55.653;-1,116.391,-611.722;-1,135.001,-558.117;-21.732,711.036;631.123,-1,243.268;-595.321,-1,231.015;69.579,483.461;-79.649,963.676;268.982,-189.996;-545.906,-1,250.105;409.919,-278.399;-46.808,835.389;988.313,-833.805;-47.357,954.691;964.728,838.938;512.758,-1,179.685;614.114,636.305;1,455.34,-62.361;-1,141.888,-648.693;-87.558,1,006.771;967.022,919.833;-19.715,950.953;-41.339,927.5;-135.87,391.098;-22.479,983.893;11.672,631.174;314.232,-197.755;1,379.499,-117.944;-1,082.878,-624.017;1.303,895.234;
4.904:1,408.907,-85.378;-56.41,1,004.26;1,038.351,-833.821;682.964,744.107;-81.15,344.488;-66.313,409.873;-1,100.147,-667.928;132.616,-1,017.403;275.157,-247.361;566.199,-1,190.151;643,-1,189.541;44.26,-1,134.843;-65.147,888.913;-1,070.348,-584.02;-48.941,911.996;-113.064,307.028;-91.086,939.478;1,310.373,-104.125;1,457.761,-117.494;1,028.886,871.416;1,350.101,-54.891;-1,114.836,-612.617;-1,134.853,-559.905;-22.164,712.778;632.791,-1,242.605;-594.428,-1,229.458;68.647,484.995;-78.466,965.026;270.346,-188.83;-545.014,-1,248.548;411.264,-277.211;-45.944,836.962;986.757,-832.91;-46.118,955.989;962.971,839.303;514.13,-1,178.529;613.721,638.056;1,456.49,-60.984;-1,140.802,-650.121;-86.344,1,008.092;967.75,921.473;-18.54,952.31;-40.091,928.79;-136.204,392.861;-21.29,985.237;10.961,632.821;315.424,-196.413;1,381.134,-117.204;-1,081.751,-625.414;2.546,896.528;
4.913:1,410.71,-84.941;-55.427,1,005.834;1,036.742,-832.899;683.936,742.526;-80.593,346.257;-65.509,411.545;-1,098.782,-669.185;134.058,-1,016.236;276.584,-246.176;567.977,-1,189.623;644.667,-1,188.726;45.784,-1,133.786;-64.034,890.397;-1,069.325,-585.567;-47.77,913.435;-112.993,308.881;-90.157,941.084;1,312.061,-103.357;1,459.572,-117.092;1,027.033,871.502;1,351.741,-54.023;-1,113.241,-613.565;-1,134.7,-561.754;-22.609,714.578;634.515,-1,241.921;-593.505,-1,227.849;67.683,486.58;-77.15,966.333;271.769,-187.64;-544.091,-1,246.939;412.655,-275.984;-44.948,838.527;985.15,-831.984;-44.829,957.322;961.155,839.679;515.548,-1,177.333;613.593,639.907;1,457.618,-59.511;-1,139.66,-651.583;-85.103,1,009.471;968.501,923.169;-17.212,953.605;-38.865,930.181;-136.549,394.684;-19.669,986.139;10.23,634.526;316.656,-195.026;1,382.811,-116.411;-1,080.587,-626.858;3.823,897.874;
4.923:1,412.495,-84.443;-54.096,1,007.123;1,035.134,-831.977;684.907,740.948;-80.037,348.025;-64.707,413.215;-1,097.42,-670.441;135.499,-1,015.07;278.01,-244.993;569.754,-1,189.095;646.331,-1,187.911;47.307,-1,132.73;-62.917,891.875;-1,068.234,-587.066;-46.515,914.798;-112.921,310.733;-89.198,942.67;1,313.713,-102.518;1,461.36,-116.603;1,025.181,871.587;1,353.335,-53.078;-1,111.658,-614.528;-1,134.547,-563.601;-23.05,716.378;636.237,-1,241.237;-592.582,-1,226.242;66.72,488.163;-75.595,967.342;273.173,-186.43;-543.169,-1,245.332;414.044,-274.757;-43.847,840.018;983.543,-831.06;-43.506,958.62;959.34,840.056;516.965,-1,176.139;613.465,641.756;1,458.681,-57.993;-1,138.423,-652.963;-83.811,1,010.8;969.252,924.863;-15.874,954.887;-37.703,931.626;-136.893,396.505;-18.276,987.361;9.506,636.232;317.887,-193.641;1,384.593,-115.902;-1,079.423,-628.3;5.08,899.236;
4.932:1,414.448,-83.818;-52.619,1,008.545;1,033.356,-830.957;685.981,739.202;-79.422,349.981;-63.819,415.063;-1,095.912,-671.83;137.093,-1,013.781;279.588,-243.683;571.719,-1,188.511;648.173,-1,187.01;48.992,-1,131.562;-61.652,893.489;-1,066.66,-588.379;-45.111,916.293;-112.681,312.769;-88.097,944.399;1,315.499,-101.51;1,463.308,-115.965;1,023.133,871.682;1,355.112,-52.055;-1,109.908,-615.596;-1,134.026,-565.584;-23.455,718.388;638.143,-1,240.48;-591.562,-1,224.464;65.655,489.915;-73.895,968.487;274.742,-185.111;-542.148,-1,243.553;415.581,-273.4;-42.853,841.811;981.766,-830.037;-42.031,960.044;957.333,840.472;518.533,-1,174.818;613.323,643.801;1,459.786,-56.266;-1,136.983,-654.422;-82.358,1,012.246;970.083,926.738;-14.454,956.366;-36.51,933.292;-137.275,398.519;-16.965,988.937;8.711,638.122;319.248,-192.108;1,386.485,-115.114;-1,078.136,-629.896;6.439,900.77;
4.942:1,416.15,-83.197;-51.326,1,009.814;1,031.784,-830.055;686.93,737.658;-78.878,351.709;-63.034,416.696;-1,094.58,-673.058;138.501,-1,012.641;280.982,-242.526;573.456,-1,187.995;649.8,-1,186.214;50.481,-1,130.53;-60.522,894.905;-1,065.344,-589.624;-43.866,917.608;-112.609,314.579;-87.13,945.931;1,317.047,-100.569;1,464.908,-115.115;1,021.324,871.766;1,356.67,-51.131;-1,108.359,-616.537;-1,133.566,-567.336;-23.798,720.167;639.826,-1,239.812;-590.66,-1,222.893;64.714,491.463;-72.337,969.411;276.112,-183.926;-541.247,-1,241.982;416.939,-272.201;-41.867,843.33;980.196,-829.134;-40.754,961.329;955.559,840.84;519.918,-1,173.65;613.198,645.608;1,460.696,-54.7;-1,135.686,-655.687;-81.055,1,013.504;970.817,928.394;-13.752,958.036;-35.202,934.547;-137.612,400.299;-15.546,990.063;8.014,639.794;320.451,-190.754;1,388.119,-114.33;-1,076.998,-631.306;7.666,902.103;
4.951:1,417.932,-82.409;-49.964,1,011.208;1,030.094,-829.086;687.575,735.82;-78.294,353.568;-62.19,418.452;-1,093.146,-674.378;140.016,-1,011.415;282.481,-241.282;575.323,-1,187.44;651.55,-1,185.358;52.082,-1,129.42;-59.288,896.413;-1,064.3,-591.27;-42.499,918.997;-112.375,316.514;-86.098,947.584;1,318.661,-99.478;1,466.582,-114.117;1,019.46,872.336;1,358.325,-50.103;-1,106.75,-617.635;-1,133.072,-569.221;-24.173,722.079;641.638,-1,239.093;-589.691,-1,221.202;63.701,493.128;-70.671,970.423;277.603,-182.671;-540.277,-1,240.292;418.399,-270.911;-40.685,844.88;978.507,-828.162;-39.384,962.715;953.651,841.236;521.408,-1,172.394;613.064,647.552;1,461.604,-52.975;-1,134.54,-657.263;-79.639,1,014.843;971.607,930.175;-12.855,959.766;-33.734,935.827;-137.974,402.214;-14.321,991.578;7.27,641.595;321.745,-189.297;1,389.972,-113.729;-1,075.775,-632.822;9.019,903.505;
