0.21:338.931,-767.727;569.154,-412.798;-126.011,-232.966;-917.158,695.538;345.686,414.527;-264.218,-193.974;754.585,-898.391;27.874,797.834;324.204,912.578;425.33,152.227;-977.261,-791.586;-646.349,-32.961;-493.237,815.048;555.979,-901.962;964.164,530.642;-101.455,-688.182;-478.303,-372.218;276.968,-17.25;-765.721,525.934;-576.72,20.808;572.719,-749.111;389.074,897.709;339.896,-710.63;441.197,937.168;48.603,444.291;507.113,-433.979;328.498,686.961;963.655,792.642;-810.309,344.523;-144.616,-678.084;670.85,572.593;-788.139,113.448;332.562,-620.601;-129.959,751.237;432.386,-36.856;363.234,170.469;147.822,-832.3;-318.194,114.886;844.623,76.515;264.075,-560.866;-912.824,66.596;-956.678,-523.964;-312.401,173.516;384.994,839.871;-712.907,-340.622;391.064,-451.185;670.54,748.234;-63.383,782.911;707.147,516.416;415.585,452.348;
0.219:340.027,-768.626;568.031,-413.664;-126.867,-231.836;-915.981,696.328;344.893,413.352;-264.22,-192.556;755.889,-897.834;26.555,798.355;325.429,911.865;423.948,151.914;-976,-792.235;-644.939,-32.811;-491.99,814.376;557.093,-901.08;965.307,529.803;-101.745,-686.794;-477.466,-371.074;277.983,-16.122;-765.339,527.299;-575.938,19.625;572.372,-747.736;390.462,897.584;339.041,-709.499;441.332,935.757;49.848,444.969;506.722,-432.616;327.508,685.946;962.428,791.932;-810.006,343.138;-143.337,-677.473;671.354,573.919;-786.991,114.28;331.355,-621.433;-130.598,752.502;431.404,-35.833;361.967,169.799;147.549,-833.691;-316.93,114.264;845.997,76.167;265.402,-560.366;-912.417,65.238;-957.331,-522.705;-313.38,172.493;386.293,839.304;-713.995,-339.713;389.914,-452.177;671.349,749.399;-64.519,782.063;707.071,517.832;415.508,450.932;
0.227:341.091,-769.5;566.899,-414.151;-127.699,-230.739;-914.838,697.095;344.123,412.211;-264.222,-191.18;757.155,-897.294;25.275,798.862;326.619,911.173;422.605,151.611;-974.777,-792.866;-643.57,-32.666;-490.778,813.723;558.173,-900.224;966.417,528.988;-102.026,-685.447;-476.653,-369.963;278.979,-15.005;-764.967,528.625;-575.179,18.477;572.036,-746.401;391.826,897.461;338.211,-708.401;441.463,934.387;51.057,445.628;506.343,-431.293;326.547,684.961;961.236,791.243;-809.713,341.793;-142.095,-676.88;671.844,575.206;-785.877,115.088;330.21,-622.223;-131.219,753.731;430.498,-34.675;360.746,169.154;147.284,-835.042;-315.698,113.658;847.332,75.829;266.69,-559.881;-911.645,64.087;-957.964,-521.483;-314.331,171.499;387.555,838.753;-715.051,-338.83;388.783,-453.155;672.134,750.53;-65.622,781.239;706.998,519.206;415.433,449.558;
0.235:342.12,-770.345;565.727,-414.655;-128.504,-229.678;-913.732,697.837;343.377,411.108;-264.224,-189.848;758.38,-896.772;24.036,799.351;327.771,910.503;421.306,151.317;-973.593,-793.476;-642.246,-32.525;-489.605,813.091;559.217,-899.397;967.49,528.2;-101.644,-684.253;-475.867,-368.888;279.954,-13.903;-764.608,529.908;-574.445,17.366;571.711,-745.11;393.15,897.342;337.408,-707.338;441.589,933.061;52.227,446.265;505.977,-430.012;325.617,684.007;960.083,790.576;-809.428,340.492;-140.893,-676.306;672.317,576.451;-784.799,115.871;329.109,-622.982;-132.015,754.639;429.658,-33.602;359.567,168.531;147.027,-836.349;-314.504,113.07;848.623,75.502;267.936,-559.411;-910.901,62.979;-958.577,-520.3;-315.251,170.536;388.775,838.22;-716.073,-337.975;387.67,-454.119;672.893,751.624;-66.689,780.442;706.927,520.536;415.361,448.228;
0.244:343.112,-771.159;564.568,-415.153;-129.279,-228.655;-912.667,698.553;342.659,410.044;-264.227,-188.565;759.561,-896.268;22.842,799.823;328.88,909.858;420.074,150.969;-972.452,-794.063;-640.97,-32.39;-488.476,812.482;560.12,-898.344;968.525,527.44;-100.804,-683.283;-475.11,-367.852;280.909,-12.815;-764.262,531.143;-573.737,16.295;571.397,-743.865;394.427,897.227;336.635,-706.314;441.711,931.783;53.354,446.879;505.623,-428.778;324.721,683.089;958.972,789.933;-809.155,339.238;-139.735,-675.753;672.773,577.651;-783.76,116.624;328.051,-623.711;-132.825,755.564;428.86,-32.582;358.432,167.931;146.78,-837.608;-313.352,112.504;849.867,75.187;269.137,-558.959;-910.185,61.912;-959.168,-519.161;-315.806,169.555;389.951,837.706;-717.057,-337.152;386.578,-455.068;673.625,752.678;-67.717,779.674;706.859,521.818;415.291,446.946;
0.252:344.063,-771.94;563.447,-415.635;-130.023,-227.674;-911.645,699.239;341.97,409.024;-264.229,-187.334;760.693,-895.786;21.698,800.276;329.944,909.239;418.89,150.635;-971.357,-794.627;-639.746,-32.26;-487.392,811.898;561.207,-897.497;969.517,526.712;-99.999,-682.353;-474.383,-366.858;281.842,-11.744;-763.93,532.329;-573.058,15.268;571.097,-742.671;395.653,897.116;335.893,-705.332;441.828,930.558;54.434,447.468;505.076,-427.831;323.861,682.207;957.907,789.317;-808.892,338.036;-138.624,-675.222;673.211,578.802;-782.764,117.347;327.037,-624.411;-133.621,756.472;428.098,-31.608;357.343,167.356;146.543,-838.816;-312.248,111.961;851.06,74.885;270.289,-558.525;-909.499,60.889;-959.735,-518.068;-316.375,168.549;391.079,837.213;-718.002,-336.363;385.508,-456.003;674.327,753.689;-68.703,778.937;706.893,523.036;415.225,445.717;
0.26:345.22,-772.547;562.372,-416.097;-130.732,-226.738;-910.67,699.894;341.313,408.051;-264.23,-186.159;761.773,-895.325;20.605,800.708;330.959,908.648;417.76,150.317;-970.313,-795.165;-638.578,-32.136;-486.358,811.34;562.084,-896.468;970.464,526.017;-99.23,-681.465;-473.69,-365.91;282.754,-10.689;-763.613,533.46;-572.41,14.289;570.81,-741.532;396.822,897.011;335.342,-704.15;441.94,929.389;55.466,448.03;504.186,-427.032;323.041,681.366;956.89,788.728;-808.641,336.888;-137.564,-674.716;673.628,579.899;-781.813,118.037;326.069,-625.078;-134.387,757.346;427.373,-30.682;356.304,166.807;146.317,-839.969;-311.194,111.442;852.199,74.597;271.55,-558.434;-908.845,59.914;-960.275,-517.026;-316.935,167.56;392.156,836.743;-718.903,-335.609;384.459,-456.922;674.997,754.654;-69.644,778.234;706.925,524.204;415.161,444.544;
0.269:346.264,-773.093;561.351,-416.536;-131.405,-225.85;-909.745,700.515;340.689,407.128;-264.232,-185.045;762.798,-894.888;19.57,801.117;331.922,908.088;416.688,150.014;-969.323,-795.675;-637.47,-32.019;-485.378,810.812;562.861,-895.556;971.362,525.358;-98.501,-680.623;-473.032,-365.011;283.643,-9.651;-763.313,534.532;-571.796,13.36;570.538,-740.452;397.932,896.911;334.784,-702.933;442.045,928.28;56.444,448.563;503.349,-426.28;322.263,680.569;955.926,788.171;-808.404,335.8;-136.559,-674.236;674.024,580.94;-780.911,118.691;325.152,-625.71;-135.117,758.179;426.686,-29.803;355.319,166.287;146.102,-841.062;-310.195,110.951;853.279,74.323;272.705,-558.352;-908.224,58.989;-960.788,-516.037;-317.473,166.608;393.176,836.297;-719.757,-334.895;383.435,-457.827;675.632,755.569;-70.537,777.568;706.956,525.314;415.101,443.432;
0.277:347.224,-773.596;560.389,-416.95;-132.039,-225.015;-908.874,701.099;340.102,406.258;-264.234,-183.996;763.763,-894.476;18.594,801.503;332.828,907.561;415.679,149.73;-968.391,-796.156;-636.427,-31.908;-484.454,810.314;563.572,-894.723;972.207,524.737;-97.814,-679.83;-472.413,-364.165;284.51,-8.633;-763.03,535.542;-571.218,12.485;570.282,-739.435;398.976,896.817;334.238,-701.721;442.145,927.236;57.365,449.065;502.564,-425.576;321.531,679.818;955.018,787.645;-808.18,334.775;-135.612,-673.784;674.397,581.921;-780.062,119.307;324.288,-626.305;-135.806,758.965;426.039,-28.977;354.392,165.797;145.9,-842.091;-309.254,110.488;854.296,74.066;273.776,-558.275;-907.64,58.118;-961.271,-515.105;-317.984,165.705;394.138,835.878;-720.562,-334.222;382.435,-458.716;676.23,756.431;-71.392,777.196;706.985,526.361;415.044,442.385;
0.285:348.111,-774.061;559.49,-417.337;-132.631,-224.234;-908.061,701.645;339.554,405.446;-264.236,-183.016;764.664,-894.092;17.683,801.863;333.675,907.068;414.736,149.464;-967.52,-796.604;-635.453,-31.805;-483.592,809.849;564.225,-893.957;972.997,524.157;-97.173,-679.089;-471.834,-363.374;285.355,-7.633;-762.766,536.486;-570.677,11.667;570.043,-738.485;399.952,896.729;333.709,-700.527;442.238,926.26;58.225,449.534;501.832,-424.918;320.847,679.117;954.17,787.155;-807.971,333.818;-134.728,-673.361;674.745,582.837;-779.269,119.882;323.482,-626.862;-136.451,759.701;425.435,-28.205;353.526,165.339;145.711,-843.052;-308.374,110.055;855.245,73.825;274.848,-558.565;-907.094,57.304;-961.722,-514.236;-318.463,164.859;395.036,835.485;-721.314,-333.593;381.461,-459.589;676.789,757.236;-72.221,776.835;707.012,527.339;414.991,441.406;
0.294:349.245,-774.655;558.324,-417.838;-133.397,-223.222;-907.007,702.353;338.844,404.395;-264.238,-181.748;765.831,-893.594;16.503,802.33;334.772,906.43;413.515,149.119;-966.392,-797.186;-634.191,-31.671;-482.475,809.247;565.058,-892.98;974.02,523.406;-96.342,-678.13;-471.085,-362.349;286.317,-6.488;-762.423,537.708;-569.977,10.609;569.733,-737.254;401.216,896.615;333.112,-699.156;442.359,924.997;59.34,450.141;500.886,-424.069;319.961,678.208;953.072,786.519;-807.7,332.578;-133.583,-672.814;675.196,584.023;-778.242,120.628;322.437,-627.582;-137.286,760.654;424.652,-27.205;352.404,164.746;145.467,-844.298;-307.236,109.495;856.476,73.514;276.134,-558.914;-906.387,56.25;-962.306,-513.109;-319.086,163.758;396.199,834.978;-722.287,-332.78;380.351,-460.592;677.513,758.278;-73.344,776.346;707.047,528.607;414.922,440.139;
0.302:350.718,-775.434;556.799,-418.494;-134.4,-221.899;-905.628,703.278;337.914,403.018;-264.24,-180.087;767.359,-892.943;14.958,802.94;336.208,905.595;411.916,148.668;-964.915,-797.946;-632.539,-31.821;-481.013,808.459;566.136,-891.716;975.359,522.423;-95.255,-676.874;-470.105,-361.009;287.387,-5.207;-761.975,539.307;-569.061,9.223;569.327,-735.644;402.87,896.466;332.452,-697.624;442.516,923.344;60.798,450.936;499.65,-422.96;318.801,677.019;951.634,785.688;-807.346,330.956;-132.085,-672.099;675.787,585.575;-776.898,121.603;321.069,-628.525;-138.621,761.635;423.629,-25.897;350.935,163.97;145.147,-845.927;-305.745,108.762;858.086,73.106;277.738,-559.349;-905.461,54.871;-963.07,-511.634;-319.904,162.312;397.721,834.313;-723.562,-331.714;379.118,-461.716;678.46,759.642;-74.866,775.683;707.093,530.268;414.832,438.481;
0.31:352.189,-776.215;555.268,-419.152;-135.407,-220.571;-904.245,704.207;336.982,401.637;-264.243,-178.42;768.892,-892.289;13.409,803.553;337.715,904.884;410.313,148.216;-963.434,-798.709;-630.88,-31.972;-479.546,807.668;567.217,-890.448;976.702,521.437;-94.165,-675.615;-469.121,-359.664;288.451,-3.925;-761.526,540.912;-568.142,7.833;568.92,-734.028;404.53,896.316;331.803,-696.089;442.675,921.685;62.261,451.733;498.41,-421.846;317.638,675.826;950.192,784.853;-806.991,329.328;-130.581,-671.38;676.379,587.133;-775.549,122.581;319.508,-629.106;-139.964,762.621;422.602,-24.585;349.462,163.192;144.826,-847.562;-304.25,108.027;859.701,72.697;279.347,-559.784;-904.533,53.487;-963.837,-510.155;-320.343,160.705;399.248,833.646;-724.84,-330.645;377.893,-462.845;679.41,761.011;-76.394,775.018;707.14,531.933;414.741,436.817;
0.319:353.661,-776.997;553.636,-419.489;-136.414,-219.243;-902.861,705.136;336.049,400.256;-264.246,-176.754;770.425,-891.635;11.859,804.166;339.158,904.051;408.709,147.764;-961.953,-799.473;-629.22,-32.123;-478.079,806.878;568.298,-889.179;978.046,520.451;-93.074,-674.355;-468.138,-358.319;289.511,-2.639;-761.076,542.516;-567.223,6.443;568.513,-732.412;406.19,896.167;331.164,-694.55;442.833,920.026;63.725,452.53;497.17,-420.733;316.474,674.633;948.749,784.019;-806.635,327.699;-129.276,-670.344;676.972,588.69;-774.2,123.56;317.946,-629.687;-141.307,763.608;421.575,-23.273;347.988,162.414;144.505,-849.198;-302.755,107.291;861.317,72.288;280.873,-560.453;-903.604,52.103;-964.604,-508.676;-320.782,159.098;400.775,832.979;-726.118,-329.576;376.675,-463.983;680.36,762.38;-77.922,774.353;707.186,533.599;414.651,435.153;
0.327:355.134,-777.776;552.004,-419.826;-137.421,-217.915;-901.477,706.065;335.116,398.875;-264.249,-175.087;771.958,-890.982;10.309,804.779;340.668,903.344;407.105,147.311;-960.471,-800.236;-627.561,-32.275;-476.612,806.087;569.379,-887.911;979.389,519.465;-91.983,-673.095;-467.154,-356.973;290.566,-1.349;-760.627,544.121;-566.304,5.053;568.106,-730.796;407.849,896.017;330.535,-693.006;442.991,918.367;65.188,453.328;495.93,-419.62;315.31,673.44;947.307,783.184;-806.28,326.071;-128.209,-669.064;677.564,590.248;-772.851,124.539;316.384,-630.268;-142.65,764.594;420.548,-21.96;346.515,161.635;144.183,-850.833;-301.259,106.555;862.932,71.879;282.276,-561.353;-902.676,50.719;-965.371,-507.196;-321.222,157.49;402.302,832.312;-727.397,-328.507;375.465,-465.129;681.311,763.749;-79.45,773.688;707.232,535.265;414.56,433.489;
0.335:356.609,-778.553;550.371,-420.163;-138.427,-216.587;-900.094,706.994;334.183,397.494;-264.251,-173.421;773.491,-890.328;8.759,805.391;342.021,902.372;405.501,146.859;-958.989,-800.999;-625.901,-32.426;-475.145,805.296;570.46,-886.643;980.732,518.479;-90.892,-671.835;-466.17,-355.628;291.616,-0.055;-760.177,545.726;-565.385,3.663;567.699,-729.18;409.509,895.868;330.291,-691.358;443.15,916.708;66.651,454.125;494.69,-418.506;314.147,672.247;945.864,782.349;-805.924,324.443;-127.142,-667.784;678.156,591.806;-771.502,125.517;314.822,-630.849;-143.994,765.581;419.521,-20.647;345.041,160.856;143.862,-852.468;-299.764,105.82;864.548,71.47;283.679,-562.252;-901.747,49.335;-966.138,-505.716;-321.661,155.882;403.618,831.289;-728.676,-327.438;374.256,-466.276;682.261,765.118;-80.978,773.023;707.278,536.931;414.47,431.825;
0.344:358.086,-779.324;548.739,-420.5;-139.434,-215.259;-898.71,707.923;333.251,396.113;-264.254,-171.754;775.024,-889.674;7.209,806.004;343.375,901.399;403.897,146.407;-957.508,-801.763;-624.241,-32.577;-473.678,804.505;571.541,-885.374;982.076,517.492;-89.801,-670.575;-465.186,-354.283;292.66,1.244;-759.728,547.331;-564.247,2.445;567.292,-727.563;411.169,895.718;330.048,-689.709;443.308,915.049;68.115,454.923;493.45,-417.393;312.983,671.054;944.421,781.515;-805.568,322.815;-126.075,-666.504;678.749,593.364;-770.154,126.496;313.26,-631.43;-145.337,766.568;418.494,-19.335;343.568,160.078;143.541,-854.104;-298.268,105.084;866.163,71.061;285.082,-563.152;-900.819,47.951;-966.905,-504.237;-322.1,154.275;404.933,830.265;-729.954,-326.369;373.046,-467.422;683.212,766.487;-82.506,772.358;707.324,538.597;414.38,430.16;
0.353:359.616,-780.115;547.053,-420.848;-140.474,-213.887;-897.281,708.883;332.287,394.686;-264.257,-170.032;776.607,-888.999;5.608,806.637;344.773,900.395;402.261,145.87;-955.977,-802.551;-622.527,-32.733;-472.162,803.689;572.658,-884.064;983.464,516.473;-88.674,-669.273;-464.17,-352.893;293.732,2.591;-759.264,548.989;-563.072,1.187;566.872,-725.894;412.884,895.564;329.796,-688.006;443.471,913.335;69.627,455.746;492.169,-416.243;311.781,669.822;942.931,780.653;-805.201,321.133;-124.973,-665.181;679.361,594.973;-768.76,127.507;311.646,-632.03;-146.724,767.587;417.433,-17.979;342.045,159.274;143.21,-855.793;-296.724,104.324;867.832,70.638;286.531,-564.081;-899.86,46.522;-967.698,-502.709;-322.554,152.614;406.292,829.208;-731.275,-325.265;371.797,-468.607;684.193,767.901;-84.085,771.671;707.372,540.318;414.286,428.441;
0.361:361.153,-780.909;545.359,-421.198;-141.52,-212.508;-895.844,709.847;331.319,393.252;-264.26,-168.302;778.199,-888.32;3.999,807.273;346.178,899.385;400.617,145.331;-954.439,-803.344;-620.803,-32.89;-470.639,802.868;573.781,-882.747;984.859,515.449;-87.542,-667.965;-463.149,-351.496;294.803,3.95;-758.797,550.655;-561.891,-0.078;566.449,-724.216;414.607,895.408;329.543,-686.294;444.391,911.869;71.146,456.574;490.881,-415.087;310.573,668.583;941.434,779.786;-804.832,319.442;-123.865,-663.852;679.976,596.59;-767.359,128.523;310.024,-632.634;-148.119,768.611;416.366,-16.617;340.515,158.465;142.876,-857.491;-295.171,103.56;869.51,70.213;287.988,-565.015;-898.896,45.085;-968.494,-501.172;-322.618,150.885;407.658,828.146;-732.602,-324.155;370.541,-469.797;685.18,769.323;-85.773,771.292;707.535,542.041;414.192,426.714;
0.369:362.633,-781.675;543.726,-421.534;-142.526,-211.18;-894.46,710.776;330.386,391.871;-264.262,-166.636;779.732,-887.666;2.449,807.886;347.532,898.413;399.033,144.811;-952.958,-804.107;-619.144,-33.041;-469.172,802.077;574.862,-881.479;986.202,514.463;-86.451,-666.705;-462.165,-350.151;295.828,5.264;-758.347,552.26;-560.753,-1.296;566.042,-722.6;416.267,895.259;329.3,-684.645;445.725,910.87;72.609,457.372;489.641,-413.973;309.409,667.39;939.991,778.951;-804.483,317.813;-122.798,-662.571;680.568,598.148;-766.01,129.502;308.637,-633.557;-149.462,769.598;415.339,-15.304;339.042,157.687;142.555,-859.126;-293.675,102.825;871.125,69.804;289.391,-565.915;-897.967,43.701;-969.261,-499.693;-322.679,149.219;408.973,827.122;-733.881,-323.086;369.332,-470.944;686.131,770.692;-87.399,770.927;707.692,543.7;414.102,425.05;
0.379:364.114,-782.44;542.06,-421.585;-143.533,-209.851;-893.077,711.705;329.453,390.49;-264.265,-164.969;781.265,-887.012;0.899,808.499;348.885,897.44;397.449,144.292;-951.476,-804.87;-617.484,-33.192;-467.705,801.286;575.943,-880.211;987.545,513.477;-85.36,-665.445;-461.181,-348.806;296.801,6.618;-757.898,553.865;-559.615,-2.513;565.635,-720.984;417.832,894.686;329.056,-682.997;447.244,910.183;74.073,458.169;488.401,-412.86;308.246,666.197;938.548,778.117;-804.138,316.182;-121.731,-661.291;681.161,599.706;-764.661,130.481;307.249,-634.48;-150.805,770.585;414.312,-13.991;337.568,156.908;142.234,-860.762;-292.18,102.089;872.741,69.395;290.794,-566.814;-897.039,42.317;-970.028,-498.213;-322.739,147.554;410.288,826.099;-735.159,-322.017;368.122,-472.09;687.081,772.061;-89.025,770.561;707.848,545.359;414.012,423.385;
