5.817:-41.346,-843.075;-102.791,-758.735;-74.941,-781.326;-689.001,1,266.537;834.775,388.258;-172.017,-804.03;845.919,-478.415;-589.379,1,229.926;919.88,859.119;860.855,444.782;13.477,-1,212.309;-198.034,-764.686;-632.615,1,185.438;-5.23,-823.117;885.975,-282.644;-35.348,-793.787;-229.878,-820.87;970.052,403.998;-701.058,1,217.849;-143.92,-772.689;-82.098,-812.957;972.512,863.751;-73.437,-884.626;1,024.95,864.731;879.907,510.71;-116.022,-788.014;905.831,573.335;1,036.339,832.343;180.677,109.986;-42.245,-764.954;915.34,815.15;320.618,154.772;-187.495,-857.514;-664.863,1,211.211;915.693,438.992;731.907,354.376;260.653,-832.213;-147.58,-832.212;896.152,-329.96;-109.052,-832.244;-1,232.151,414.168;-1,181.422,472.205;-138.981,-727.85;960.843,827.927;-1,224.719,507.885;-122.752,-869.679;995.92,896.738;-636.947,1,255.592;1,003.359,826.254;892.23,391.417;
5.827:-41.784,-844.775;-103.361,-760.396;-74.896,-783.081;-689.919,1,265.04;836.257,389.199;-171.656,-805.748;844.168,-478.533;-590.116,1,228.332;920.467,860.773;862.35,445.702;14.917,-1,211.306;-197.627,-766.394;-633.406,1,183.871;-5.573,-824.838;884.266,-282.243;-36.108,-795.37;-230.655,-822.444;971.634,404.759;-702.084,1,216.425;-143.851,-774.443;-83.329,-814.208;973.193,865.368;-74.463,-886.05;1,023.572,865.818;881.493,511.462;-115.845,-789.76;907.111,574.538;1,035.76,834;182.429,110.095;-42.802,-766.619;915.795,816.845;322.373,154.798;-188.276,-859.087;-665.795,1,209.724;917.237,439.828;733.504,355.106;261.087,-830.512;-148.125,-833.88;894.885,-331.176;-108.54,-833.923;-1,231.507,415.802;-1,180.418,473.645;-138.949,-729.606;961.152,829.655;-1,223.714,509.325;-123.814,-871.077;995.869,898.492;-637.743,1,254.027;1,003.453,828.007;893.756,392.286;
5.836:-42.623,-846.49;-103.825,-762.247;-75.13,-784.976;-690.917,1,263.413;837.869,390.221;-171.343,-807.632;842.263,-478.662;-590.908,1,226.595;921.106,862.572;863.977,446.701;16.484,-1,210.214;-197.144,-768.241;-634.265,1,182.166;-6.04,-826.69;882.408,-281.806;-37.422,-796.755;-231.5,-824.156;973.354,405.588;-703.201,1,214.876;-143.715,-776.347;-84.797,-815.429;973.766,867.19;-75.592,-887.59;1,022.329,867.267;883.219,512.279;-116.183,-791.639;908.502,575.845;1,035.205,835.827;184.335,110.214;-43.721,-768.292;916.586,818.583;324.282,154.826;-189.125,-860.797;-666.759,1,208.076;918.915,440.738;735.239,355.901;261.558,-828.661;-148.069,-835.789;893.511,-332.502;-107.983,-835.749;-1,230.807,417.578;-1,179.325,475.21;-139.416,-731.457;961.173,831.564;-1,222.622,510.891;-124.969,-872.598;995.814,900.401;-638.636,1,252.339;1,003.111,829.886;895.415,393.23;
5.845:-43.351,-848.111;-104.404,-763.927;-75.226,-786.75;-691.846,1,261.898;839.372,391.17;-171.104,-809.393;840.49,-478.781;-591.644,1,224.977;921.701,864.246;865.491,447.632;17.942,-1,209.198;-196.69,-769.959;-635.052,1,180.573;-6.589,-828.38;880.678,-281.4;-38.577,-798.106;-232.277,-825.754;974.955,406.359;-704.24,1,213.434;-143.674,-778.124;-86.031,-816.707;974.067,868.941;-76.62,-889.04;1,021.221,868.657;884.825,513.04;-116.608,-793.365;909.797,577.062;1,034.604,837.499;186.109,110.324;-44.87,-769.647;917.156,820.266;326.059,154.853;-189.916,-862.388;-667.368,1,206.406;920.478,441.585;736.855,356.642;261.997,-826.939;-148.787,-837.414;892.235,-333.738;-107.464,-837.449;-1,230.156,419.231;-1,178.308,476.668;-139.515,-733.231;961.257,833.339;-1,221.605,512.348;-126.044,-874.013;995.762,902.177;-639.486,1,250.779;1,003.013,831.66;896.96,394.109;
5.854:-43.86,-849.842;-104.913,-765.658;-75.307,-788.552;-692.789,1,260.36;840.899,392.131;-171.024,-811.195;838.69,-478.902;-592.392,1,223.336;922.305,865.947;867.028,448.577;19.422,-1,208.167;-196.266,-771.713;-635.778,1,178.921;-7.198,-830.078;878.922,-280.987;-39.573,-799.609;-233.069,-827.375;976.58,407.142;-705.295,1,211.971;-142.9,-779.753;-87.285,-818.005;974.111,870.745;-77.676,-890.502;1,020.502,870.311;886.455,513.812;-116.983,-795.13;911.112,578.297;1,034.31,839.279;187.909,110.436;-46.155,-770.914;917.515,822.034;327.863,154.88;-190.718,-864.004;-668.33,1,204.88;922.064,442.444;738.494,357.395;262.443,-825.191;-149.407,-839.109;890.732,-334.737;-106.99,-839.19;-1,229.495,420.91;-1,177.276,478.147;-139.453,-735.034;961.167,835.141;-1,220.572,513.828;-127.135,-875.449;995.71,903.981;-640.366,1,249.204;1,002.17,833.255;898.528,395.001;
5.864:-44.356,-851.635;-105.722,-767.333;-75.354,-790.412;-693.762,1,258.775;842.474,393.12;-170.689,-813.024;836.834,-479.027;-593.17,1,221.646;923.338,867.493;868.612,449.551;20.948,-1,207.104;-195.767,-773.504;-636.911,1,177.447;-7.844,-831.822;877.111,-280.562;-40.352,-801.299;-233.887,-829.046;978.256,407.949;-706.383,1,210.462;-141.647,-781.128;-88.584,-819.336;974.567,872.548;-78.777,-892.001;1,019.942,872.085;888.136,514.608;-117.921,-796.736;912.467,579.57;1,034.135,841.131;189.766,110.552;-47.356,-772.334;918.267,823.736;329.723,154.907;-191.545,-865.67;-669.273,1,203.277;923.699,443.33;740.183,358.173;262.902,-823.389;-149.395,-840.969;889.183,-335.766;-106.545,-840.996;-1,228.814,422.64;-1,176.212,479.673;-140.029,-736.802;960.975,836.991;-1,219.508,515.353;-128.26,-876.931;995.656,905.84;-641.248,1,247.567;1,001.056,834.744;900.144,395.921;
5.874:-44.881,-853.663;-106.422,-769.308;-75.352,-792.507;-694.857,1,256.989;844.25,394.231;-170.456,-815.106;834.744,-479.168;-594.084,1,219.761;924.315,869.347;870.397,450.648;22.667,-1,205.906;-195.084,-775.485;-637.794,1,175.546;-8.213,-833.884;875.071,-280.083;-41.273,-803.18;-234.811,-830.926;980.143,408.859;-707.608,1,208.763;-141.066,-783.141;-90.018,-820.863;974.536,874.643;-80.029,-893.681;1,019.311,874.083;890.03,515.505;-118.375,-798.781;913.994,581.005;1,033.729,843.187;191.857,110.682;-48.822,-773.831;918.865,825.743;331.818,154.938;-192.477,-867.546;-669.995,1,201.31;925.541,444.329;742.086,359.05;263.419,-821.359;-150.285,-842.866;887.438,-336.925;-106.081,-843.039;-1,228.046,424.59;-1,175.013,481.391;-140.817,-738.744;960.934,839.086;-1,218.309,517.071;-129.527,-878.599;995.595,907.934;-642.263,1,245.733;999.981,836.543;901.965,396.958;
5.883:-45.68,-855.432;-106.942,-771.178;-75.366,-794.448;-695.872,1,255.334;845.897,395.258;-170.398,-817.047;832.807,-479.299;-594.925,1,218.012;924.71,871.247;872.051,451.664;24.26,-1,204.796;-194.191,-777.208;-639.01,1,174.033;-8.655,-835.775;873.181,-279.639;-42.544,-804.648;-235.668,-832.668;981.892,409.701;-708.744,1,207.188;-141.131,-785.081;-91.49,-822.129;974.494,876.583;-81.198,-895.231;1,018.721,875.932;891.729,516.443;-119.378,-800.443;915.409,582.334;1,033.383,845.097;193.794,110.802;-49.931,-775.424;919.647,827.52;333.759,154.967;-193.341,-869.285;-671.121,1,199.729;927.248,445.254;743.848,359.864;263.899,-819.478;-151.225,-844.564;885.821,-337.999;-105.273,-844.804;-1,227.251,426.361;-1,173.902,482.983;-141.789,-740.424;960.671,841.009;-1,217.199,518.663;-130.378,-880.344;995.539,909.874;-643.232,1,244.051;999.387,838.391;903.652,397.918;
5.893:-46.144,-857.145;-107.885,-772.682;-75.55,-796.213;-696.8,1,253.821;847.404,396.196;-170.212,-818.812;831.036,-479.418;-595.694,1,216.412;924.913,873.01;873.563,452.594;25.716,-1,203.782;-193.675,-778.907;-639.812,1,172.45;-9.147,-837.48;871.454,-279.234;-43.319,-806.244;-236.442,-834.265;983.491,410.471;-709.782,1,205.749;-140.687,-786.799;-92.789,-823.339;974.438,878.357;-82.073,-896.775;1,018.174,877.621;893.446,516.894;-119.763,-802.176;916.703,583.55;1,033.123,846.852;195.566,110.913;-51.019,-776.827;920.144,829.224;335.533,154.994;-194.13,-870.875;-672.096,1,198.246;928.808,446.099;745.459,360.609;264.337,-817.758;-151.934,-846.191;884.342,-338.981;-104.621,-846.455;-1,226.524,427.98;-1,172.887,484.439;-142.657,-741.972;960.564,842.78;-1,216.183,520.119;-131.181,-881.927;995.487,911.648;-644.048,1,242.475;998.444,839.894;905.254,398.681;
5.902:-46.651,-859.02;-108.825,-774.381;-75.692,-798.15;-697.815,1,252.166;849.054,397.219;-169.993,-820.741;829.099,-479.549;-596.522,1,214.656;925.078,874.945;875.217,453.61;27.309,-1,202.672;-192.756,-780.617;-640.694,1,170.72;-9.715,-839.337;869.563,-278.79;-44.584,-807.718;-237.293,-836.01;985.24,411.314;-710.917,1,204.174;-140.905,-788.729;-94.249,-824.618;974.362,880.298;-83.022,-898.469;1,017.669,879.495;895.292,517.496;-120.728,-803.861;918.118,584.879;1,032.955,848.787;197.503,111.033;-52.338,-778.252;920.431,831.144;337.475,155.023;-194.994,-872.614;-673.11,1,196.59;930.515,447.024;747.221,361.425;264.817,-815.876;-152.776,-847.941;882.725,-340.056;-104.22,-848.354;-1,225.729,429.752;-1,171.776,486.031;-143.47,-743.736;960.196,844.687;-1,215.072,521.711;-132.082,-883.646;995.431,913.589;-644.965,1,240.764;997.79,841.723;906.993,399.546;
5.911:-47.121,-860.755;-109.776,-775.907;-75.845,-799.942;-698.755,1,250.633;850.584,398.165;-169.778,-822.527;827.305,-479.669;-597.284,1,213.027;925.2,876.739;875.97,455.243;28.785,-1,201.644;-192.108,-782.295;-641.505,1,169.115;-10.315,-841.032;867.813,-278.378;-45.383,-809.329;-238.083,-837.626;986.86,412.095;-711.969,1,202.715;-141.402,-790.457;-95.469,-825.939;974.291,882.094;-83.896,-900.041;1,017.588,881.292;897.001,518.054;-121.213,-805.592;919.428,586.111;1,032.725,850.57;199.298,111.145;-53.573,-779.558;921.065,832.827;339.273,155.049;-195.794,-874.224;-674.004,1,195.03;932.096,447.881;748.852,362.182;265.261,-814.134;-153.429,-849.616;881.227,-341.051;-103.447,-849.978;-1,224.993,431.392;-1,170.747,487.506;-144.045,-745.439;959.944,846.467;-1,214.043,523.186;-132.925,-885.235;995.379,915.387;-645.833,1,239.189;996.819,843.236;908.485,400.55;
5.92:-47.605,-862.546;-110.688,-777.522;-75.904,-801.795;-699.725,1,249.052;852.162,399.138;-169.504,-824.361;825.454,-479.794;-598.073,1,211.349;925.325,878.589;876.323,457.064;30.306,-1,200.583;-191.733,-784.111;-642.326,1,167.452;-11.008,-842.752;866.007,-277.954;-46.421,-810.866;-238.899,-839.291;988.531,412.899;-713.054,1,201.211;-141.947,-792.23;-96.557,-827.441;974.241,883.948;-84.796,-901.662;1,017.737,883.14;898.764,518.629;-121.981,-807.28;920.78,587.38;1,031.595,852.041;201.149,111.26;-54.626,-781.085;921.508,834.628;341.127,155.077;-196.618,-875.885;-674.626,1,193.282;933.727,448.765;750.534,362.964;265.719,-812.337;-153.411,-851.47;879.683,-342.077;-102.592,-851.624;-1,224.234,433.084;-1,169.686,489.026;-144.749,-747.155;959.681,848.303;-1,212.982,524.707;-133.763,-886.889;995.325,917.24;-646.743,1,237.573;996.181,844.977;910.108,401.446;
5.931:-48.093,-864.349;-111.551,-779.178;-76.14,-803.648;-700.702,1,247.46;853.754,400.117;-169.729,-826.215;823.591,-479.92;-598.87,1,209.659;925.451,880.453;876.205,458.928;31.839,-1,199.516;-191.586,-785.973;-643.076,1,165.741;-11.806,-844.441;864.189,-277.527;-47.201,-812.563;-239.724,-840.967;990.214,413.71;-714.146,1,199.696;-142.686,-793.945;-97.639,-828.963;974.16,885.815;-85.695,-903.3;1,018.203,884.95;900.54,519.209;-122.411,-809.098;922.141,588.659;1,030.641,853.647;203.014,111.376;-55.864,-782.484;921.717,836.484;342.995,155.105;-197.449,-877.558;-675.612,1,191.696;935.369,449.655;752.228,363.752;266.18,-810.527;-154.229,-853.15;878.127,-343.11;-101.592,-853.201;-1,223.469,434.789;-1,168.617,490.559;-145.763,-748.724;959.428,850.154;-1,211.913,526.239;-134.632,-888.543;995.271,919.108;-647.655,1,235.943;995.154,846.537;911.53,402.658;
5.94:-48.643,-866.38;-112.625,-780.989;-76.256,-805.75;-701.802,1,245.665;855.548,401.218;-170.002,-828.302;821.491,-480.061;-599.768,1,207.756;925.593,882.553;876.057,461.028;33.566,-1,198.312;-191.627,-788.077;-644.357,1,164.071;-12.696,-846.348;862.14,-277.046;-48.265,-814.379;-240.654,-842.855;992.11,414.624;-715.377,1,197.988;-143.384,-795.931;-98.832,-830.698;974.083,887.918;-86.706,-905.146;1,017.374,886.884;902.541,519.862;-123.019,-811.113;923.675,590.101;1,029.814,855.583;205.114,111.507;-57.132,-784.164;921.955,838.576;345.1,155.136;-198.385,-879.444;-676.671,1,189.877;937.22,450.658;754.135,364.641;266.7,-808.487;-155.249,-854.991;876.373,-344.275;-100.264,-854.835;-1,222.608,436.709;-1,167.412,492.285;-146.495,-750.698;959.113,852.235;-1,210.709,527.965;-135.635,-890.393;995.209,921.212;-648.651,1,234.089;994.08,848.348;913.312,403.777;
5.95:-49.508,-868.053;-113.63,-782.581;-76.548,-807.61;-702.787,1,244.06;857.154,402.2;-170.381,-830.147;819.612,-480.188;-600.604,1,206.068;925.721,884.432;875.915,462.906;35.111,-1,197.236;-191.667,-789.96;-645.147,1,162.361;-13.496,-848.053;860.306,-276.616;-49.076,-816.079;-241.476,-844.55;993.807,415.441;-716.479,1,196.461;-143.829,-797.761;-99.372,-832.502;973.959,889.797;-87.613,-906.796;1,015.844,887.982;904.331,520.446;-123.543,-812.922;925.048,591.39;1,029.198,857.362;206.994,111.624;-58.406,-785.551;922.18,840.445;346.983,155.164;-199.223,-881.13;-677.312,1,188.106;938.875,451.555;755.842,365.438;267.165,-806.662;-156.102,-856.67;874.805,-345.317;-99.306,-856.456;-1,221.837,438.427;-1,166.335,493.829;-147.368,-752.366;958.704,854.073;-1,209.631,529.51;-136.483,-892.075;995.155,923.094;-649.561,1,232.44;993.454,850.124;914.929,404.743;
5.96:-50.161,-869.821;-114.24,-784.364;-76.826,-809.474;-703.772,1,242.454;858.762,403.182;-170.813,-831.981;817.732,-480.314;-601.43,1,204.375;925.848,886.312;875.637,464.769;36.657,-1,196.159;-191.779,-791.841;-646.325,1,160.891;-14.307,-849.754;858.472,-276.185;-50.047,-817.693;-242.301,-846.243;995.504,416.259;-717.581,1,194.932;-144.205,-799.607;-99.935,-834.3;973.739,891.668;-88.514,-908.451;1,014.729,889.501;906.123,521.031;-124.178,-814.696;926.203,592.878;1,028.417,859.077;208.874,111.741;-59.446,-787.122;922.455,842.309;348.867,155.192;-200.061,-882.818;-678.399,1,186.567;940.532,452.453;757.548,366.236;267.631,-804.836;-156.923,-858.365;873.235,-346.36;-99.036,-858.321;-1,221.065,440.146;-1,165.257,495.374;-148.135,-754.087;958.262,855.905;-1,208.553,531.055;-137.357,-893.744;993.743,924.342;-650.501,1,230.807;992.522,851.762;916.456,405.848;
5.97:-51.167,-871.605;-114.924,-786.295;-77.009,-811.514;-704.843,1,240.708;860.512,404.247;-171.226,-833.988;815.688,-480.452;-602.328,1,202.533;925.986,888.356;875.356,466.798;38.338,-1,194.988;-192.069,-793.869;-647.246,1,159.061;-15.059,-851.66;856.478,-275.716;-50.551,-819.679;-243.202,-848.084;997.35,417.148;-718.779,1,193.271;-144.542,-801.628;-100.613,-836.233;973.474,893.7;-89.889,-909.969;1,013.74,891.295;908.07,521.666;-124.765,-816.659;927.81,594.149;1,027.479,860.898;210.919,111.868;-60.641,-788.786;922.494,844.358;350.915,155.223;-200.972,-884.653;-679.521,1,184.853;942.333,453.429;759.404,367.105;268.137,-802.851;-158.213,-859.957;871.529,-347.493;-99.159,-860.366;-1,220.226,442.015;-1,164.084,497.055;-148.809,-756.021;958.315,857.953;-1,207.381,532.735;-138.374,-895.523;992.4,925.888;-651.439,1,228.985;991.583,853.583;918.146,407.005;
5.979:-51.999,-873.38;-115.577,-788.143;-77.283,-813.455;-705.868,1,239.037;862.065,405.443;-171.728,-835.882;813.733,-480.584;-603.169,1,200.764;926.119,890.311;875.1,468.741;39.946,-1,193.867;-191.981,-795.827;-648.134,1,157.314;-15.892,-853.433;854.57,-275.268;-50.614,-821.638;-244.065,-849.843;999.116,417.998;-719.925,1,191.681;-144.984,-803.537;-101.342,-838.052;972.734,895.514;-91.526,-911.046;1,012.753,892.988;909.933,522.274;-125.449,-818.495;929.348,595.364;1,026.517,862.605;212.875,111.99;-61.905,-790.284;922.514,846.317;352.874,155.252;-201.844,-886.408;-680.542,1,183.18;944.056,454.363;761.178,367.937;268.621,-800.952;-158.781,-861.833;869.896,-348.578;-99.613,-862.272;-1,219.358,443.772;-1,162.963,498.662;-149.417,-757.884;958.044,859.894;-1,206.259,534.342;-139.284,-897.258;990.787,927.002;-652.362,1,227.257;990.748,855.355;919.786,408.078;
5.988:-52.829,-874.997;-116.208,-789.847;-77.272,-815.272;-706.818,1,237.488;863.505,406.553;-172.471,-837.54;811.919,-480.706;-603.955,1,199.124;926.242,892.125;874.867,470.544;41.437,-1,192.828;-192.018,-797.644;-648.951,1,155.691;-16.52,-855.139;852.8,-274.853;-50.896,-823.433;-244.856,-851.479;1,000.753,418.787;-720.988,1,190.207;-145.348,-805.318;-102.291,-839.603;971.716,897.02;-92.985,-912.131;1,011.69,894.463;911.661,522.838;-125.794,-820.28;930.774,596.492;1,025.609,864.18;214.689,112.103;-62.95,-791.771;922.355,848.128;354.692,155.279;-202.652,-888.036;-681.447,1,181.604;945.654,455.229;762.823,368.71;269.07,-799.191;-159.004,-863.637;868.382,-349.584;-100.346,-863.935;-1,218.552,445.401;-1,161.923,500.152;-149.95,-759.622;957.808,861.696;-1,205.219,535.833;-140.156,-898.853;989.614,928.391;-653.237,1,225.664;989.907,856.967;921.226,409.187;
5.997:-53.663,-876.67;-116.838,-791.607;-77.415,-817.136;-707.795,1,235.894;864.985,407.694;-173.171,-839.274;810.054,-480.832;-604.763,1,197.438;926.368,893.99;874.629,472.398;42.971,-1,191.76;-192.137,-799.509;-649.777,1,154.014;-17.341,-856.819;850.981,-274.425;-51.151,-825.285;-245.673,-853.161;1,002.437,419.598;-722.081,1,188.69;-145.671,-807.159;-103.262,-841.2;970.456,898.401;-94.37,-913.386;1,010.715,896.058;913.438,523.418;-125.951,-822.143;932.24,597.651;1,024.843,865.885;216.555,112.219;-64.053,-793.28;922.028,849.968;356.561,155.307;-203.484,-889.71;-682.073,1,179.842;947.298,456.119;764.515,369.506;269.531,-797.379;-159.341,-865.475;866.825,-350.618;-101.1,-865.646;-1,217.724,447.077;-1,160.853,501.685;-150.573,-761.385;957.569,863.55;-1,204.15,537.366;-140.984,-900.529;988.408,929.818;-654.152,1,224.034;989.078,858.642;922.66,410.386;
6.007:-54.491,-878.3;-117.432,-793.337;-77.771,-818.93;-708.751,1,234.336;866.434,408.81;-173.68,-841.03;808.229,-480.954;-605.554,1,195.79;926.491,895.814;874.514,474.223;44.471,-1,190.714;-192.292,-801.331;-650.51,1,152.339;-18.061,-858.5;849.201,-274.007;-51.302,-827.107;-246.463,-854.809;1,004.085,420.392;-723.15,1,187.207;-146.251,-808.893;-104.381,-842.646;969.276,899.798;-95.422,-914.882;1,009.716,897.589;915.177,523.985;-126.626,-823.842;933.674,598.785;1,024.015,867.515;218.38,112.332;-64.976,-794.858;921.641,851.755;358.389,155.334;-204.297,-891.348;-683.038,1,178.289;948.905,456.991;766.169,370.285;269.983,-795.608;-159.525,-867.295;865.302,-351.63;-101.912,-867.284;-1,216.913,448.716;-1,159.807,503.185;-151.149,-763.12;957.339,865.364;-1,203.103,538.865;-141.807,-902.162;987.227,931.215;-655.044,1,222.437;988.296,860.295;924.022,411.606;
6.016:-55.406,-880;-118.246,-795.087;-78.018,-820.844;-709.761,1,232.69;867.727,410.243;-174.438,-842.805;806.303,-481.084;-606.382,1,194.046;926.429,897.744;874.097,476.108;46.055,-1,189.611;-192.499,-803.251;-651.685,1,150.806;-18.727,-860.311;847.321,-273.566;-51.736,-828.989;-247.303,-856.548;1,005.824,421.23;-724.279,1,185.641;-147.081,-810.636;-105.649,-844.101;967.841,901.09;-96.479,-916.497;1,008.768,899.271;917.012,524.584;-126.94,-825.747;935.43,599.589;1,023.091,869.21;220.307,112.452;-66.17,-796.376;921.149,853.622;360.32,155.362;-205.156,-893.077;-684.01,1,176.622;950.602,457.91;767.915,371.109;270.46,-793.737;-159.855,-869.197;863.694,-352.698;-102.66,-869.064;-1,216.058,450.447;-1,158.703,504.768;-151.762,-764.951;956.922,867.249;-1,201.999,540.449;-142.691,-903.878;985.981,932.69;-655.955,1,220.735;987.275,861.933;925.625,412.682;
6.026:-56.292,-881.666;-119.031,-796.804;-77.974,-822.731;-710.747,1,231.081;869.059,411.58;-175.126,-844.563;804.421,-481.211;-607.228,1,192.359;926.176,899.614;873.528,477.907;47.604,-1,188.532;-192.746,-805.122;-652.476,1,149.093;-19.563,-862.003;845.484,-273.135;-52.056,-830.848;-248.115,-858.251;1,007.524,422.049;-725.383,1,184.111;-147.333,-812.506;-106.792,-845.603;966.484,902.4;-97.47,-918.103;1,007.94,900.966;918.806,525.169;-127.133,-827.624;937.145,600.375;1,022.14,870.841;222.19,112.57;-67.093,-798.022;920.685,855.451;362.207,155.391;-205.995,-894.767;-684.921,1,174.969;952.262,458.809;769.621,371.915;270.926,-791.908;-160.202,-871.052;862.122,-353.742;-103.392,-870.803;-1,215.221,452.138;-1,157.623,506.316;-152.33,-766.75;956.409,869.065;-1,200.919,541.996;-143.566,-905.55;984.763,934.131;-656.865,1,219.082;986.438,863.625;927.094,413.866;
6.036:-57.216,-883.446;-119.844,-798.637;-78.056,-824.735;-711.796,1,229.372;870.346,413.118;-175.676,-846.491;802.446,-480.857;-608.115,1,190.56;925.291,901.414;873.071,479.86;49.249,-1,187.385;-192.727,-807.127;-653.731,1,147.528;-20.304,-863.867;843.532,-272.676;-52.338,-832.834;-248.984,-860.059;1,009.331,422.919;-726.556,1,182.484;-147.504,-814.505;-108.085,-847.136;965.034,903.786;-98.511,-919.818;1,007.124,902.799;920.712,525.792;-127.87,-829.489;938.969,601.21;1,021.31,872.666;224.192,112.694;-68.295,-799.627;920.158,857.387;364.212,155.42;-206.887,-896.563;-685.567,1,173.07;954.025,459.765;771.434,372.773;271.421,-789.965;-160.6,-873.017;860.452,-354.852;-104.165,-872.654;-1,214.332,453.936;-1,156.475,507.961;-152.932,-768.664;955.963,871.02;-1,199.771,543.641;-144.506,-907.322;983.469,935.663;-657.849,1,217.334;985.56,865.428;928.604,415.187;
6.046:-58.049,-885.07;-120.538,-800.325;-78.351,-826.536;-712.75,1,227.816;871.561,414.48;-176.428,-848.154;800.65,-480.535;-608.954,1,188.94;924.13,902.821;872.738,481.654;50.746,-1,186.342;-192.823,-808.949;-654.46,1,145.855;-21.336,-865.372;841.755,-272.259;-52.811,-834.597;-249.779,-861.702;1,010.975,423.711;-727.623,1,181.003;-147.188,-816.302;-109.306,-848.493;963.671,905.001;-99.45,-921.383;1,006.341,904.447;922.447,526.358;-128.087,-831.301;940.628,601.97;1,020.504,874.304;226.013,112.807;-69.182,-801.222;919.607,859.126;366.037,155.448;-207.699,-898.198;-686.511,1,171.508;955.629,460.635;773.083,373.554;271.872,-788.196;-160.409,-874.832;858.932,-355.862;-105.011,-874.271;-1,213.524,455.572;-1,155.431,509.457;-153.455,-770.412;955.472,872.778;-1,198.727,545.138;-145.258,-908.984;982.291,937.057;-658.741,1,215.743;984.76,867.068;930.127,416.192;
6.055:-58.982,-886.872;-121.479,-802.122;-79.179,-828.388;-713.811,1,226.086;872.987,415.923;-177.166,-850.044;798.653,-480.176;-609.871,1,187.13;922.833,904.382;872.161,483.599;52.411,-1,185.182;-193.013,-810.97;-655.69,1,144.242;-22.405,-867.097;839.78,-271.795;-53.005,-836.616;-250.653,-863.533;1,012.803,424.592;-728.81,1,179.358;-146.92,-818.313;-110.543,-850.101;962.11,906.296;-100.354,-923.199;1,005.533,906.309;924.376,526.987;-128.425,-833.302;942.473,602.815;1,019.569,876.105;228.038,112.933;-70.477,-802.784;919.101,861.091;368.066,155.478;-208.601,-900.015;-687.516,1,169.746;957.413,461.601;774.888,374.482;272.373,-786.23;-160.129,-876.842;857.241,-356.984;-105.82,-876.132;-1,212.624,457.391;-1,154.27,511.121;-153.696,-772.427;954.856,874.711;-1,197.566,546.802;-146.567,-910.535;980.982,938.607;-659.649,1,213.928;983.867,868.89;931.707,417.465;
6.065:-59.851,-888.597;-121.991,-803.985;-79.881,-830.188;-714.821,1,224.439;874.134,417.477;-177.573,-851.933;796.751,-479.835;-610.763,1,185.416;921.59,905.861;871.751,485.487;53.996,-1,184.078;-193.156,-812.896;-656.495,1,142.486;-23.302,-868.808;837.899,-271.353;-53.36,-838.516;-251.491,-865.273;1,014.544,425.43;-729.94,1,177.79;-146.792,-820.241;-111.561,-851.743;960.895,907.798;-101.214,-924.929;1,004.734,908.067;926.213,527.586;-128.43,-835.234;944.229,603.62;1,018.644,877.801;229.967,113.053;-71.661,-804.31;918.541,862.94;369.997,155.506;-209.461,-901.745;-688.159,1,167.924;959.112,462.522;776.606,375.365;272.85,-784.358;-159.981,-878.768;855.632,-358.053;-106.619,-877.891;-1,211.768,459.123;-1,153.164,512.706;-154.328,-774.252;954.229,876.539;-1,196.461,548.386;-147.637,-912.143;979.735,940.083;-660.543,1,212.215;983.028,870.63;933.114,418.789;
6.075:-60.749,-890.316;-122.478,-805.862;-80.557,-832.006;-715.835,1,222.786;875.341,418.995;-177.721,-853.867;794.843,-479.493;-611.632,1,183.682;920.364,907.363;871.411,487.396;55.588,-1,182.969;-193.184,-814.835;-657.703,1,140.969;-24.13,-870.561;836.011,-270.91;-54.103,-840.307;-252.336,-867.019;1,016.29,426.272;-731.074,1,176.218;-147.311,-822.109;-112.649,-853.349;959.624,909.263;-102.078,-926.665;1,003.895,909.815;928.057,528.188;-128.317,-837.17;945.992,604.427;1,017.682,879.484;231.902,113.174;-72.819,-805.866;917.912,864.775;371.936,155.535;-210.323,-903.482;-689.267,1,166.333;960.817,463.446;778.258,376.38;273.329,-782.479;-159.767,-880.696;854.017,-359.126;-107.485,-879.626;-1,210.909,460.861;-1,152.055,514.296;-154.881,-776.111;953.559,878.358;-1,195.351,549.977;-148.252,-913.982;978.483,941.564;-661.464,1,210.509;982.127,872.347;934.29,420.331;
6.086:-61.64,-892.075;-122.782,-807.81;-81.246,-833.853;-716.866,1,221.106;876.499,420.591;-178.093,-855.803;792.902,-479.144;-612.544,1,181.935;919.13,908.901;870.854,489.288;57.205,-1,181.842;-193.24,-816.806;-658.583,1,139.204;-24.946,-872.356;834.092,-270.459;-54.806,-842.149;-253.187,-868.797;1,018.067,427.128;-732.227,1,174.618;-147.735,-824.035;-113.782,-854.962;958.282,910.707;-102.956,-928.43;1,002.173,910.776;929.931,528.8;-128.923,-839.046;947.784,605.248;1,017.078,881.361;233.87,113.296;-73.997,-807.447;916.955,866.498;373.908,155.565;-211.2,-905.248;-690.339,1,164.678;962.55,464.385;779.938,377.412;273.816,-780.568;-159.677,-882.665;852.375,-360.217;-108.305,-881.419;-1,209.906,462.559;-1,150.927,515.913;-155.18,-778.06;952.483,880.01;-1,194.223,551.593;-149.566,-915.452;977.211,943.07;-662.419,1,208.784;981.186,874.08;935.719,421.689;
