0.933:-909.37,597.337;-70.924,-781.086;54.316,-242.215;-1,113.092,-264.371;-242.882,-209.309;785.082,351.374;-902.485,364.862;120.722,375.911;982.137,-1,018.548;-333.243,-130.735;-602.5,-698.722;131.914,-351.571;-371.297,-78.487;-171.57,524.02;711.565,700.274;-197.828,624.684;60.63,74.224;303.695,562.146;-371.519,625.351;457.418,-366.585;-444.801,793.357;354.933,826.785;-183.436,704.57;-615.896,-597.636;-487.962,-534.23;-936.918,559.904;-665.454,-593.469;143.352,-382.309;-245.171,-156.804;628.075,-345.14;-826.981,710.602;-467.938,230.561;-671.757,-636.286;475.053,-418.038;792.4,-116.623;-964.863,341.946;146.022,426.163;-96.535,266.989;90.383,-776.783;-217.05,705.031;-283.397,-134.799;-891.692,161.971;-629.851,-397.1;575.564,627.047;-666.621,-711.416;225.493,-699.528;-832.19,259.975;-31.398,290.609;102.932,-419.602;894.607,1,088.269;
0.942:-909.993,598.883;-69.387,-780.441;55.183,-243.639;-1,114.759,-264.399;-244.539,-209.132;784.41,352.899;-903.114,366.405;119.063,376.069;982.572,-1,020.157;-333.437,-132.39;-602.626,-697.06;133.58,-351.604;-370.835,-80.089;-170.317,525.117;712.91,701.259;-196.355,625.463;61.826,75.385;302.384,563.175;-369.906,624.934;458.854,-367.43;-444.655,791.697;353.914,825.466;-182.991,702.964;-616.29,-599.256;-489.255,-535.281;-937.02,561.567;-666.973,-592.784;144.866,-383.006;-246.54,-155.853;626.559,-345.831;-825.632,709.624;-468.982,229.263;-673.381,-635.912;476.444,-418.956;793.112,-118.13;-965.874,343.27;144.474,426.781;-95.241,268.039;91.423,-778.086;-216.921,703.369;-284.525,-133.571;-891.334,163.599;-630.342,-398.693;577.206,626.762;-666.975,-709.788;224.069,-698.662;-831.944,261.624;-29.741,290.434;104.148,-420.741;895.355,1,089.758;
0.951:-910.617,600.429;-67.85,-779.797;56.057,-245.058;-1,116.425,-264.426;-246.196,-208.955;783.738,354.424;-903.742,367.949;117.404,376.227;983.006,-1,021.766;-334.362,-133.777;-602.797,-695.402;135.239,-351.444;-370.64,-81.744;-169.063,526.215;714.255,702.243;-194.881,626.243;63.021,76.546;301.073,564.204;-368.292,624.516;460.291,-368.274;-444.509,790.037;352.896,824.147;-182.158,701.521;-617.063,-600.732;-490.549,-536.332;-937.122,563.231;-668.493,-592.099;146.38,-383.703;-247.834,-154.803;625.046,-346.53;-824.282,708.646;-470.027,227.964;-675.005,-635.538;477.835,-419.874;793.824,-119.637;-966.886,344.595;142.927,427.399;-93.946,269.09;92.462,-779.388;-216.792,701.707;-285.749,-132.44;-890.975,165.226;-630.832,-400.286;578.849,626.477;-667.328,-708.159;222.645,-697.795;-831.698,263.272;-28.083,290.259;105.364,-421.881;896.103,1,091.247;
0.959:-911.318,602.169;-66.069,-779.208;57.049,-246.65;-1,118.301,-264.456;-248.062,-208.756;782.982,356.142;-904.449,369.686;115.536,376.404;983.495,-1,023.577;-335.402,-135.338;-603.032,-693.541;137.115,-351.483;-370.673,-83.62;-167.651,527.451;715.769,703.351;-193.223,627.12;64.367,77.853;299.598,565.363;-366.476,624.046;461.908,-369.225;-444.344,788.168;351.749,822.662;-181.221,699.895;-617.955,-602.383;-492.005,-537.515;-937.236,565.103;-670.203,-591.327;148.084,-384.488;-249.388,-153.752;623.347,-347.326;-822.763,707.545;-471.203,226.502;-676.833,-635.116;479.401,-420.908;794.625,-121.333;-968.025,346.086;141.184,428.095;-92.33,270.042;93.633,-780.855;-216.647,699.837;-287.237,-131.298;-890.571,167.058;-631.385,-402.079;580.697,626.157;-667.726,-706.326;221.043,-696.82;-831.42,265.127;-26.217,290.062;106.733,-423.164;896.946,1,092.924;
0.968:-911.952,603.74;-64.46,-778.676;57.952,-248.084;-1,119.995,-264.483;-249.747,-208.576;782.299,357.692;-905.088,371.256;113.849,376.565;983.937,-1,025.213;-336.342,-136.748;-603.135,-691.85;138.801,-351.319;-370.703,-85.314;-166.376,528.568;717.136,704.352;-191.725,627.913;65.583,79.034;298.265,566.41;-364.836,623.622;463.369,-370.084;-444.195,786.48;350.713,821.321;-180.374,698.428;-618.775,-603.866;-493.32,-538.584;-937.34,566.795;-671.747,-590.631;149.623,-385.196;-250.84,-152.878;621.818,-348.056;-821.678,706.244;-472.265,225.182;-678.484,-634.736;480.815,-421.841;795.349,-122.865;-969.053,347.433;139.611,428.724;-90.87,270.902;94.69,-782.179;-216.515,698.147;-288.68,-130.409;-890.207,168.713;-631.884,-403.698;582.367,625.867;-668.086,-704.67;219.595,-695.939;-831.169,266.803;-24.532,289.884;107.969,-424.323;897.706,1,094.438;
0.976:-912.588,605.317;-62.846,-778.142;58.867,-249.517;-1,121.695,-264.511;-251.437,-208.396;781.614,359.248;-905.729,372.83;112.157,376.726;984.38,-1,026.854;-337.285,-138.162;-603.268,-690.155;140.501,-351.319;-370.734,-87.014;-165.097,529.688;718.508,705.356;-190.223,628.708;66.802,80.218;296.928,567.46;-363.19,623.196;464.835,-370.946;-444.046,784.787;349.674,819.975;-179.521,696.957;-619.928,-605.115;-494.719,-539.549;-937.444,568.491;-673.297,-589.932;151.167,-385.907;-252.351,-152.099;620.283,-348.788;-820.589,704.938;-473.331,223.857;-680.141,-634.354;482.234,-422.777;796.075,-124.402;-970.085,348.784;138.032,429.355;-89.405,271.765;95.75,-783.508;-216.384,696.452;-290.135,-129.531;-889.841,170.373;-632.384,-405.323;584.042,625.577;-668.771,-703.114;218.143,-695.055;-830.918,268.485;-22.842,289.705;109.21,-425.485;898.47,1,095.957;
0.985:-913.211,606.863;-61.263,-777.619;59.77,-250.917;-1,123.361,-264.538;-253.095,-208.219;780.942,360.773;-906.358,374.374;110.498,376.884;984.815,-1,028.463;-338.21,-139.549;-603.481,-688.502;142.157,-351.127;-370.763,-88.68;-163.843,530.785;719.853,706.34;-188.75,629.487;67.998,81.38;295.618,568.49;-361.576,622.778;466.271,-371.79;-443.9,783.127;348.655,818.656;-178.681,695.517;-621.269,-606.104;-496.091,-540.495;-937.546,570.155;-674.816,-589.247;152.681,-386.604;-253.832,-151.335;618.779,-349.506;-819.522,703.658;-474.376,222.559;-681.765,-633.98;483.625,-423.695;796.787,-125.909;-971.096,350.109;136.484,429.973;-87.969,272.61;96.79,-784.81;-216.254,694.791;-291.572,-128.687;-889.482,172.001;-632.875,-406.916;585.684,625.292;-669.329,-701.544;216.719,-694.189;-830.672,270.133;-21.177,289.788;110.426,-426.625;899.218,1,097.446;
0.994:-913.885,608.534;-59.552,-777.053;60.756,-252.426;-1,125.163,-264.567;-254.887,-208.028;780.216,362.423;-907.037,376.043;108.704,377.055;985.285,-1,030.203;-339.21,-141.048;-603.754,-686.72;143.944,-351.356;-370.795,-90.482;-162.487,531.973;721.307,707.405;-187.157,630.33;69.29,82.635;294.2,569.603;-359.831,622.327;467.825,-372.704;-443.742,781.331;347.554,817.23;-177.77,693.962;-622.616,-607.302;-497.575,-541.518;-937.656,571.954;-676.459,-588.506;154.318,-387.358;-255.435,-150.512;617.153,-350.282;-818.368,702.274;-475.505,221.155;-683.521,-633.575;485.13,-424.688;797.557,-127.539;-972.19,351.541;134.811,430.641;-86.416,273.525;97.914,-786.219;-216.115,692.994;-293.204,-127.921;-889.095,173.761;-633.405,-408.638;587.46,624.985;-669.898,-699.833;215.179,-693.252;-830.405,271.915;-19.377,289.878;111.741,-427.857;900.027,1,099.057;
1.002:-914.508,610.08;-57.97,-776.53;61.675,-253.817;-1,126.83,-264.594;-256.544,-207.851;779.544,363.948;-907.666,377.587;107.045,377.213;985.719,-1,031.812;-340.134,-142.435;-604.032,-685.077;145.611,-351.343;-370.825,-92.148;-161.234,533.071;722.652,708.389;-185.684,631.11;70.486,83.797;292.89,570.632;-358.218,621.909;469.262,-373.548;-443.466,779.688;346.535,815.911;-176.924,692.527;-623.776,-608.499;-498.947,-542.464;-937.758,573.617;-677.979,-587.82;155.832,-388.055;-256.939,-149.793;615.649,-351;-817.3,700.994;-476.55,219.856;-685.145,-633.201;486.521,-425.605;798.269,-129.046;-973.201,352.866;133.263,431.26;-84.98,274.371;98.954,-787.522;-215.58,691.416;-294.711,-127.21;-888.736,175.389;-633.896,-410.231;589.102,624.7;-670.375,-698.237;213.756,-692.386;-830.159,273.564;-17.712,289.961;112.957,-428.997;900.775,1,100.546;
1.011:-915.165,611.708;-56.265,-776.109;62.652,-255.276;-1,128.586,-264.623;-258.29,-207.664;778.836,365.555;-908.328,379.213;105.296,377.379;986.177,-1,033.507;-341.108,-143.896;-604.592,-683.412;147.354,-351.127;-370.856,-93.904;-159.912,534.227;724.069,709.427;-184.131,631.931;71.746,85.02;291.509,571.717;-356.518,621.47;470.775,-374.439;-443.175,777.956;345.461,814.521;-175.974,691.05;-625.212,-609.509;-500.392,-543.461;-937.594,575.366;-679.579,-587.098;157.427,-388.79;-258.542,-149.075;614.064,-351.757;-816.176,699.645;-477.651,218.488;-686.857,-632.807;487.986,-426.573;799.019,-130.633;-974.267,354.261;131.632,431.911;-83.467,275.262;100.049,-788.894;-215.226,689.695;-296.348,-126.573;-888.358,177.104;-634.413,-411.909;590.832,624.4;-671.052,-696.616;212.095,-691.814;-829.899,275.3;-15.958,290.048;114.238,-430.198;901.564,1,102.115;
1.019:-915.446,613.351;-54.647,-775.709;63.586,-256.656;-1,130.252,-264.65;-259.947,-207.488;778.164,367.08;-908.956,380.757;103.637,377.537;986.612,-1,035.116;-341.873,-145.377;-605.501,-682.016;149.008,-351.326;-370.886,-95.571;-158.658,535.325;725.414,710.411;-182.658,632.711;72.941,86.181;290.198,572.746;-354.904,621.052;472.212,-375.283;-442.899,776.312;344.56,813.119;-174.948,689.736;-626.785,-610.062;-501.764,-544.408;-937.724,577.027;-681.099,-586.413;158.941,-389.487;-260.079,-148.431;612.56,-352.474;-815.108,698.365;-478.695,217.189;-688.481,-632.433;489.377,-427.491;799.731,-132.14;-975.278,355.586;130.084,432.529;-82.031,276.108;101.089,-790.197;-214.891,688.063;-297.965,-126.171;-888,178.731;-634.904,-413.502;592.474,624.115;-671.433,-694.994;210.519,-691.272;-829.652,276.949;-14.294,290.131;115.454,-431.337;902.312,1,103.604;
1.027:-915.731,615.018;-53.006,-775.303;64.542,-258.051;-1,131.943,-264.677;-261.628,-207.308;777.483,368.628;-909.594,382.323;101.954,377.697;987.052,-1,036.748;-342.511,-146.943;-606.263,-680.506;150.699,-351.299;-370.916,-97.261;-157.386,536.439;726.778,711.41;-181.014,633.103;74.154,87.359;288.869,573.791;-353.268,620.629;473.67,-376.14;-442.619,774.645;343.646,811.697;-173.767,688.526;-628.432,-610.444;-503.156,-545.367;-937.855,578.713;-682.64,-585.718;160.476,-390.194;-261.68,-147.89;611.034,-353.203;-814.026,697.067;-479.755,215.872;-690.128,-632.053;490.789,-428.422;800.453,-133.669;-976.304,356.93;128.514,433.156;-80.574,276.966;102.143,-791.518;-214.551,686.407;-299.606,-125.764;-887.636,180.382;-635.402,-415.117;594.14,623.827;-672.026,-693.411;208.921,-690.722;-829.402,278.621;-12.605,290.215;116.688,-432.494;903.071,1,105.115;
1.036:-916.013,616.66;-51.388,-774.903;65.491,-259.42;-1,133.609,-264.704;-263.286,-207.131;776.811,370.153;-910.222,383.866;100.295,377.855;987.487,-1,038.357;-343.14,-148.486;-606.981,-679.003;152.351,-351.082;-370.945,-98.927;-156.133,537.537;728.123,712.394;-179.349,633.18;75.349,88.521;287.558,574.82;-351.654,620.211;475.106,-376.985;-442.343,773.001;342.745,810.295;-172.429,687.533;-630.098,-610.457;-504.528,-546.314;-937.984,580.374;-684.159,-585.033;161.99,-390.891;-263.259,-147.357;609.53,-353.92;-812.958,695.787;-480.8,214.573;-691.752,-631.679;492.18,-429.34;801.165,-135.176;-977.098,358.395;126.967,433.775;-79.138,277.812;103.472,-792.524;-213.847,684.896;-301.224,-125.363;-887.277,182.01;-635.883,-416.713;595.782,623.542;-672.774,-691.921;207.345,-690.179;-829.156,280.269;-10.941,290.298;117.904,-433.633;903.819,1,106.604;
1.044:-916.297,618.326;-49.748,-774.497;66.461,-260.804;-1,135.298,-264.732;-264.966,-206.952;776.13,371.699;-910.859,385.431;98.613,378.015;987.928,-1,039.988;-343.777,-150.051;-607.715,-677.481;154.03,-351.27;-371.397,-100.556;-154.861,538.65;729.486,713.392;-177.661,633.258;76.561,89.698;286.229,575.864;-350.018,619.788;476.563,-377.841;-442.063,771.335;341.832,808.874;-171.245,686.328;-631.783,-610.327;-505.919,-547.273;-938.116,582.059;-685.699,-584.338;163.525,-391.598;-264.86,-146.816;608.005,-354.648;-811.876,694.489;-481.859,213.257;-693.399,-631.299;493.59,-430.27;801.887,-136.704;-977.871,359.898;125.398,434.401;-77.678,278.663;104.819,-793.544;-213.338,683.285;-302.894,-125.107;-886.914,183.66;-636.367,-418.332;597.447,623.253;-673.533,-690.411;205.747,-689.629;-829.227,281.957;-9.253,290.382;119.137,-434.789;904.578,1,108.114;
1.053:-916.579,619.968;-48.13,-774.097;67.425,-262.163;-1,136.965,-264.759;-266.623,-206.775;775.459,373.224;-911.488,386.975;96.954,378.173;988.362,-1,041.597;-344.405,-151.595;-608.444,-675.982;155.696,-351.23;-371.879,-102.151;-153.608,539.748;730.831,714.376;-175.996,633.335;77.757,90.859;284.919,576.893;-348.405,619.371;477.999,-378.686;-441.787,769.691;340.931,807.472;-169.904,685.338;-633.437,-610.123;-507.362,-548.108;-938.245,583.72;-687.218,-583.653;165.039,-392.295;-266.474,-146.398;606.501,-355.366;-811.156,692.986;-482.904,211.958;-695.023,-630.925;494.981,-431.188;802.599,-138.21;-978.606,361.393;123.85,435.02;-76.236,279.498;106.148,-794.55;-212.97,681.66;-304.541,-124.854;-886.555,185.287;-636.843,-419.929;599.089,622.969;-674.281,-688.922;204.171,-689.087;-829.296,283.622;-7.589,290.464;120.353,-435.928;905.326,1,109.603;
1.061:-916.86,621.611;-46.512,-773.697;68.397,-263.517;-1,138.631,-264.786;-268.28,-206.599;774.787,374.75;-912.116,388.518;95.295,378.331;988.797,-1,043.206;-345.034,-153.138;-609.177,-674.485;157.347,-351;-372.391,-103.737;-152.618,541.089;732.176,715.361;-174.332,633.412;78.952,92.02;283.608,577.923;-346.791,618.953;479.436,-379.531;-441.386,768.074;340.03,806.07;-168.733,684.152;-635.099,-610.003;-508.804,-548.943;-938.374,585.382;-688.738,-582.968;166.552,-392.992;-268.087,-145.981;604.997,-356.084;-810.436,691.483;-483.948,210.66;-696.647,-630.551;496.372,-432.106;803.311,-139.717;-979.32,362.899;122.302,435.638;-74.793,280.331;107.476,-795.556;-212.24,680.162;-306.203,-124.976;-886.197,186.915;-637.323,-421.525;600.731,622.684;-675.029,-687.433;202.596,-688.544;-829.366,285.287;-5.924,290.547;121.569,-437.068;906.074,1,111.092;
1.069:-917.141,623.254;-44.894,-773.297;69.375,-264.867;-1,140.298,-264.813;-269.937,-206.422;774.115,376.275;-912.745,390.062;93.631,378.234;989.231,-1,044.815;-345.663,-154.682;-610.057,-673.07;159.005,-351.173;-372.927,-105.315;-151.859,542.573;733.521,716.345;-172.667,633.489;80.148,93.181;282.297,578.952;-345.178,618.536;480.873,-380.375;-440.984,766.456;339.128,804.667;-167.219,683.455;-636.754,-609.806;-510.246,-549.778;-938.504,587.044;-690.257,-582.283;168.066,-393.689;-269.701,-145.564;603.493,-356.802;-809.716,689.98;-484.993,209.361;-698.271,-630.177;497.763,-433.024;804.022,-141.224;-980.018,364.413;120.754,436.256;-73.349,281.163;108.805,-796.562;-211.613,678.617;-307.805,-125.437;-885.838,188.543;-637.807,-423.12;602.373,622.399;-675.777,-685.943;201.02,-688.002;-829.436,286.953;-4.26,290.63;122.785,-438.208;906.822,1,112.582;
1.078:-917.422,624.897;-43.25,-773.024;70.361,-266.21;-1,141.964,-264.84;-271.594,-206.245;773.443,377.8;-913.373,391.605;91.965,378.281;989.666,-1,046.424;-346.291,-156.225;-610.439,-671.448;160.671,-351.121;-373.481,-106.887;-151.49,544.198;734.866,717.33;-171.002,633.566;81.343,94.343;280.987,579.982;-343.564,618.118;482.309,-381.22;-440.583,764.839;338.227,803.266;-165.567,683.235;-638.417,-609.693;-511.689,-550.612;-938.633,588.705;-691.776,-581.597;169.58,-394.386;-271.34,-145.266;601.989,-357.52;-808.996,688.477;-486.038,208.063;-699.895,-629.803;499.154,-433.942;804.734,-142.731;-980.701,365.933;119.11,436.529;-71.876,281.944;110.134,-797.569;-211.005,677.066;-309.123,-126.457;-885.479,190.17;-638.299,-424.712;604.015,622.115;-676.758,-684.597;199.444,-687.459;-829.506,288.618;-2.627,290.967;124.001,-439.347;907.57,1,114.071;
1.086:-917.703,626.539;-41.606,-772.75;71.354,-267.549;-1,143.63,-264.867;-273.252,-206.068;772.772,379.325;-914.002,393.149;90.299,378.327;990.1,-1,048.033;-346.92,-157.769;-610.822,-669.826;162.336,-351.069;-374.128,-108.423;-151.263,545.849;736.21,718.314;-169.337,633.643;82.539,95.504;279.676,581.011;-341.951,617.701;483.746,-382.065;-440.181,763.221;337.326,801.863;-163.915,683.014;-640.072,-609.5;-513.131,-551.447;-938.763,590.367;-693.295,-580.912;171.094,-395.084;-272.984,-144.993;600.485,-358.237;-808.276,686.974;-487.082,206.764;-701.519,-629.428;500.545,-434.86;805.446,-144.238;-981.374,367.458;117.467,436.809;-70.404,282.724;111.462,-798.575;-210.079,675.68;-310.303,-127.634;-885.121,191.798;-638.716,-426.326;605.657,621.83;-677.74,-683.25;197.868,-686.917;-829.575,290.283;-0.995,291.303;125.217,-440.487;908.319,1,115.56;
1.094:-917.625,628.25;-39.917,-772.469;72.38,-268.919;-1,145.342,-264.895;-274.93,-205.729;772.082,380.892;-914.647,394.735;88.588,378.375;990.546,-1,049.686;-347.565,-159.354;-611.215,-668.159;164.048,-351.016;-374.849,-109.975;-151.029,547.545;737.592,719.325;-167.627,633.722;83.767,96.697;278.33,582.069;-340.294,617.272;485.222,-382.932;-439.769,761.56;336.401,800.423;-162.218,682.787;-641.781,-609.394;-514.613,-552.305;-938.896,592.074;-694.856,-580.208;172.649,-395.8;-274.671,-144.7;598.94,-358.975;-807.537,685.429;-488.156,205.43;-703.187,-629.044;502.142,-435.476;806.178,-145.786;-982.056,369.028;115.772,437.048;-68.891,283.526;112.827,-799.608;-209.128,674.256;-311.232,-129.072;-884.753,193.47;-639.144,-427.983;607.344,621.538;-678.749,-681.867;196.167,-686.719;-829.647,291.993;0.682,291.649;126.466,-441.658;909.087,1,117.09;
1.103:-917.55,629.914;-38.273,-772.196;73.387,-270.248;-1,147.009,-264.922;-276.535,-205.281;771.41,382.417;-915.276,396.278;86.934,378.168;990.981,-1,051.295;-348.194,-160.898;-611.597,-666.537;165.713,-350.964;-375.591,-111.467;-150.802,549.196;738.937,720.31;-165.962,633.799;84.962,97.858;277.019,583.098;-338.68,616.854;486.659,-383.777;-439.367,759.942;335.5,799.021;-160.566,682.567;-643.437,-609.209;-516.055,-553.14;-939.025,593.735;-696.375,-579.523;174.163,-396.497;-276.335,-144.599;597.435,-359.693;-806.817,683.926;-489.2,204.132;-704.811,-628.67;503.697,-436.076;806.89,-147.293;-982.713,370.56;114.118,437.249;-67.419,284.307;114.156,-800.614;-208.202,672.87;-312.584,-130.047;-884.394,195.097;-639.561,-429.597;608.987,621.253;-679.731,-680.52;194.512,-686.527;-829.717,293.658;2.314,291.985;127.682,-442.797;909.835,1,118.579;
1.111:-917.474,631.579;-36.629,-771.922;74.4,-271.571;-1,148.675,-264.949;-278.164,-204.929;770.738,383.943;-915.904,397.822;85.315,377.773;991.415,-1,052.904;-348.822,-162.441;-611.98,-664.915;167.379,-350.912;-376.463,-112.888;-150.575,550.847;740.19,721.053;-164.297,633.876;86.158,99.019;275.708,584.127;-337.067,616.437;488.095,-384.622;-438.966,758.325;334.599,797.619;-158.914,682.346;-645.101,-609.111;-517.498,-553.975;-939.154,595.397;-697.894,-578.838;175.676,-397.194;-277.993,-144.761;595.931,-360.41;-806.097,682.423;-490.245,202.833;-706.435,-628.296;505.252,-436.676;807.601,-148.8;-983.364,372.094;112.453,437.331;-65.905,285.003;115.485,-801.62;-207.334,671.448;-313.921,-131.042;-884.035,196.725;-639.977,-431.211;610.653,621.226;-680.585,-679.089;192.857,-686.334;-829.787,295.324;3.946,292.321;128.898,-443.937;910.584,1,120.068;
1.12:-917.399,633.244;-34.985,-771.649;75.419,-272.889;-1,150.341,-264.976;-279.793,-204.577;770.066,385.468;-916.532,399.365;83.696,377.378;991.85,-1,054.513;-349.451,-163.985;-612.362,-663.293;169.045,-350.86;-377.334,-114.309;-150.347,552.498;741.32,721.11;-162.632,633.953;87.353,100.18;274.398,585.157;-335.453,616.02;489.532,-385.466;-438.564,756.707;333.698,796.217;-157.262,682.126;-646.757,-608.928;-518.94,-554.809;-939.284,597.058;-699.414,-578.153;177.19,-397.891;-279.567,-145.31;594.427,-361.128;-805.377,680.92;-491.29,201.535;-707.916,-627.532;506.807,-437.276;808.313,-150.307;-984.01,373.63;110.787,437.318;-64.39,285.699;116.813,-802.626;-206.522,669.993;-315.246,-132.052;-883.677,198.352;-640.394,-432.824;612.319,621.199;-681.538,-677.722;191.201,-686.142;-829.856,296.989;5.578,292.658;130.114,-445.077;911.332,1,121.557;
1.128:-917.317,635.045;-33.208,-771.353;76.529,-274.31;-1,152.143,-265.005;-281.555,-204.197;769.34,387.117;-917.212,401.035;81.945,376.95;992.32,-1,056.253;-350.131,-165.654;-612.776,-661.539;170.846,-350.804;-378.276,-115.845;-150.101,554.284;743.011,721.194;-160.832,634.037;88.646,101.436;272.98,586.27;-333.708,615.568;491.086,-386.38;-438.13,754.958;332.723,794.701;-155.476,681.887;-648.553,-608.78;-520.566,-555.588;-939.424,598.855;-701.057,-577.412;178.827,-398.645;-281.186,-146.102;592.801,-361.904;-804.598,679.295;-492.419,200.131;-709.656,-627.059;508.488,-437.925;809.083,-151.936;-984.706,375.293;108.984,437.304;-62.753,286.452;118.474,-803.327;-205.976,668.275;-316.557,-133.289;-883.289,200.112;-640.844,-434.569;614.121,621.169;-682.439,-676.161;189.411,-685.933;-829.932,298.789;7.344,293.022;131.429,-446.309;912.141,1,123.168;
1.137:-917.242,636.709;-31.564,-771.079;77.562,-275.617;-1,153.81,-265.032;-283.102,-203.578;768.668,388.642;-917.84,402.578;80.326,376.555;992.754,-1,057.862;-350.759,-167.197;-613.499,-660.037;172.512,-350.752;-379.147,-117.266;-149.874,555.934;744.637,721.276;-159.167,634.114;89.841,102.597;271.67,587.3;-332.095,615.151;492.522,-387.224;-437.602,753.377;331.822,793.299;-153.824,681.667;-650.219,-608.711;-522.134,-556.152;-939.553,600.517;-702.576,-576.727;180.341,-399.342;-282.471,-147.163;591.297,-362.622;-804.271,677.661;-493.464,198.832;-711.264,-626.622;510.043,-438.525;809.795,-153.443;-985.349,376.83;107.318,437.29;-61.239,287.148;120.009,-803.974;-205.471,666.687;-317.767,-134.435;-882.93,201.74;-641.261,-436.183;615.788,621.142;-683.476,-674.857;187.756,-685.741;-830.002,300.454;8.976,293.358;132.645,-447.449;912.889,1,124.657;
1.146:-917.162,638.462;-29.833,-770.792;78.656,-276.989;-1,155.564,-265.061;-284.826,-203.251;767.961,390.248;-918.502,404.203;78.622,376.139;993.212,-1,059.555;-351.421,-168.822;-614.33,-658.492;174.265,-350.698;-380.064,-118.761;-149.634,557.672;746.365,721.362;-157.415,634.195;91.1,103.819;270.29,588.383;-330.397,614.711;494.035,-388.113;-437.047,751.713;330.874,791.823;-152.085,681.435;-651.971,-608.64;-523.783,-556.749;-939.689,602.266;-704.175,-576.006;181.934,-400.076;-283.884,-148.203;589.714,-363.378;-804.303,675.907;-494.564,197.465;-712.957,-626.163;511.68,-439.156;810.544,-155.029;-986.026,378.448;105.564,437.276;-59.645,287.881;121.626,-804.656;-204.94,665.015;-319.014,-135.669;-882.553,203.453;-641.699,-437.882;617.542,621.114;-684.529,-673.453;186.013,-685.538;-830.075,302.207;10.694,293.712;133.925,-448.648;913.677,1,126.224;
1.154:-917.087,640.127;-28.189,-770.518;79.701,-278.287;-1,157.23,-265.088;-286.463,-202.941;767.29,391.773;-919.13,405.746;77.003,375.743;993.646,-1,061.164;-352.049,-170.366;-615.163,-657.049;175.931,-350.646;-380.936,-120.182;-149.407,559.323;748.018,721.445;-155.75,634.272;92.295,104.981;268.98,589.413;-328.783,614.294;495.471,-388.958;-436.519,750.133;329.973,790.421;-150.433,681.214;-653.637,-608.572;-525.35,-557.318;-939.819,603.927;-705.694,-575.32;183.448,-400.773;-285.112,-149.33;588.21,-364.096;-804.688,674.285;-495.608,196.167;-714.407,-625.342;513.235,-439.756;811.256,-156.536;-986.669,379.986;103.897,437.263;-58.131,288.577;123.161,-805.303;-204.435,663.427;-320.178,-136.861;-882.194,205.081;-642.116,-439.495;619.208,621.087;-685.408,-672.037;184.437,-684.997;-830.145,303.872;12.326,294.048;135.141,-449.788;914.425,1,127.714;
1.162:-916.65,641.771;-26.511,-770.239;80.775,-279.606;-1,158.931,-265.115;-288.135,-202.625;766.604,393.33;-919.772,407.322;75.35,375.34;994.09,-1,062.807;-352.691,-171.941;-615.561,-655.395;177.632,-350.593;-381.825,-121.633;-149.175,561.009;749.711,721.53;-154.051,634.351;93.515,106.166;267.642,590.463;-327.136,613.868;496.938,-389.82;-435.98,748.519;329.053,788.99;-148.747,680.989;-655.336,-608.502;-526.949,-557.898;-939.951,605.623;-707.245,-574.621;184.994,-401.484;-286.44,-150.394;586.674,-364.828;-805.341,672.714;-496.675,194.841;-716.034,-624.844;514.822,-440.369;811.983,-158.074;-987.325,381.556;102.196,437.249;-56.585,289.288;124.729,-805.965;-203.919,661.805;-321.349,-138.096;-881.828,206.742;-642.541,-441.143;620.909,621.059;-686.542,-670.769;182.828,-684.444;-830.216,305.572;13.993,294.392;136.382,-450.951;915.189,1,129.234;
1.171:-916.222,643.382;-24.867,-769.965;81.834,-280.893;-1,160.598,-265.142;-289.801,-202.618;765.932,394.855;-920.4,408.866;73.731,374.944;994.524,-1,064.416;-353.32,-173.485;-616.297,-653.899;179.297,-350.541;-382.696,-123.053;-148.947,562.66;751.375,721.613;-152.386,634.428;94.711,107.327;266.331,591.493;-325.523,613.45;498.374,-390.665;-435.453,746.938;328.152,787.588;-147.095,680.769;-657.002,-608.434;-528.513,-558.475;-940.08,607.285;-708.764,-573.936;186.507,-402.181;-287.871,-151.247;585.17,-365.546;-805.981,671.175;-497.719,193.543;-717.628,-624.357;516.377,-440.969;812.695,-159.581;-987.968,383.093;100.53,437.236;-55.071,289.984;126.265,-806.612;-203.089,660.36;-322.457,-139.34;-881.601,208.393;-642.958,-442.756;622.575,621.032;-687.718,-669.588;181.252,-683.902;-830.286,307.237;15.554,294.975;137.598,-452.091;915.937,1,130.723;
1.179:-915.776,645.065;-23.132,-769.817;82.946,-282.234;-1,162.339,-265.171;-291.519,-202.908;765.23,396.449;-920.926,410.526;72.039,374.531;994.978,-1,066.097;-353.976,-175.098;-617.08,-652.344;181.038,-350.487;-383.607,-124.538;-148.709,564.385;753.114,721.7;-150.646,634.508;95.96,108.541;264.961,592.569;-323.839,613.005;499.993,-391.308;-434.901,745.286;327.21,786.123;-145.369,680.538;-658.742,-608.363;-530.145,-559.083;-940.215,609.021;-710.352,-573.22;188.089,-402.91;-289.109,-152.472;583.66,-366.414;-806.649,669.567;-498.811,192.186;-719.116,-623.452;518.002,-441.596;813.439,-161.156;-988.64,384.7;98.788,437.222;-53.488,290.712;127.869,-807.289;-202.226,658.847;-323.556,-140.692;-881.362,210.118;-643.393,-444.443;624.317,621.004;-688.999,-668.408;179.605,-683.336;-830.359,308.977;17.186,295.584;138.869,-453.282;916.719,1,132.28;
