0.212:-783.537,578.844;-185.823,-860.591;-33.509,-139.797;-973.097,-262.1;-138.048,-278.617;841.513,223.237;-849.013,236.817;149.99,289.609;945.633,-883.377;-266.126,-66.814;-616.768,-837.402;179.355,-291.682;-351.928,54.389;-303.156,521.365;598.585,617.574;-319.016,577.973;-39.803,-23.33;428.751,511.105;-478.161,708.509;331.358,-326.791;-444.496,933.478;449.422,928.25;-83.644,760.427;-595.894,-460.192;-456.151,-404.904;-966.799,421.567;-768.086,-546.491;25.168,-322.061;-130.826,-116.057;751.544,-279.347;-923.495,654.654;-380.173,339.653;-547.156,-672.398;421.555,-303.843;732.592,9.974;-886.229,226.739;241.558,470.007;-168.657,148.609;82.951,-640.332;-285.051,822.638;-324.341,-246.415;-903.012,23.016;-584.446,-264.365;462.487,706.521;-659.696,-848.383;261.225,-826.969;-901.29,148.314;-162.287,332.152;-7.867,-342.763;831.749,963.159;
0.233:-784.68,577.846;-184.681,-859.752;-32.189,-140.311;-974.514,-262.123;-139.132,-277.705;840.942,224.534;-850.001,237.791;150.374,290.973;946.003,-884.745;-267.507,-66.497;-616.52,-836.007;177.938,-291.63;-352.588,53.135;-302.075,522.28;599.729,618.411;-317.658,577.568;-38.786,-22.343;427.27,510.776;-477.415,707.303;332.574,-326.029;-444.872,932.112;448.156,927.614;-85.06,760.373;-595.944,-461.608;-456.134,-406.321;-966.517,423.058;-766.688,-546.724;26.531,-322.527;-131.959,-116.908;750.31,-280.043;-923.167,656.03;-381.061,338.548;-548.573,-672.347;421.256,-305.228;733.197,8.692;-886.508,228.128;240.878,468.65;-167.923,149.822;82.384,-641.631;-284.339,821.413;-323.505,-245.271;-903.441,24.453;-585.063,-265.641;463.439,705.363;-659.265,-847.033;261.296,-825.554;-899.879,148.184;-160.905,331.838;-7.551,-344.144;832.385,964.425;
0.242:-787.872,575.62;-181.784,-857.623;-28.839,-141.616;-978.109,-262.181;-141.884,-275.391;839.493,227.824;-852.543,240.297;151.349,294.434;946.94,-888.216;-271.011,-65.691;-615.89,-832.467;174.346,-291.498;-354.263,49.954;-299.332,524.605;602.63,620.535;-314.212,576.541;-36.207,-19.838;423.457,509.925;-475.523,704.245;335.632,-324.111;-444.925,928.38;444.943,925.999;-88.653,760.234;-596.072,-465.202;-456.091,-409.917;-965.793,426.898;-763.141,-547.315;29.951,-323.696;-134.833,-119.069;747.179,-281.81;-922.334,659.526;-383.315,335.747;-552.166,-672.215;420.499,-308.743;734.733,5.441;-887.217,231.653;239.122,465.16;-166.062,152.897;80.947,-644.927;-282.531,818.305;-321.384,-242.368;-904.488,27.958;-586.629,-268.878;465.764,702.538;-658.173,-843.607;261.475,-821.963;-896.299,147.855;-157.399,331.042;-6.749,-347.649;833.999,967.638;
0.252:-789.005,574.829;-180.704,-856.829;-27.59,-142.103;-979.449,-262.203;-142.91,-274.529;838.953,229.051;-853.495,241.235;151.712,295.724;947.289,-889.51;-272.317,-65.39;-615.655,-831.148;173.006,-291.448;-354.887,48.768;-298.31,525.471;603.711,621.327;-312.928,576.158;-35.246,-18.904;421.988,509.59;-474.818,703.106;336.946,-323.447;-444.944,927.02;443.746,925.398;-89.992,760.183;-596.12,-466.541;-456.075,-411.257;-965.514,428.379;-761.82,-547.535;31.222,-324.13;-135.904,-119.874;746.012,-282.469;-922.023,660.829;-384.155,334.703;-553.505,-672.167;420.217,-310.053;735.305,4.23;-887.941,232.786;238.442,463.815;-165.368,154.044;80.411,-646.155;-281.858,817.147;-320.594,-241.286;-904.875,29.251;-587.212,-270.084;466.622,701.496;-657.766,-842.331;261.542,-820.625;-894.907,148.104;-156.092,330.745;-6.45,-348.956;834.601,968.836;
0.261:-790.19,574.003;-179.556,-855.987;-26.263,-142.62;-980.872,-262.226;-144,-273.612;838.379,230.354;-854.507,242.233;152.098,297.094;947.661,-890.884;-273.704,-65.071;-615.405,-829.746;171.584,-291.396;-355.55,47.508;-297.224,526.391;604.86,622.168;-311.564,575.751;-34.225,-17.912;420.374,509.214;-474.069,701.895;338.273,-322.778;-444.965,925.587;442.474,924.758;-91.415,760.128;-596.17,-467.964;-456.058,-412.68;-965.208,430.007;-760.415,-547.769;32.57,-324.591;-137.042,-120.729;744.772,-283.169;-921.693,662.214;-385.047,333.594;-554.927,-672.115;419.917,-311.444;735.913,2.943;-888.709,233.988;237.691,462.339;-164.631,155.262;79.841,-647.46;-281.142,815.916;-319.754,-240.136;-905.284,30.619;-587.832,-271.366;467.529,700.393;-657.334,-840.974;261.613,-819.203;-893.534,148.797;-154.703,330.43;-5.678,-350.175;835.24,970.108;
0.271:-791.252,573.262;-178.521,-855.226;-25.066,-143.086;-982.157,-262.247;-144.983,-272.786;837.861,231.529;-855.422,243.134;152.446,298.331;947.995,-892.124;-274.956,-64.783;-615.18,-828.482;170.3,-291.349;-356.148,46.372;-296.157,527.003;605.897,622.926;-310.333,575.384;-33.303,-17.017;418.864,508.853;-473.393,700.803;339.445,-322.186;-444.983,924.298;441.326,924.181;-92.698,760.078;-596.216,-469.247;-456.042,-413.965;-964.922,431.533;-759.148,-547.98;33.787,-325.007;-138.069,-121.501;743.653,-283.8;-921.395,663.463;-385.852,332.593;-556.269,-672.478;419.238,-312.66;736.462,1.781;-889.402,235.071;236.985,460.956;-163.965,156.361;79.328,-648.637;-280.496,814.805;-318.996,-239.099;-905.558,32.069;-588.326,-272.753;468.347,699.4;-656.944,-839.75;261.678,-817.92;-892.341,149.4;-153.451,330.145;-5.197,-351.35;835.817,971.256;
0.282:-792.268,572.553;-177.527,-854.496;-23.917,-143.534;-983.39,-262.267;-145.927,-271.992;837.364,232.658;-856.3,244;152.78,299.518;948.317,-893.315;-276.158,-64.507;-614.964,-827.267;169.067,-291.303;-356.723,45.28;-294.967,527.04;606.892,623.655;-309.151,575.031;-32.419,-16.158;417.353,508.482;-472.743,699.754;340.561,-321.623;-445,923.061;440.224,923.627;-93.931,760.031;-596.26,-470.48;-456.028,-415.198;-964.635,433.063;-757.931,-548.183;34.954,-325.406;-139.055,-122.243;742.579,-284.406;-921.11,664.663;-386.626,331.632;-557.514,-672.815;418.608,-313.788;736.989,0.666;-890.067,236.111;236.275,459.571;-163.327,157.416;78.834,-649.768;-279.876,813.739;-318.269,-238.103;-905.673,33.587;-588.773,-274.008;469.132,698.446;-656.569,-838.575;261.739,-816.688;-891.214,149.969;-152.248,329.872;-4.924,-352.545;836.37,972.358;
0.29:-793.635,572.17;-176.51,-853.748;-22.741,-143.992;-984.652,-262.288;-146.893,-271.18;836.856,233.814;-857.198,244.885;153.123,300.733;948.646,-894.534;-277.388,-64.224;-614.743,-826.024;167.806,-291.257;-357.311,44.163;-293.735,527.078;607.911,624.4;-307.941,574.671;-31.513,-15.278;415.754,508.525;-472.079,698.68;342.002,-321.081;-445.018,921.797;439.096,923.061;-95.192,759.982;-596.305,-471.742;-456.012,-416.46;-964.325,434.711;-756.686,-548.391;36.149,-325.815;-140.064,-123.001;741.48,-285.027;-920.817,665.891;-387.417,330.648;-559.03,-672.865;417.974,-314.924;737.528,-0.476;-890.747,237.175;235.506,458.08;-162.673,158.496;78.732,-651.178;-279.242,812.648;-317.515,-236.771;-905.782,35.015;-589.217,-275.257;470.233,697.382;-656.186,-837.372;261.802,-815.427;-890.07,150.546;-151.017,329.593;-4.151,-353.578;836.937,973.486;
0.298:-795.13,571.611;-175.272,-852.839;-21.31,-144.55;-986.187,-262.312;-147.765,-269.911;836.237,235.219;-858.292,245.963;153.539,302.211;949.046,-896.016;-278.885,-63.879;-614.474,-824.513;166.271,-291.201;-358.026,42.805;-292.206,527.125;609.15,625.307;-306.469,574.232;-30.412,-14.208;414.173,508.569;-471.271,697.375;343.477,-320.527;-445.04,920.262;437.901,922.059;-96.726,759.923;-596.359,-473.276;-455.994,-417.996;-964.027,436.299;-755.155,-548.78;37.602,-326.311;-141.291,-123.924;740.142,-285.781;-920.461,667.385;-388.379,329.452;-560.602,-672.918;417.222,-316.27;738.184,-1.864;-891.574,238.468;234.764,456.645;-161.878,159.809;78.62,-652.734;-278.47,811.32;-316.439,-235.6;-905.901,36.573;-589.736,-276.713;471.364,696.288;-655.719,-835.91;261.879,-813.894;-888.697,151.24;-149.52,329.253;-2.949,-354.575;837.626,974.858;
0.307:-796.688,571.029;-173.933,-851.855;-19.761,-145.153;-987.85,-262.339;-148.707,-268.541;835.567,236.74;-859.17,247.374;153.989,303.812;949.48,-897.621;-280.505,-63.507;-614.183,-822.876;164.609,-291.269;-358.801,41.333;-290.544,527.176;610.491,626.289;-304.876,573.757;-29.219,-13.05;412.511,508.614;-470.396,695.961;345.033,-319.942;-445.064,918.599;436.627,920.991;-98.388,759.859;-596.419,-474.938;-455.974,-419.658;-963.719,437.935;-753.544,-549.189;39.175,-326.849;-142.62,-124.923;738.695,-286.598;-920.076,669.002;-389.421,328.156;-562.264,-672.973;416.411,-317.722;738.894,-3.367;-892.47,239.869;233.998,455.167;-161.017,161.232;78.5,-654.392;-277.634,809.883;-315.314,-234.376;-906.028,38.231;-590.293,-278.28;472.56,695.132;-655.214,-834.326;261.962,-812.233;-887.341,152.204;-147.898,328.884;-1.818,-355.794;838.373,976.343;
0.316:-798.326,570.416;-172.523,-850.82;-18.131,-145.788;-989.598,-262.368;-149.698,-267.1;834.862,238.341;-859.786,249.011;154.464,305.495;949.936,-899.31;-282.21,-63.114;-613.876,-821.154;162.861,-291.342;-359.615,39.786;-288.796,527.229;611.903,627.322;-303.2,573.257;-27.964,-11.831;410.763,508.662;-469.476,694.474;346.67,-319.326;-445.089,916.851;435.287,919.867;-100.136,759.791;-596.481,-476.685;-455.953,-421.407;-963.396,439.654;-751.849,-549.62;40.767,-327.572;-144.018,-125.974;737.171,-287.458;-919.67,670.703;-390.518,326.794;-564.012,-673.032;415.559,-319.249;739.641,-4.949;-893.412,241.343;233.19,453.616;-160.111,162.728;78.374,-656.137;-276.755,808.371;-314.13,-233.088;-906.161,39.975;-590.88,-279.927;473.817,693.916;-654.683,-832.659;262.049,-810.486;-885.915,153.218;-146.193,328.497;-0.629,-357.076;839.158,977.906;
0.324:-799.888,569.833;-171.18,-849.833;-16.579,-146.393;-991.265,-262.395;-150.642,-265.726;834.19,239.866;-860.372,250.571;154.915,307.099;950.37,-900.919;-283.834,-62.741;-613.584,-819.513;161.196,-291.411;-360.392,38.311;-287.13,527.281;613.247,628.307;-301.603,572.781;-26.769,-10.67;409.097,508.708;-468.599,693.057;348.315,-319.057;-445.112,915.184;434.01,918.797;-101.801,759.727;-596.54,-478.351;-455.933,-423.073;-963.087,441.292;-750.233,-550.031;42.34,-328.125;-145.35,-126.975;735.72,-288.277;-919.284,672.325;-391.562,325.495;-565.678,-673.087;414.746,-320.704;740.353,-6.456;-894.31,242.747;232.417,452.139;-159.248,164.154;78.254,-657.799;-275.917,806.93;-313.002,-231.861;-906.287,41.636;-591.439,-281.497;475.015,692.758;-654.177,-831.071;262.132,-808.822;-884.557,154.184;-144.567,328.128;0.505,-358.297;839.906,979.395;
0.333:-801.449,569.25;-169.837,-848.846;-15.026,-146.998;-992.931,-262.422;-151.586,-264.353;833.518,241.391;-860.959,252.131;155.367,308.704;950.805,-902.527;-285.458,-62.367;-613.292,-817.872;159.531,-291.48;-361.168,36.836;-285.464,527.332;614.592,629.291;-300.006,572.305;-25.574,-9.509;407.431,508.754;-467.722,691.639;349.959,-318.787;-445.136,913.518;432.732,917.726;-103.466,759.663;-596.599,-480.016;-455.913,-424.74;-962.778,442.929;-748.618,-550.441;43.944,-328.574;-146.682,-127.977;734.268,-289.096;-918.898,673.946;-392.607,324.197;-567.343,-673.143;413.934,-322.159;741.065,-7.962;-895.207,244.151;231.642,450.664;-158.385,165.58;78.133,-659.461;-275.08,805.49;-311.875,-230.634;-906.414,43.298;-591.998,-283.067;476.213,691.599;-653.671,-829.483;262.215,-807.157;-883.199,155.15;-142.942,327.759;1.639,-359.519;840.654,980.885;
0.341:-803.125,568.623;-168.394,-847.786;-13.358,-147.648;-994.721,-262.451;-152.595,-262.875;832.797,243.03;-861.589,253.806;155.852,310.427;951.272,-904.256;-287.202,-61.966;-612.978,-816.11;157.742,-291.554;-362.002,35.252;-283.714,526.954;616.037,630.349;-298.291,571.793;-24.29,-8.262;405.641,508.803;-466.78,690.117;351.726,-318.497;-445.161,911.728;431.361,916.576;-105.255,759.594;-596.663,-481.805;-455.892,-426.53;-962.446,444.688;-746.883,-550.882;45.668,-329.057;-148.113,-129.052;732.709,-289.976;-918.073,675.535;-393.729,322.802;-569.132,-673.202;413.061,-323.722;741.83,-9.581;-896.172,245.659;230.807,449.081;-157.597,167.187;78.004,-661.246;-274.18,803.942;-310.663,-229.316;-906.55,45.083;-592.598,-284.754;477.5,690.355;-653.127,-827.778;262.305,-805.37;-881.741,156.188;-141.197,327.362;2.856,-360.831;841.458,982.484;
0.35:-804.687,568.039;-167.051,-846.8;-11.997,-148.61;-996.387,-262.478;-153.533,-261.496;832.125,244.555;-862.176,255.366;156.304,312.031;951.706,-905.865;-288.868,-62.005;-612.686,-814.469;156.077,-291.623;-362.778,33.778;-282.085,526.603;617.381,631.333;-296.693,571.317;-23.094,-7.101;403.975,508.849;-465.793,688.775;353.37,-318.227;-445.185,910.061;430.083,915.505;-106.92,759.53;-596.722,-483.471;-455.872,-428.196;-962.136,446.326;-745.268,-551.292;47.273,-329.507;-149.445,-130.054;731.258,-290.795;-917.306,677.014;-394.774,321.503;-570.748,-673.613;412.248,-325.177;742.542,-11.088;-897.069,247.063;230.026,447.608;-156.864,168.683;77.884,-662.909;-273.342,802.502;-309.536,-228.089;-906.677,46.745;-593.157,-286.324;478.698,689.197;-652.621,-826.19;262.388,-803.705;-880.383,157.154;-139.571,326.993;4.225,-361.782;842.206,983.973;
0.358:-806.355,567.416;-165.616,-845.745;-10.542,-149.638;-998.168,-262.507;-154.534,-260.023;831.407,246.185;-862.803,257.033;156.787,313.745;952.17,-907.584;-290.649,-62.046;-612.374,-812.716;154.309,-291.834;-363.608,32.202;-280.344,526.227;618.819,632.385;-294.987,570.808;-21.816,-5.86;402.195,508.897;-464.738,687.34;355.128,-317.939;-445.21,908.281;428.718,914.361;-108.7,759.461;-596.786,-485.251;-455.85,-429.977;-961.802,448.075;-743.542,-551.731;48.988,-329.987;-150.869,-131.124;729.707,-291.67;-916.485,678.595;-395.89,320.116;-572.512,-673.852;411.38,-326.732;743.303,-12.698;-898.029,248.564;229.189,446.036;-156.08,170.282;77.756,-664.685;-272.447,800.962;-308.33,-226.777;-906.812,48.521;-593.754,-288.002;479.979,687.959;-652.08,-824.493;262.477,-801.926;-878.931,158.186;-137.835,326.599;5.752,-362.699;843.006,985.565;
0.368:-807.916,566.833;-164.273,-844.758;-9.181,-150.6;-999.834,-262.534;-155.472,-258.646;830.736,247.71;-863.39,258.593;157.239,315.349;952.605,-909.193;-292.315,-62.084;-612.082,-811.075;152.643,-291.771;-364.384,30.727;-278.715,525.876;620.163,633.369;-293.39,570.332;-20.621,-4.698;400.529,508.943;-463.751,685.997;356.773,-317.669;-445.234,906.614;427.441,913.291;-110.365,759.397;-596.845,-486.916;-455.831,-431.644;-961.489,449.712;-741.927,-552.142;50.593,-330.437;-152.201,-132.125;728.255,-292.489;-915.718,680.074;-396.935,318.817;-574.164,-674.077;410.917,-328.333;744.015,-14.205;-898.926,249.968;228.402,444.567;-155.346,171.779;77.636,-666.347;-271.609,799.521;-307.203,-225.55;-906.939,50.182;-594.313,-289.572;481.262,686.895;-651.573,-822.905;262.56,-800.262;-877.573,159.152;-136.209,326.23;7.224,-363.48;843.754,987.054;
0.376:-809.647,566.186;-162.784,-843.664;-7.672,-151.667;-1,001.682,-262.564;-156.515,-257.121;829.991,249.401;-864.04,260.323;157.739,317.128;953.087,-910.977;-294.162,-62.127;-611.758,-809.256;150.797,-291.847;-365.245,29.092;-276.909,525.487;621.654,634.461;-291.619,569.804;-19.296,-3.411;398.682,508.994;-462.656,684.508;358.614,-317.827;-445.26,904.767;426.025,912.103;-112.212,759.326;-596.911,-488.763;-455.808,-433.491;-961.138,451.526;-740.136,-552.597;52.372,-330.935;-153.678,-133.236;726.646,-293.397;-914.867,681.715;-398.093,317.377;-575.995,-674.326;410.404,-330.108;744.804,-15.876;-899.922,251.525;227.525,442.941;-154.532,173.438;77.502,-668.19;-270.68,797.924;-305.952,-224.19;-907.079,52.025;-594.933,-291.313;482.685,685.716;-651.397,-821.066;262.652,-798.416;-876.249,160.441;-134.408,325.821;8.856,-364.346;844.584,988.705;
0.386:-811.286,565.573;-161.374,-842.629;-6.244,-152.676;-1,003.431,-262.592;-157.508,-255.68;829.286,251.002;-864.656,261.96;158.214,318.812;953.543,-912.666;-295.912,-62.168;-611.452,-807.533;149.062,-292.066;-366.06,27.544;-275.199,525.118;623.066,635.494;-289.942,569.304;-18.041,-2.192;396.935,508.905;-461.62,683.099;360.357,-317.975;-445.285,903.017;424.684,910.979;-113.96,759.258;-596.973,-490.511;-455.787,-435.241;-960.804,453.243;-738.44,-553.028;54.057,-331.407;-155.076,-134.287;725.123,-294.257;-914.061,683.268;-399.19,316.014;-577.728,-674.561;409.917,-331.789;745.551,-17.458;-900.864,252.999;226.692,441.402;-153.762,175.009;77.376,-669.935;-269.801,796.411;-304.768,-222.902;-907.212,53.769;-595.52,-292.961;484.032,684.6;-651.547,-819.323;262.74,-796.669;-874.995,161.661;-132.701,325.433;10.402,-365.166;845.369,990.268;
0.395:-813.099,564.896;-159.814,-841.483;-4.663,-153.794;-1,005.367,-262.624;-158.611,-254.09;828.505,252.774;-865.338,263.772;158.738,320.675;954.047,-914.535;-297.847,-62.213;-611.113,-805.628;147.141,-292.31;-366.962,25.831;-273.307,524.71;624.628,636.637;-288.087,568.751;-16.652,-0.843;395.035,509.276;-460.473,681.539;362.286,-318.14;-445.312,901.082;423.201,909.736;-115.894,759.184;-597.042,-492.446;-455.764,-437.176;-960.431,455.143;-736.607,-553.65;55.921,-331.929;-156.624,-135.45;723.437,-295.208;-913.17,684.986;-400.403,314.506;-579.646,-674.822;409.38,-333.648;746.378,-19.208;-901.907,254.63;225.765,439.703;-152.91,176.747;77.236,-671.866;-268.828,794.738;-303.458,-221.477;-907.36,55.699;-596.169,-294.784;485.523,683.365;-651.999,-817.441;262.836,-794.736;-873.608,163.011;-130.814,325.005;12.112,-366.073;846.238,991.998;
