0.211:-912.136,-266.239;-453.52,-725.354;45.006,98.221;-673.675,-16.318;-432.031,134.456;973.333,942.353;-655.572,-837.46;840.921,-165.732;791.27,212.905;-312.81,-157.381;482.739,-233.374;-260.702,-721.897;-456.675,-649.744;-391.722,-810.632;505.841,-807.94;187.515,276.111;-836.49,-721.815;-808.041,-962.078;-255.053,746.591;336.745,-167.908;437.424,38.542;-176.517,800.188;-626.555,-251.09;-21.8,-655.208;474.494,100.951;544.66,-420.724;964.318,293.472;-730.12,487.019;390.494,-878.104;637.64,-958.539;666.533,-698.609;680.108,875.603;585.745,451.799;-611.217,527.512;-827.17,-26.424;445.163,444.354;856.882,332.403;653.218,324.412;493.067,383.717;945.707,-187.004;-5.279,837.256;-569.705,-882.937;171.834,-709.795;512.839,999.405;937.716,-251.745;820.205,-2.194;847.042,-578.629;547.252,202.316;332.647,-62.724;-1,000.538,396.044;
0.22:-912.969,-264.983;-452.427,-726.391;44.988,96.714;-673.595,-17.822;-433.182,135.427;974.429,941.32;-656.955,-838.056;841.855,-166.913;792.716,213.33;-314.208,-157.942;483.619,-234.597;-261.567,-723.13;-457.634,-650.905;-390.657,-809.566;504.898,-809.116;186.49,274.865;-836.081,-723.265;-809.094,-963.155;-254.139,747.794;335.251,-167.715;438.329,39.878;-176.297,798.698;-626.837,-252.57;-22.86,-656.279;475.721,101.832;545.826,-421.678;964.855,294.879;-728.656,487.374;389.357,-877.115;636.789,-959.781;665.199,-699.517;681.53,876.098;585.003,450.433;-610.279,526.333;-828.342,-25.478;446.646,444.091;858.123,333.258;651.966,325.256;494.19,382.713;946.884,-187.944;-6.574,836.486;-568.271,-882.477;173.021,-710.723;511.985,1,000.646;939.158,-251.31;821.711,-2.2;846.085,-579.793;547.301,203.821;331.161,-62.973;-1,000.593,397.55;
0.228:-913.728,-263.839;-451.43,-727.337;44.971,95.341;-673.523,-19.194;-434.232,136.314;975.43,940.378;-658.217,-838.6;842.708,-167.991;794.034,213.717;-315.483,-158.453;484.423,-235.711;-262.357,-724.255;-458.51,-651.965;-389.686,-808.594;504.039,-810.188;185.546,273.707;-835.709,-724.588;-810.055,-964.138;-253.308,748.889;333.888,-167.538;439.152,41.125;-176.097,797.338;-627.093,-253.92;-23.827,-657.255;476.838,102.634;546.889,-422.549;965.344,296.163;-727.321,487.698;388.32,-876.214;636.012,-960.915;663.964,-700.358;682.828,876.55;584.172,449.21;-609.423,525.258;-829.411,-24.615;447.999,443.85;859.255,334.037;650.826,326.024;495.215,381.798;947.957,-188.802;-7.755,835.783;-566.963,-882.057;174.103,-711.57;511.206,1,001.778;940.473,-250.913;823.085,-2.206;845.212,-580.854;547.346,205.194;329.806,-63.199;-1,000.644,398.923;
0.236:-914.463,-262.732;-450.466,-728.251;44.955,94.012;-673.452,-20.521;-435.247,137.17;976.397,939.467;-659.437,-839.126;843.532,-169.032;795.308,214.091;-316.716,-158.948;485.199,-236.789;-263.12,-725.342;-459.206,-653.206;-388.747,-807.654;503.208,-811.224;184.622,272.564;-835.349,-725.867;-810.983,-965.088;-252.342,749.957;332.571,-167.367;439.976,42.2;-175.903,796.024;-627.341,-255.225;-24.761,-658.199;477.917,103.409;547.917,-423.39;965.818,297.404;-726.029,488.011;387.318,-875.342;635.262,-962.011;662.75,-701.187;684.082,876.987;583.407,448.083;-608.596,524.219;-830.445,-23.78;449.307,443.618;860.349,334.79;649.724,326.767;496.205,380.912;948.994,-189.632;-8.896,835.104;-565.698,-881.651;175.149,-712.389;510.453,1,002.872;941.745,-250.529;824.413,-2.212;844.368,-581.88;547.39,206.522;328.496,-63.419;-1,000.693,400.25;
0.245:-915.17,-261.665;-449.538,-729.132;44.94,92.733;-673.385,-21.798;-436.225,137.996;977.328,938.59;-660.612,-839.632;844.326,-170.036;796.536,214.452;-317.904,-159.424;485.947,-237.827;-263.855,-726.39;-459.849,-654.352;-387.843,-806.749;502.229,-812.232;183.717,271.437;-835.002,-727.098;-811.877,-966.003;-251.457,750.937;331.302,-167.202;440.761,43.224;-175.32,794.871;-627.58,-256.482;-25.662,-659.109;478.957,104.156;548.907,-424.201;966.273,298.6;-724.786,488.312;386.352,-874.502;634.538,-963.067;661.557,-702.003;685.291,877.408;582.681,447.013;-607.799,523.218;-831.44,-22.976;450.567,443.394;861.402,335.516;648.663,327.482;497.159,380.06;949.994,-190.431;-9.996,834.45;-564.479,-881.259;176.157,-713.177;509.727,1,003.926;942.97,-250.16;825.693,-2.217;843.555,-582.868;547.432,207.801;327.234,-63.63;-1,000.741,401.529;
0.253:-915.85,-260.642;-448.646,-729.977;44.925,91.504;-673.319,-23.025;-437.164,138.788;978.222,937.747;-661.741,-840.118;845.089,-171;797.715,214.799;-319.044,-159.882;486.665,-238.824;-264.561,-727.396;-460.458,-655.437;-387.209,-805.605;501.338,-813.15;182.832,270.325;-834.669,-728.281;-812.736,-966.882;-250.621,751.861;330.083,-167.044;441.511,44.203;-174.762,793.769;-627.809,-257.689;-26.526,-659.982;479.955,104.873;549.857,-424.98;966.711,299.748;-723.592,488.601;385.425,-873.696;633.844,-964.08;660.385,-702.808;686.451,877.813;581.987,445.992;-607.034,522.256;-832.396,-22.204;451.777,443.179;862.414,336.213;647.644,328.169;498.266,379.253;950.953,-191.199;-11.052,833.821;-563.305,-880.6;177.124,-713.934;509.03,1,004.938;944.146,-249.805;826.922,-2.222;842.775,-583.817;547.473,209.029;326.022,-63.833;-1,000.786,402.757;
0.261:-916.496,-259.667;-447.797,-730.783;44.911,90.334;-673.258,-24.194;-438.058,139.543;979.074,936.945;-662.815,-840.581;845.814,-171.917;798.838,215.128;-320.13,-160.317;487.349,-239.773;-265.233,-728.353;-461.034,-656.463;-386.625,-804.549;500.506,-814.007;181.969,269.232;-834.352,-729.407;-813.554,-967.719;-249.831,752.736;328.923,-166.893;442.224,45.133;-174.233,792.723;-628.028,-258.838;-27.349,-660.813;480.905,105.555;550.762,-425.721;967.128,300.841;-722.299,488.93;384.542,-872.929;633.183,-965.045;659.238,-703.597;687.556,878.198;581.328,445.022;-606.306,521.341;-833.307,-21.469;452.928,442.975;863.378,336.877;646.674,328.822;499.262,378.527;951.867,-191.929;-12.057,833.223;-562.19,-879.814;178.046,-714.655;508.367,1,005.901;945.266,-249.467;828.092,-2.227;842.031,-584.721;547.371,210.351;324.868,-64.026;-1,000.829,403.926;
0.27:-917.109,-258.743;-446.993,-731.546;44.898,89.226;-673.199,-25.301;-438.906,140.258;979.881,936.185;-663.834,-841.02;846.502,-172.787;799.901,215.441;-321.159,-160.73;487.998,-240.673;-266.078,-729.318;-461.578,-657.434;-386.079,-803.563;499.725,-814.811;181.127,268.159;-834.051,-730.474;-814.329,-968.512;-249.085,753.561;327.824,-166.751;442.899,46.014;-173.732,791.732;-628.235,-259.928;-28.129,-661.601;481.865,106.408;551.62,-426.423;967.523,301.877;-720.995,489.271;383.705,-872.201;632.556,-965.96;658.115,-704.372;688.603,878.562;580.705,444.103;-605.615,520.473;-834.169,-20.773;454.02,442.781;864.291,337.506;645.755,329.442;500.184,377.855;952.733,-192.622;-13.01,832.656;-561.209,-879.122;178.919,-715.339;507.738,1,006.815;946.315,-249.341;829.2,-2.232;841.327,-585.577;547.281,211.532;323.774,-64.209;-1,000.87,405.034;
0.278:-917.687,-257.873;-446.236,-732.264;44.886,88.182;-673.553,-26.313;-439.703,140.931;980.641,935.469;-664.792,-841.433;847.15,-173.605;800.903,215.735;-322.128,-161.119;488.608,-241.52;-267.104,-730.074;-462.09,-658.346;-385.568,-802.64;498.994,-815.565;180.307,267.104;-833.769,-731.479;-815.058,-969.258;-248.163,754.39;326.789,-166.616;443.535,46.843;-173.26,790.8;-628.43,-260.953;-28.864,-662.343;482.713,107.162;552.428,-427.085;967.895,302.852;-719.709,489.609;382.918,-871.516;631.966,-966.821;657.017,-705.131;689.588,878.906;580.118,443.239;-604.966,519.656;-834.981,-20.117;455.048,442.599;865.151,338.098;644.889,330.025;501.042,377.229;953.548,-193.273;-13.907,832.122;-560.315,-878.491;179.741,-715.982;507.146,1,007.674;947.294,-249.371;830.244,-2.236;840.664,-586.383;547.198,212.614;322.745,-64.381;-1,000.909,406.077;
0.286:-918.228,-257.058;-445.526,-732.937;44.874,87.203;-674.251,-27.174;-440.451,141.562;981.353,934.798;-665.691,-841.82;847.757,-174.373;801.842,216.011;-323.036,-161.483;489.18,-242.314;-267.994,-730.73;-462.569,-659.201;-385.091,-801.778;498.309,-816.271;179.505,266.066;-833.503,-732.421;-815.742,-969.958;-247.128,755.127;325.818,-166.49;444.13,47.62;-172.818,789.926;-628.613,-261.915;-29.552,-663.038;483.485,107.848;553.185,-427.705;968.244,303.767;-718.441,489.943;382.179,-870.874;631.413,-967.629;655.939,-705.88;690.513,879.228;579.568,442.429;-604.356,518.89;-835.743,-19.502;456.011,442.427;865.957,338.653;644.003,330.816;501.841,376.646;954.313,-193.885;-14.748,831.622;-559.49,-877.91;180.512,-716.585;506.591,1,008.48;948.232,-249.399;831.223,-2.24;840.042,-587.139;547.121,213.615;321.78,-64.542;-1,000.945,407.055;
0.295:-918.964,-255.948;-444.56,-733.854;44.858,85.872;-675.124,-28.253;-441.469,142.421;982.322,933.885;-666.914,-842.347;848.583,-175.417;803.119,216.386;-324.272,-161.979;489.958,-243.394;-269.11,-731.553;-463.221,-660.362;-384.445,-800.611;497.38,-817.227;178.575,264.854;-833.142,-733.703;-816.673,-970.91;-245.954,755.963;324.498,-166.319;444.94,48.677;-172.217,788.738;-628.861,-263.222;-30.489,-663.984;484.499,108.749;554.215,-428.548;968.718,305.011;-716.963,490.328;381.175,-870;630.661,-968.727;654.685,-706.751;691.77,879.666;578.82,441.327;-603.527,517.849;-836.778,-18.666;457.347,441.932;867.053,339.408;642.797,331.705;502.921,375.859;955.353,-194.716;-15.892,830.941;-558.391,-877.134;181.56,-717.405;505.836,1,009.577;949.541,-249.439;832.554,-2.246;839.197,-588.167;547.019,214.955;320.467,-64.762;-1,000.994,408.385;
0.303:-919.88,-254.568;-443.358,-734.994;44.838,84.216;-676.166,-29.541;-442.735,143.489;983.528,932.75;-668.435,-843.002;849.611,-176.716;804.621,217.092;-325.809,-162.596;490.926,-244.738;-270.444,-732.536;-464.031,-661.807;-383.971,-799.021;496.226,-818.416;177.567,263.533;-832.693,-735.297;-817.83,-972.095;-244.604,756.924;322.855,-166.106;445.948,49.992;-171.469,787.26;-629.17,-264.85;-31.654,-665.162;485.738,109.849;555.497,-429.598;969.308,306.558;-715.354,490.742;379.925,-868.914;629.725,-970.094;653.321,-707.701;693.334,880.211;577.89,439.957;-602.496,516.552;-838.067,-17.625;458.793,441.115;868.417,340.347;641.544,332.796;504.26,374.883;956.646,-195.75;-17.316,830.094;-557.037,-876.18;182.865,-718.426;504.897,1,010.941;951.197,-249.489;834.211,-2.253;838.145,-589.447;546.892,216.607;318.833,-65.035;-1,001.056,410.041;
0.312:-920.801,-253.18;-442.149,-736.14;44.818,82.55;-677.215,-30.837;-444.008,144.564;984.741,931.607;-669.965,-843.661;850.645,-178.023;806.129,217.8;-327.355,-163.216;491.9,-246.09;-271.785,-733.524;-464.621,-663.365;-383.748,-797.37;494.977,-819.518;176.559,262.206;-832.242,-736.901;-818.995,-973.287;-243.246,757.891;321.203,-165.891;446.962,51.314;-170.371,786.007;-629.482,-266.487;-32.827,-666.346;486.983,110.956;556.786,-430.653;969.902,308.115;-713.738,491.149;378.667,-867.82;628.783,-971.468;651.955,-708.655;694.908,880.759;576.954,438.578;-601.458,515.248;-839.364,-16.578;460.165,440.17;869.79,341.292;640.201,333.782;505.606,373.901;957.948,-196.791;-18.748,829.242;-555.675,-875.219;184.177,-719.453;503.952,1,012.314;952.862,-249.54;835.877,-2.26;837.086,-590.734;546.765,218.268;317.19,-65.31;-1,001.117,411.706;
0.321:-921.742,-251.762;-440.926,-737.324;44.798,80.848;-678.285,-32.159;-445.308,145.661;985.98,930.44;-671.528,-844.335;851.7,-179.357;807.67,218.523;-328.935,-163.85;492.895,-247.47;-273.155,-734.534;-465.224,-664.957;-383.519,-795.684;493.701,-820.644;175.535,260.847;-831.781,-738.539;-820.184,-974.504;-241.86,758.878;319.515,-165.672;447.997,52.665;-169.249,784.728;-629.799,-268.158;-34.024,-667.555;488.255,112.087;558.102,-431.732;970.509,309.705;-712.085,491.552;377.383,-866.704;627.822,-972.872;650.561,-709.631;696.514,881.319;575.998,437.171;-600.399,513.917;-840.687,-15.509;461.566,439.204;871.191,342.257;638.912,334.893;506.981,372.898;959.277,-197.854;-20.21,828.372;-554.285,-874.239;185.517,-720.502;502.987,1,013.715;954.563,-249.591;837.578,-2.267;836.005,-592.048;546.635,219.965;315.511,-65.591;-1,001.18,413.406;
0.329:-922.741,-250.256;-439.634,-738.587;44.776,79.041;-679.422,-33.564;-446.69,146.827;987.295,929.201;-673.188,-845.05;852.822,-180.774;809.305,219.292;-330.612,-164.522;493.952,-248.937;-274.61,-735.606;-465.864,-666.647;-383.276,-793.893;492.346,-821.84;174.453,259.4;-831.291,-740.278;-821.447,-975.797;-240.388,759.926;317.723,-165.44;449.096,54.099;-168.058,783.369;-630.137,-269.934;-35.295,-668.839;489.606,113.287;559.5,-432.877;971.152,311.394;-710.326,491.966;376.019,-865.518;626.8,-974.363;649.081,-710.669;698.221,881.913;574.983,435.675;-599.274,512.503;-842.093,-14.374;462.975,438.073;872.68,343.283;637.448,335.952;508.441,371.834;960.688,-198.982;-21.763,827.447;-552.808,-873.197;186.94,-721.615;501.962,1,015.204;956.369,-249.646;839.386,-2.274;834.857,-593.444;546.497,221.767;313.729,-65.889;-1,001.247,415.212;
0.337:-923.662,-248.867;-438.443,-739.752;44.756,77.375;-680.471,-34.86;-447.963,147.901;988.508,928.058;-674.718,-845.709;853.856,-182.081;810.814,220;-332.159,-165.143;494.926,-250.289;-275.952,-736.595;-466.454,-668.206;-383.052,-792.242;491.096,-822.943;173.459,258.062;-830.839,-741.882;-822.612,-976.989;-239.031,760.893;316.07,-165.225;450.11,55.422;-166.96,782.115;-630.448,-271.571;-36.468,-670.023;490.852,114.394;560.79,-433.932;971.746,312.951;-708.7,492.332;375.064,-864.152;625.858,-975.738;647.718,-711.627;699.795,882.462;574.046,434.297;-598.236,511.199;-843.39,-13.327;464.275,437.03;874.052,344.228;636.175,337.029;509.788,370.852;961.99,-200.023;-23.195,826.595;-551.446,-872.236;188.253,-722.642;501.017,1,016.576;958.035,-249.696;841.052,-2.281;833.799,-594.731;546.37,223.428;312.085,-66.164;-1,001.309,416.878;
0.346:-924.584,-247.479;-437.016,-740.613;44.736,75.708;-681.519,-36.155;-449.237,148.976;989.721,926.916;-676.249,-846.369;854.89,-183.388;812.322,220.709;-333.706,-165.764;495.9,-251.641;-277.293,-737.584;-467.044,-669.764;-382.828,-790.59;489.767,-823.948;172.471,256.72;-830.387,-743.487;-823.777,-978.18;-237.673,761.86;314.418,-165.011;451.124,56.745;-165.861,780.862;-630.759,-273.208;-37.64,-671.208;492.098,115.501;562.079,-434.988;971.94,314.606;-707.074,492.698;374.108,-862.787;624.917,-977.113;646.356,-712.587;701.369,883.01;573.11,432.918;-597.544,509.682;-844.687,-12.28;465.575,435.987;875.425,345.173;634.815,337.991;511.134,369.87;963.292,-201.064;-24.627,825.743;-550.084,-871.276;189.569,-723.665;500.072,1,017.949;959.701,-249.747;842.719,-2.288;832.74,-596.018;546.242,225.09;310.441,-66.439;-1,001.37,418.543;
0.354:-925.505,-246.09;-435.588,-741.474;44.716,74.042;-682.568,-37.45;-450.511,150.051;990.935,925.773;-677.779,-847.028;855.924,-184.695;813.831,221.417;-335.252,-166.384;496.874,-252.993;-278.635,-738.573;-467.634,-671.323;-382.604,-788.939;488.438,-824.954;171.489,255.374;-829.935,-745.091;-824.941,-979.372;-236.126,762.479;312.765,-164.796;452.126,58.076;-164.762,779.609;-631.07,-274.846;-38.813,-672.392;493.256,116.7;563.369,-436.044;972.134,316.262;-705.448,493.064;373.153,-861.421;623.975,-978.488;644.994,-713.548;702.943,883.558;572.174,431.539;-596.853,508.166;-845.983,-11.233;466.875,434.944;876.797,346.118;633.53,339.053;512.481,368.888;964.593,-202.104;-26.059,824.891;-548.722,-870.315;190.887,-724.684;499.127,1,019.322;961.367,-249.797;844.385,-2.295;831.681,-597.305;546.115,226.752;308.798,-66.714;-1,001.432,420.208;
0.362:-926.427,-244.701;-434.161,-742.335;44.696,72.375;-683.616,-38.746;-451.784,151.126;992.148,924.63;-679.31,-847.687;856.958,-186.002;815.339,222.126;-336.799,-167.005;497.848,-254.345;-279.976,-739.561;-467.985,-672.952;-382.38,-787.287;487.109,-825.959;170.511,254.024;-829.484,-746.695;-826.106,-980.564;-234.579,763.099;311.112,-164.582;453.16,59.383;-163.422,778.618;-631.382,-276.483;-39.986,-673.576;494.414,117.898;564.658,-437.1;972.327,317.917;-703.822,493.43;372.198,-860.056;623.033,-979.863;643.633,-714.51;704.516,884.106;571.238,430.16;-596.161,506.65;-847.28,-10.186;468.175,433.901;878.17,347.064;632.157,339.997;513.899,368.012;965.895,-203.145;-27.492,824.038;-547.36,-869.355;192.209,-725.7;498.182,1,020.695;963.033,-249.848;846.052,-2.302;830.623,-598.592;545.988,228.413;307.154,-66.989;-1,001.494,421.874;
0.371:-927.348,-243.312;-432.734,-743.196;44.676,70.709;-684.664,-40.041;-453.058,152.201;993.361,923.488;-680.841,-848.347;857.992,-187.309;816.848,222.834;-338.346,-167.625;498.823,-255.698;-281.318,-740.55;-468.07,-674.616;-382.156,-785.636;485.78,-826.964;169.54,252.67;-829.032,-748.299;-827.271,-981.756;-233.032,763.718;309.459,-164.368;454.194,60.69;-162.082,777.627;-631.693,-278.12;-41.158,-674.761;495.572,119.097;565.947,-438.156;972.521,319.572;-702.196,493.796;371.242,-858.69;622.091,-981.238;642.273,-715.473;706.09,884.655;570.302,428.781;-595.469,505.134;-848.577,-9.139;469.475,432.858;879.542,348.009;630.857,341.04;515.317,367.136;967.196,-204.186;-28.924,823.186;-545.998,-868.394;193.533,-726.711;497.236,1,022.067;964.698,-249.898;847.718,-2.309;829.564,-599.879;545.86,230.075;305.51,-67.264;-1,001.555,423.539;
