1.38:-963.021,-58.418;-310.99,-623.892;70.956,-127.06;-863.216,-116.487;-600.766,285.727;1,140.271,785.106;-826.468,-970.561;1,035.032,-275.503;974.98,343.487;-525.657,-242.769;616.803,-419.444;-205.288,-701.083;-374.468,-617.954;-256.312,-650.388;412.249,-719.479;96.233,66.922;-874.444,-922.201;-968.325,-1,126.105;-79.446,671.263;109.702,-137.15;444.13,173.253;-25.226,632.669;-669.379,-476.393;-209.719,-752.684;454.12,206.691;695.191,-585.233;1,025.008,513.857;-569.102,382.177;396.521,-668.6;508.034,-1,147.741;466.536,-752.937;896.678,951.052;475.801,263.51;-574.433,308.159;-1,005.597,117.654;427.851,289.927;958.066,510.539;498.256,226.912;415.508,246.235;1,167.068,-192.8;-25.098,677.654;-391.869,-738.951;364.554,-732.055;382.786,1,188.299;1,155.659,-305.68;1,049.539,-3.152;664.169,-688.442;437.92,232.441;106.431,-85.956;-1,009.02,625.224;
1.388:-961.964,-57.048;-309.266,-623.747;70.29,-128.657;-864.905,-116.113;-602.492,285.841;1,141.53,783.92;-827.302,-972.076;1,036.714,-275.907;976.033,344.86;-527.263,-243.414;617.814,-420.848;-204.475,-699.556;-372.745,-617.801;-254.631,-649.98;413.379,-718.17;95.994,65.209;-875.626,-923.464;-969.534,-1,127.342;-78.363,669.914;107.982,-136.967;442.425,173.549;-24.164,631.303;-669.702,-478.092;-211.156,-751.721;452.402,206.89;695.253,-586.961;1,025.523,515.508;-569.119,380.447;397.46,-667.147;507.056,-1,149.168;467.051,-751.286;898.312,951.621;474.158,262.968;-575.548,306.836;-1,006.943,118.741;426.277,289.208;958.022,512.269;496.641,226.294;413.932,245.523;1,168.775,-192.518;-24.015,676.305;-390.505,-737.887;365.739,-730.794;381.805,1,189.724;1,157.254,-306.351;1,051.269,-3.159;662.607,-687.698;436.26,231.954;104.773,-86.451;-1,009.084,626.952;
1.397:-960.945,-55.729;-307.606,-623.606;69.088,-129.812;-866.532,-115.753;-604.155,285.951;1,142.743,782.777;-828.106,-973.536;1,038.334,-276.3;977.046,346.182;-528.809,-244.034;618.788,-422.2;-203.469,-698.227;-371.085,-617.653;-253.012,-649.586;414.468,-716.908;95.767,63.558;-876.765,-924.681;-970.699,-1,128.534;-77.32,668.614;106.329,-137.183;440.77,173.742;-23.141,629.987;-670.013,-479.73;-212.541,-750.793;450.749,207.104;695.313,-588.627;1,026.019,517.099;-569.135,378.781;398.366,-665.748;506.115,-1,150.543;467.67,-749.739;899.885,952.169;472.561,262.492;-576.623,305.562;-1,008.24,119.788;424.763,288.513;957.98,513.935;495.091,225.681;412.413,244.836;1,170.419,-192.245;-22.972,675.005;-389.192,-736.862;366.88,-729.579;380.859,1,191.096;1,158.79,-306.996;1,052.935,-3.166;661.102,-686.982;434.652,231.518;103.109,-86.546;-1,009.146,628.618;
1.405:-959.909,-54.385;-305.915,-623.463;67.864,-130.987;-868.189,-115.386;-605.849,286.063;1,143.979,781.614;-828.925,-975.022;1,039.982,-276.704;978.078,347.529;-530.384,-244.666;619.78,-423.577;-202.445,-696.874;-369.395,-617.503;-251.363,-649.185;415.577,-715.624;95.535,61.877;-877.925,-925.92;-971.885,-1,129.748;-76.258,667.291;104.751,-137.806;439.077,173.624;-22.1,628.647;-670.33,-481.397;-213.95,-749.848;449.065,207.314;695.25,-590.323;1,026.525,518.719;-569.152,377.084;399.288,-664.323;505.156,-1,151.943;468.3,-748.163;901.488,952.728;470.96,261.927;-577.716,304.265;-1,009.56,120.854;423.22,287.807;957.937,515.631;493.48,225.146;410.867,244.137;1,172.093,-191.968;-21.91,673.682;-387.854,-735.817;368.042,-728.343;379.897,1,192.494;1,160.354,-307.654;1,054.632,-3.173;659.57,-686.252;433.025,231.035;101.414,-86.475;-1,009.209,630.314;
1.414:-958.89,-53.066;-304.254,-623.323;66.662,-132.142;-869.816,-115.026;-607.512,286.173;1,145.192,780.471;-829.729,-976.482;1,041.63,-276.956;979.092,348.852;-531.931,-245.286;620.754,-424.929;-201.44,-695.545;-367.735,-617.355;-249.743,-648.791;416.666,-714.362;95.306,60.226;-879.063,-927.137;-973.049,-1,130.94;-75.214,665.991;103.371,-138.742;437.427,173.392;-21.077,627.332;-670.641,-483.034;-215.065,-748.609;447.408,207.496;695.188,-591.988;1,027.021,520.31;-569.291,375.423;400.193,-662.924;504.214,-1,153.318;468.919,-746.616;903.062,953.276;469.336,261.556;-578.958,303.154;-1,010.857,121.901;421.705,287.111;957.895,517.297;491.916,224.571;409.348,243.451;1,173.737,-191.696;-20.867,672.382;-386.54,-734.792;369.184,-727.128;378.952,1,193.867;1,161.891,-308.3;1,056.299,-3.18;658.065,-685.535;431.438,230.527;99.76,-86.272;-1,009.27,631.979;
1.422:-957.872,-51.747;-302.593,-623.182;65.461,-133.296;-871.411,-114.542;-609.175,286.282;1,146.405,779.328;-830.533,-977.942;1,043.277,-277.208;980.106,350.175;-533.478,-245.907;621.729,-426.281;-200.434,-694.216;-366.075,-617.208;-248.124,-648.398;417.755,-713.1;95.073,58.576;-880.202,-928.354;-974.214,-1,132.132;-74.171,664.691;101.961,-139.63;435.774,173.18;-20.054,626.016;-670.952,-484.671;-216.078,-747.286;445.749,207.655;695.126,-593.654;1,027.517,521.901;-569.667,373.799;401.098,-661.525;503.272,-1,154.693;469.538,-745.068;904.636,953.824;467.685,261.329;-580.2,302.042;-1,012.153,122.948;420.193,286.409;957.852,518.963;490.365,223.962;407.83,242.764;1,175.381,-191.423;-19.824,671.082;-385.226,-733.767;370.325,-725.914;378.007,1,195.239;1,163.427,-308.945;1,057.965,-3.187;656.561,-684.819;429.841,230.049;98.093,-86.287;-1,009.332,633.644;
1.43:-956.854,-50.427;-300.933,-623.042;64.259,-134.451;-873.005,-114.057;-610.838,286.392;1,147.618,778.186;-831.337,-979.402;1,044.924,-277.46;981.12,351.498;-535.025,-246.527;622.703,-427.633;-199.428,-692.887;-364.415,-617.06;-246.504,-648.004;418.844,-711.839;94.836,56.926;-881.341,-929.571;-975.379,-1,133.324;-73.128,663.391;100.537,-140.495;434.124,172.941;-19.031,624.7;-671.263,-486.308;-217.287,-746.138;444.089,207.794;695.064,-595.319;1,028.013,523.492;-570.044,372.176;402.004,-660.125;502.33,-1,156.068;470.157,-743.521;906.209,954.372;466.034,261.101;-581.442,300.931;-1,013.45,123.995;418.682,285.706;957.81,520.629;488.788,223.422;406.311,242.078;1,177.026,-191.151;-18.781,669.782;-383.913,-732.741;371.466,-724.699;377.062,1,196.612;1,164.964,-309.591;1,059.632,-3.194;655.056,-684.102;428.255,229.538;96.433,-86.138;-1,009.394,635.31;
1.443:-955.826,-49.095;-299.256,-622.9;63.045,-135.616;-874.616,-113.568;-612.517,286.503;1,148.843,777.032;-832.149,-980.876;1,046.588,-277.715;982.143,352.834;-536.587,-247.154;623.687,-428.999;-198.413,-691.545;-362.738,-616.911;-244.869,-647.606;419.944,-710.565;94.591,55.261;-882.491,-930.8;-976.555,-1,134.527;-72.075,662.079;99.076,-141.33;432.456,172.717;-17.998,623.372;-671.578,-487.962;-218.508,-744.98;442.41,207.916;694.874,-596.991;1,028.514,525.099;-570.424,370.536;402.918,-658.712;501.379,-1,157.456;470.782,-741.958;907.799,954.926;464.366,260.871;-582.696,299.809;-1,014.759,125.053;417.159,284.992;957.767,522.312;487.213,222.83;404.778,241.384;1,178.686,-190.876;-17.727,668.47;-382.586,-731.706;372.619,-723.473;376.107,1,197.998;1,166.515,-310.243;1,061.315,-3.201;653.537,-683.378;426.663,228.992;94.751,-86.186;-1,009.456,636.992;
1.451:-954.285,-47.098;-296.742,-622.687;61.226,-137.364;-876.968,-112.658;-615.034,286.67;1,150.679,775.302;-833.366,-983.085;1,049.081,-278.096;983.678,354.836;-538.927,-248.093;625.161,-431.045;-196.891,-689.534;-360.226,-616.688;-242.418,-647.011;421.592,-708.655;94.216,52.767;-884.214,-932.641;-978.318,-1,136.331;-70.496,660.112;96.776,-142.365;429.964,172.333;-16.45,621.38;-672.049,-490.44;-220.337,-743.243;439.892,208.063;694.588,-599.497;1,029.266,527.506;-571.281,368.164;404.288,-656.595;499.954,-1,159.537;471.718,-739.616;910.181,955.756;461.868,260.527;-584.747,298.341;-1,016.722,126.637;414.88,283.911;957.703,524.833;484.822,222.026;402.479,240.345;1,181.174,-190.464;-16.149,666.503;-380.598,-730.154;374.346,-721.635;374.677,1,200.076;1,168.84,-311.22;1,063.837,-3.212;651.26,-682.294;424.182,228.535;92.243,-86.454;-1,009.549,639.512;
1.46:-953.241,-45.745;-295.04,-622.543;59.993,-138.548;-878.562,-112.041;-616.739,286.782;1,151.923,774.13;-834.19,-984.582;1,050.771,-278.355;984.717,356.192;-540.513,-248.729;626.16,-432.432;-195.86,-688.171;-358.524,-616.537;-240.758,-646.607;422.708,-707.362;93.954,51.078;-885.382,-933.889;-979.512,-1,137.554;-69.426,658.779;95.397,-143.375;428.269,172.111;-15.401,620.031;-672.368,-492.119;-221.503,-741.994;438.247,208.527;694.271,-601.177;1,029.774,529.138;-571.862,366.557;405.217,-655.16;498.988,-1,160.947;472.353,-738.029;911.794,956.318;460.175,260.293;-586.137,297.346;-1,018.051,127.711;413.328,283.196;957.66,526.542;483.211,221.457;400.922,239.641;1,182.86,-190.185;-15.079,665.17;-379.164,-729.224;375.516,-720.39;373.708,1,201.483;1,170.416,-311.882;1,065.546,-3.219;649.717,-681.559;422.513,228.17;90.552,-86.209;-1,009.612,641.22;
1.469:-951.824,-44.635;-293.246,-622.391;58.695,-139.794;-880.24,-111.391;-618.535,286.901;1,153.233,772.896;-835.059,-986.159;1,052.55,-278.627;985.812,357.621;-542.184,-249.4;627.212,-433.892;-195.16,-686.513;-356.728,-616.659;-239.009,-646.182;423.884,-705.999;93.67,49.301;-886.612,-935.203;-980.77,-1,138.841;-68.3,657.375;93.902,-144.377;426.484,171.877;-14.296,618.61;-672.704,-493.887;-222.73,-740.677;436.506,208.984;693.938,-602.945;1,030.31,530.856;-572.474,364.864;406.194,-653.649;497.971,-1,162.432;473.021,-736.358;913.494,956.91;458.392,260.047;-587.601,296.298;-1,019.452,128.842;411.688,282.454;957.614,528.341;481.523,220.831;399.282,238.9;1,184.636,-189.891;-13.952,663.766;-377.821,-728.025;376.749,-719.078;372.687,1,202.966;1,172.075,-312.58;1,067.346,-3.226;648.332,-680.409;420.766,227.737;88.77,-85.951;-1,009.679,643.019;
1.477:-950.768,-43.345;-291.591,-622.2;57.493,-140.949;-881.745,-110.675;-620.198,287.011;1,154.446,771.754;-835.863,-987.619;1,054.197,-278.879;986.826,358.944;-543.731,-250.02;628.187,-435.244;-194.257,-685.112;-355.105,-617.037;-237.342,-646.198;424.973,-704.737;93.399,47.656;-887.751,-936.42;-981.935,-1,140.033;-67.257,656.075;92.482,-145.251;424.833,171.656;-13.273,617.294;-673.015,-495.524;-223.567,-739.236;434.887,209.379;693.629,-604.583;1,030.807,532.447;-573.04,363.297;407.1,-652.25;497.029,-1,163.807;473.64,-734.811;915.068,957.458;456.741,259.82;-589.031,295.443;-1,020.748,129.889;410.168,281.77;957.572,530.007;479.933,220.33;397.763,238.213;1,186.28,-189.618;-12.909,662.466;-376.423,-727.118;377.89,-717.864;371.742,1,204.338;1,173.611,-313.226;1,069.013,-3.233;647.049,-679.345;419.158,227.297;87.104,-85.993;-1,009.741,644.684;
1.486:-949.427,-42.356;-289.935,-622.008;56.291,-142.103;-883.25,-109.958;-621.784,287.521;1,155.66,770.611;-836.667,-989.079;1,055.845,-279.131;987.676,360.377;-545.278,-250.641;629.161,-436.596;-193.354,-683.711;-353.483,-617.419;-235.676,-646.215;426.062,-703.476;93.119,46.013;-888.89,-937.637;-983.1,-1,141.225;-66.214,654.775;90.981,-145.974;423.182,171.426;-12.251,615.979;-673.326,-497.161;-224.359,-737.769;433.262,209.749;693.201,-606.194;1,031.303,534.038;-573.606,361.729;408.005,-650.851;496.087,-1,165.182;474.259,-733.263;916.642,958.007;455.09,259.592;-590.461,294.587;-1,022.045,130.936;408.649,281.085;957.53,531.673;478.359,219.785;396.245,237.527;1,187.924,-189.346;-11.866,661.167;-375.179,-726.009;379.032,-716.649;370.797,1,205.711;1,175.148,-313.871;1,070.679,-3.24;645.767,-678.281;417.56,226.823;85.448,-86.174;-1,009.802,646.35;
1.494:-948.055,-41.344;-288.241,-621.812;55.062,-143.285;-884.789,-109.224;-623.408,288.043;1,156.901,769.442;-837.489,-990.572;1,057.53,-279.389;988.546,361.844;-546.86,-251.276;630.158,-437.98;-192.43,-682.278;-351.824,-617.813;-233.971,-646.232;427.176,-702.185;92.825,44.334;-890.055,-938.882;-984.292,-1,142.444;-65.146,653.446;89.625,-147.007;421.495,171.18;-11.204,614.633;-673.645,-498.837;-225.127,-736.247;431.595,210.104;692.763,-607.842;1,031.811,535.666;-574.186,360.126;408.932,-649.419;495.123,-1,166.588;474.892,-731.68;918.252,958.568;453.401,259.359;-592.017,293.889;-1,023.371,132.007;407.096,280.38;957.487,533.378;476.786,219.126;394.691,236.825;1,189.606,-189.067;-10.799,659.837;-373.749,-725.081;380.199,-715.407;369.83,1,207.115;1,176.72,-314.532;1,072.384,-3.247;644.454,-677.192;415.935,226.307;83.753,-86.359;-1,009.865,648.053;
1.502:-946.698,-40.344;-286.567,-621.619;53.846,-144.452;-886.252,-108.389;-625.012,288.559;1,158.127,768.286;-838.302,-992.048;1,059.196,-279.644;989.405,363.293;-548.424,-251.903;631.143,-439.347;-191.517,-680.861;-350.184,-618.203;-232.285,-646.249;428.278,-700.909;92.526,42.675;-891.206,-940.112;-985.469,-1,143.65;-64.092,652.131;88.268,-148.007;419.829,170.926;-10.17,613.302;-673.959,-500.492;-225.847,-734.723;429.923,210.314;692.33,-609.47;1,032.312,537.275;-574.759,358.541;409.847,-648.004;494.171,-1,167.979;475.518,-730.115;919.843,959.122;451.731,259.129;-593.555,293.2;-1,024.683,133.066;405.564,279.677;957.444,535.062;475.231,218.475;393.155,236.13;1,191.269,-188.792;-9.744,658.522;-372.488,-723.962;381.353,-714.179;368.874,1,208.504;1,178.273,-315.185;1,074.07,-3.254;643.339,-675.929;414.338,225.77;82.077,-86.542;-1,009.928,649.738;
1.511:-945.357,-39.355;-284.911,-621.427;52.644,-145.607;-887.7,-107.562;-626.599,289.069;1,159.341,767.143;-839.106,-993.508;1,060.844,-279.896;990.256,364.727;-549.971,-252.524;632.117,-440.699;-190.614,-679.461;-348.563,-618.589;-230.619,-646.266;429.367,-699.648;92.222,41.036;-892.345,-941.329;-986.634,-1,144.842;-63.048,650.831;86.91,-148.974;418.178,170.698;-9.147,611.986;-674.271,-502.13;-226.447,-733.169;428.269,210.109;691.784,-611.045;1,032.809,538.866;-575.556,357.077;410.753,-646.605;493.229,-1,169.354;476.137,-728.568;921.417,959.671;450.08,258.901;-595.075,292.518;-1,025.979,134.113;404.053,278.974;957.401,536.728;473.694,217.832;391.637,235.444;1,192.913,-188.52;-8.701,657.223;-371.242,-722.855;382.495,-712.964;367.929,1,209.876;1,179.81,-315.831;1,075.736,-3.261;642.235,-674.68;412.834,225.052;80.42,-86.723;-1,009.989,651.403;
1.519:-943.983,-38.342;-283.215,-621.231;51.413,-146.789;-889.182,-106.715;-628.224,289.592;1,160.583,765.973;-839.93,-995.004;1,062.531,-280.154;991.127,366.195;-551.556,-253.159;633.115,-442.085;-189.689,-678.026;-346.902,-618.983;-228.912,-646.283;430.482,-698.355;91.902,39.359;-893.512,-942.576;-987.827,-1,146.063;-61.98,649.5;85.505,-149.943;416.504,170.359;-8.099,610.639;-674.589,-503.807;-227.062,-731.576;426.658,209.543;691.224,-612.658;1,033.317,540.495;-576.372,355.578;411.68,-645.172;492.264,-1,170.762;476.771,-726.983;923.029,960.232;448.389,258.668;-596.692,291.97;-1,027.307,135.185;402.518,278.228;957.358,538.435;472.119,217.172;390.081,234.741;1,194.598,-188.241;-7.632,655.891;-369.965,-721.722;383.664,-711.72;366.961,1,211.282;1,181.384,-316.492;1,077.443,-3.269;641.105,-673.4;411.285,224.335;78.723,-86.908;-1,010.052,653.109;
1.528:-942.641,-37.353;-281.56,-621.04;50.211,-147.944;-890.564,-105.784;-629.81,290.102;1,161.796,764.83;-840.734,-996.463;1,064.178,-280.406;991.977,367.628;-553.102,-253.78;634.089,-443.437;-188.786,-676.625;-345.28,-619.366;-227.245,-646.299;431.571,-697.094;91.581,37.724;-894.65,-943.792;-988.992,-1,147.255;-60.937,648.2;84.12,-150.87;414.881,169.98;-7.076,609.323;-674.901,-505.444;-227.663,-730.021;425.234,208.677;690.568,-614.19;1,033.813,542.086;-577.169,354.114;412.585,-643.772;491.322,-1,172.137;477.39,-725.435;924.603,960.78;446.738,258.44;-598.271,291.436;-1,028.604,136.232;401.028,277.48;957.316,540.101;470.582,216.528;388.562,234.054;1,196.242,-187.968;-6.589,654.591;-368.719,-720.616;384.805,-710.506;366.016,1,212.655;1,182.92,-317.138;1,079.11,-3.276;640.002,-672.151;409.896,223.413;77.067,-87.089;-1,010.114,654.775;
1.536:-941.285,-36.353;-279.886,-620.846;48.996,-149.111;-891.961,-104.842;-631.414,290.618;1,163.023,763.675;-841.547,-997.939;1,065.844,-280.661;992.836,369.077;-554.666,-254.407;635.074,-444.804;-187.873,-675.209;-343.64,-619.751;-225.561,-646.316;432.672,-695.818;91.249,36.073;-895.801,-945.023;-990.17,-1,148.46;-59.882,646.886;82.706,-151.786;413.265,169.505;-6.042,607.993;-675.215,-507.099;-228.324,-728.472;423.83,207.745;689.905,-615.739;1,034.315,543.695;-577.975,352.635;413.501,-642.358;490.37,-1,173.527;478.015,-723.871;926.194,961.335;445.069,258.21;-599.867,290.896;-1,029.915,137.291;399.544,276.684;957.273,541.785;469.028,215.878;387.027,233.36;1,197.904,-187.693;-5.535,653.277;-367.459,-719.497;385.959,-709.278;365.061,1,214.043;1,184.473,-317.791;1,080.795,-3.283;638.887,-670.888;408.491,222.484;75.392,-87.272;-1,010.176,656.458;
1.545:-939.944,-35.364;-278.228,-621.013;47.794,-150.265;-893.342,-103.91;-633.001,291.128;1,164.236,762.532;-842.351,-999.399;1,067.491,-280.913;993.686,370.511;-556.213,-255.027;636.048,-446.156;-186.97,-673.808;-342.016,-620.129;-223.894,-646.333;433.761,-694.557;90.911,34.44;-896.94,-946.239;-991.334,-1,149.652;-58.839,645.587;81.231,-152.561;411.691,168.959;-5.019,606.677;-675.526,-508.736;-229.008,-726.952;422.486,206.761;689.249,-617.271;1,034.811,545.286;-578.772,351.171;414.406,-640.959;489.428,-1,174.902;478.634,-722.324;927.768,961.883;443.438,257.867;-601.48,290.478;-1,031.211,138.338;398.093,275.864;957.231,543.451;467.491,215.234;385.509,232.674;1,199.548,-187.421;-4.492,651.978;-366.213,-718.391;387.1,-708.063;364.116,1,215.415;1,186.01,-318.436;1,082.461,-3.29;637.784,-669.639;407.014,221.711;73.735,-87.453;-1,010.238,658.124;
1.554:-938.571,-34.352;-276.551,-621.324;46.564,-151.447;-894.681,-102.853;-634.624,291.65;1,165.477,761.363;-843.174,-1,000.893;1,069.177,-281.171;994.556,371.978;-557.795,-255.662;637.045,-447.539;-186.046,-672.375;-340.355,-620.512;-222.245,-646.768;434.875,-693.266;90.557,32.772;-898.105,-947.485;-992.526,-1,150.872;-57.772,644.256;79.709,-153.33;410.221,168.094;-3.972,605.331;-675.845,-510.412;-229.778,-725.431;421.302,205.533;688.214,-618.626;1,035.319,546.914;-579.588,349.674;415.332,-639.527;488.465,-1,176.309;479.516,-720.864;929.378,962.444;441.77,257.516;-603.131,290.051;-1,032.538,139.409;396.615,275.013;957.188,545.156;465.918,214.575;383.955,231.971;1,201.23,-187.142;-3.424,650.648;-364.937,-717.259;388.268,-706.821;363.148,1,216.82;1,187.582,-319.097;1,084.167,-3.297;636.655,-668.361;405.393,221.181;72.04,-87.638;-1,010.301,659.828;
1.563:-936.909,-33.675;-274.786,-621.652;45.27,-152.69;-896.089,-101.74;-636.333,292.199;1,166.784,760.132;-844.04,-1,002.465;1,070.951,-281.442;995.472,373.522;-559.461,-256.331;638.095,-448.996;-185.074,-670.866;-338.605,-620.912;-220.461,-646.57;436.048,-691.907;90.176,31.018;-899.332,-948.795;-993.781,-1,152.156;-56.648,642.856;78.09,-154.107;408.645,167.235;-2.87,603.914;-676.18,-512.175;-230.574,-723.822;419.971,204.328;687.124,-620.053;1,035.854,548.627;-580.447,348.097;416.308,-638.02;487.45,-1,177.79;480.101,-719.167;931.074,963.035;440.013,257.147;-604.869,289.602;-1,033.935,140.537;395.05,274.133;957.142,546.951;464.262,213.882;382.319,231.232;1,203.001,-186.849;-2.301,649.248;-363.595,-716.067;389.45,-705.469;362.13,1,218.299;1,189.237,-319.793;1,085.962,-3.304;635.466,-667.015;403.73,220.506;70.255,-87.833;-1,010.368,661.622;
1.571:-935.401,-32.558;-272.941,-621.995;43.916,-153.99;-897.475,-100.474;-637.926,293.192;1,168.15,758.845;-844.945,-1,004.109;1,072.807,-281.726;996.43,375.136;-561.203,-257.03;639.192,-450.519;-184.476,-669.087;-336.774,-621.327;-218.595,-646.363;437.274,-690.486;89.768,29.186;-900.614,-950.166;-995.093,-1,153.498;-55.473,641.393;76.379,-154.879;406.983,166.361;-1.718,602.432;-676.53,-514.019;-231.406,-722.139;418.73,202.92;685.985,-621.544;1,036.412,550.419;-581.344,346.449;417.327,-636.444;486.389,-1,179.338;481.176,-717.629;932.846,963.652;438.176,256.76;-606.726,289.325;-1,035.395,141.716;393.413,273.216;957.094,548.827;462.531,213.157;380.609,230.459;1,204.853,-186.542;-1.126,647.784;-362.191,-714.821;390.685,-704.056;361.066,1,219.845;1,190.967,-320.52;1,087.839,-3.312;634.224,-665.609;402.152,219.489;68.39,-88.037;-1,010.437,663.497;
1.58:-933.857,-31.929;-271.303,-622.299;42.714,-155.145;-898.706,-99.35;-639.341,294.073;1,169.363,757.703;-845.749,-1,005.569;1,074.454,-281.978;997.28,376.569;-562.75,-257.65;640.166,-451.871;-183.344,-667.864;-335.148,-621.691;-216.939,-646.18;438.363,-689.224;89.418,27.557;-901.753,-951.383;-996.257,-1,154.69;-54.43,640.093;75.015,-155.836;405.499,165.603;-0.695,601.116;-676.842,-515.656;-232.145,-720.645;417.562,201.732;684.974,-622.869;1,036.909,552.01;-582.38,345.143;418.233,-635.045;485.448,-1,180.713;482.168,-716.289;934.42,964.2;436.545,256.417;-608.322,288.846;-1,036.692,142.763;391.974,272.375;957.052,550.493;460.994,212.513;379.09,229.772;1,206.497,-186.27;-0.083,646.484;-360.945,-713.715;391.782,-702.802;360.121,1,221.217;1,192.503,-321.166;1,089.505,-3.319;633.121,-664.36;400.684,218.701;66.733,-88.218;-1,010.499,665.163;
1.588:-932.265,-31.281;-269.613,-622.613;41.475,-156.336;-899.975,-98.191;-640.8,294.982;1,170.615,756.524;-846.578,-1,007.075;1,076.153,-282.238;998.157,378.048;-564.346,-258.29;641.171,-453.266;-181.838,-667.035;-333.469,-622.06;-215.23,-645.991;439.487,-687.923;89.063,25.875;-902.928,-952.638;-997.459,-1,155.919;-53.354,638.752;73.518,-156.68;403.961,164.836;0.36,599.759;-677.163,-517.345;-232.907,-719.105;416.425,200.442;683.93,-624.235;1,037.42,553.651;-583.448,343.796;419.166,-633.602;484.476,-1,182.131;483.218,-714.928;936.043,964.766;434.863,256.063;-610.003,288.488;-1,038.029,143.843;390.496,271.496;957.008,552.211;459.421,211.818;377.524,229.064;1,208.193,-185.989;0.993,645.143;-359.659,-712.574;392.913,-701.508;359.146,1,222.633;1,194.088,-321.832;1,091.224,-3.326;631.697,-663.396;399.197,217.837;65.024,-88.405;-1,010.562,666.881;
1.597:-930.714,-30.649;-267.967,-622.919;40.267,-157.496;-900.896,-96.793;-642.221,295.867;1,171.833,755.376;-847.386,-1,008.541;1,077.808,-282.491;999.011,379.488;-565.899,-258.914;642.15,-454.624;-180.371,-666.229;-331.895,-622.63;-213.566,-645.806;440.58,-686.656;88.718,24.236;-904.072,-953.86;-998.629,-1,157.117;-52.306,637.447;72.231,-157.751;402.457,164.1;1.387,598.437;-677.475,-518.99;-233.268,-717.47;415.247,199.252;682.914,-625.565;1,037.919,555.249;-584.488,342.484;420.076,-632.196;483.53,-1,183.512;484.486,-713.835;937.624,965.317;433.225,255.719;-611.662,288.264;-1,039.332,144.895;389.066,270.627;956.966,553.885;457.89,211.142;375.998,228.374;1,209.845,-185.715;2.041,643.838;-358.407,-711.462;394.015,-700.247;358.197,1,224.012;1,195.631,-322.48;1,092.898,-3.333;630.311,-662.458;397.689,217.111;63.36,-88.587;-1,010.624,668.554;
1.605:-929.161,-30.017;-266.317,-623.226;39.057,-158.658;-901.82,-95.393;-643.645,296.754;1,173.054,754.226;-848.195,-1,010.01;1,079.466,-282.745;999.866,380.931;-567.456,-259.538;643.023,-456.056;-178.901,-665.42;-330.37,-623.329;-211.899,-645.622;441.677,-685.386;88.368,22.596;-905.218,-955.085;-999.801,-1,158.317;-51.256,636.138;70.914,-158.791;400.946,163.372;2.417,597.113;-677.788,-520.638;-233.212,-715.793;414.13,198.002;681.896,-626.899;1,038.418,556.851;-585.53,341.17;420.987,-630.788;482.582,-1,184.896;485.758,-712.741;939.208,965.869;431.583,255.373;-613.336,288.155;-1,040.637,145.949;387.632,269.755;956.923,555.562;456.355,210.465;374.47,227.683;1,211.5,-185.441;3.091,642.529;-357.153,-710.349;395.12,-698.984;357.246,1,225.394;1,197.178,-323.13;1,094.576,-3.34;628.922,-661.517;396.15,216.443;61.692,-88.769;-1,010.686,670.23;
1.614:-927.586,-29.375;-264.645,-623.536;37.831,-159.836;-902.756,-93.973;-645.089,297.653;1,174.292,753.06;-849.016,-1,011.5;1,081.148,-283.002;1,000.734,382.393;-569.035,-260.171;643.908,-457.509;-177.41,-664.601;-328.791,-623.961;-210.209,-645.434;442.788,-684.098;88.004,20.934;-906.38,-956.327;-1,000.99,-1,159.533;-50.192,634.812;69.554,-159.812;399.41,162.641;3.461,595.77;-678.106,-522.309;-233.369,-714.099;412.914,196.812;680.571,-627.965;1,038.925,558.474;-586.587,339.837;421.911,-629.36;481.621,-1,186.299;487.046,-711.631;940.814,966.428;430.022,254.697;-615.026,287.966;-1,041.96,147.017;386.176,268.877;956.88,557.262;454.799,209.778;372.92,226.983;1,213.178,-185.163;4.155,641.203;-355.889,-709.21;396.239,-697.704;356.281,1,226.795;1,198.746,-323.789;1,096.277,-3.347;627.513,-660.564;394.738,215.495;60.001,-88.953;-1,010.749,671.93;
1.622:-925.99,-28.726;-262.951,-623.851;36.588,-161.029;-903.704,-92.535;-646.551,298.564;1,175.546,751.878;-849.847,-1,013.009;1,082.85,-283.263;1,001.613,383.875;-570.633,-260.813;644.804,-458.98;-175.901,-663.771;-327.167,-624.537;-208.496,-645.245;443.913,-682.794;87.625,19.254;-907.557,-957.585;-1,002.194,-1,160.765;-49.114,633.468;68.076,-160.697;397.852,161.907;4.518,594.41;-678.428,-524.001;-233.108,-712.397;411.77,195.524;679.228,-629.044;1,039.438,560.119;-587.657,338.487;422.847,-627.913;480.647,-1,187.72;488.352,-710.507;942.441,966.995;428.502,253.887;-616.746,287.866;-1,043.3,148.1;384.715,267.964;956.837,558.984;453.223,209.082;371.35,226.273;1,214.877,-184.882;5.234,639.859;-354.615,-708.051;397.373,-696.407;355.304,1,228.214;1,200.334,-324.457;1,097.999,-3.354;626.008,-659.726;393.328,214.505;58.289,-89.14;-1,010.813,673.651;
