11.003:-883.706,-1,023.498;-786.349,1,025.134;-914.918,-1,069.722;-17.509,-858.335;1,222.099,990.074;-102.35,-889.387;1,182.483,958.328;1,159.869,919.491;4.45,-923.643;1,182.623,1,034.21;991.629,668.956;-502.763,1,119.56;60.651,-929.354;-848.394,-1,057.519;-174.611,-886.918;842.878,20.811;-150.165,-928.625;938.046,682.663;181.779,-961.309;1,115.574,1,010.522;39.237,-873.238;103.337,-895.566;997.032,-77.193;-984.593,-1,084.975;-415.307,1,180.03;-585.8,1,157.588;1,139.758,976.097;-572.239,1,084.239;-477.54,1,085.96;-885.369,-1,106.56;161.51,-928.966;1,024.626,634.146;-130.697,-965.502;836.443,-1,288.687;-603.343,1,113.063;-468.894,1,190.603;-478.885,1,148.269;-453.27,1,131.176;150.613,-871.95;123.24,-938.492;89.506,-970.981;-1,144.662,687.888;993.185,587.768;-398.823,1,110.294;968.719,632.241;-675.788,1,067.513;-430.151,1,057.089;-539.384,1,129.48;-530.861,1,076.596;-514.803,1,172.411;
11.015:-882.455,-1,025.339;-784.501,1,026.374;-913.691,-1,071.579;-19.731,-858.463;1,221.539,992.229;-100.61,-890.775;1,182.763,960.536;1,159.606,921.701;2.228,-923.765;1,182.359,1,036.42;993.753,669.623;-500.599,1,120.081;58.441,-929.621;-847.302,-1,059.458;-173.725,-888.96;841.482,22.545;-150.502,-930.825;940.038,683.655;179.554,-961.324;1,115.344,1,012.736;37.012,-873.17;101.122,-895.782;995.738,-75.382;-983.183,-1,086.697;-413.24,1,180.856;-583.739,1,158.429;1,139.486,978.307;-570.208,1,085.149;-475.503,1,086.859;-884.399,-1,108.564;159.307,-929.287;1,025.396,636.235;-131.399,-967.614;837.987,-1,287.083;-601.275,1,113.887;-466.781,1,191.303;-476.831,1,149.126;-451.149,1,131.853;148.398,-872.175;121.102,-939.111;87.282,-970.887;-1,143.355,689.689;994.317,589.684;-396.711,1,110.999;970.175,633.925;-673.764,1,068.438;-428.019,1,057.727;-537.323,1,130.321;-528.8,1,077.437;-512.667,1,173.037;
11.025:-881.13,-1,027.3;-782.533,1,027.689;-912.386,-1,073.553;-22.073,-858.807;1,221.006,994.534;-98.778,-892.274;1,183.045,962.886;1,159.7,924.065;-0.102,-924.179;1,182.079,1,038.77;996.01,670.332;-498.558,1,121.279;56.089,-929.888;-846.14,-1,061.52;-173.025,-891.22;839.997,24.388;-150.86,-933.165;942.157,684.71;177.188,-961.263;1,115.1,1,015.09;34.647,-873.097;98.763,-895.978;994.362,-73.456;-981.684,-1,088.528;-411.042,1,181.734;-581.548,1,159.324;1,138.883,980.595;-567.978,1,085.941;-473.333,1,087.803;-883.368,-1,110.694;156.998,-929.803;1,026.214,638.455;-132.145,-969.86;839.554,-1,285.31;-598.918,1,114.105;-464.533,1,192.041;-474.633,1,150.004;-448.895,1,132.573;146.057,-872.521;118.76,-939.448;84.916,-970.842;-1,141.965,691.605;995.446,591.764;-394.466,1,111.747;971.714,635.722;-671.611,1,069.421;-425.752,1,058.405;-535.132,1,131.214;-526.609,1,078.331;-510.417,1,173.77;
11.034:-880.004,-1,028.974;-780.854,1,028.806;-911.274,-1,075.236;-24.067,-859.112;1,220.595,996.509;-97.037,-893.292;1,183.25,964.893;1,159.554,926.078;-2.089,-924.531;1,181.84,1,040.773;997.935,670.937;-496.596,1,121.747;54.084,-930.106;-845.15,-1,063.278;-172.163,-893.044;838.732,25.959;-151.165,-935.159;943.962,685.609;175.171,-961.269;1,114.886,1,017.096;32.631,-873.035;96.751,-896.126;993.19,-71.814;-980.406,-1,090.089;-409.169,1,182.481;-579.681,1,160.087;1,138.753,982.608;-566.182,1,086.86;-471.479,1,088.597;-882.489,-1,112.51;154.998,-930.072;1,026.912,640.348;-132.78,-971.775;840.825,-1,283.744;-596.989,1,114.695;-462.614,1,192.664;-472.749,1,150.725;-446.973,1,133.186;144.05,-872.722;116.761,-939.723;82.901,-970.92;-1,140.781,693.237;996.409,593.536;-392.553,1,112.386;973.06,637.225;-669.775,1,070.257;-423.819,1,058.983;-533.264,1,131.976;-524.742,1,079.094;-508.492,1,174.372;
11.043:-878.97,-1,030.517;-779.305,1,029.833;-910.25,-1,076.786;-25.914,-859.311;1,220.216,998.328;-95.433,-894.23;1,183.45,966.74;1,159.484,927.934;-3.918,-924.856;1,181.62,1,042.618;999.707,671.494;-494.991,1,122.683;52.236,-930.299;-844.238,-1,064.897;-171.63,-894.824;837.566,27.406;-151.447,-936.995;945.625,686.437;173.316,-961.157;1,114.689,1,018.943;30.774,-872.978;94.898,-896.257;992.11,-70.303;-979.23,-1,091.527;-407.443,1,183.17;-577.961,1,160.788;1,138.386,984.429;-564.474,1,087.59;-469.765,1,089.314;-881.68,-1,114.182;153.181,-930.458;1,027.554,642.091;-133.366,-973.538;841.934,-1,282.253;-595.178,1,115.109;-460.863,1,193.283;-471.152,1,151.675;-445.203,1,133.751;142.192,-872.71;114.945,-940.113;81.056,-970.697;-1,139.689,694.741;997.139,595.245;-390.79,1,112.974;974.32,638.59;-668.084,1,071.026;-422.039,1,059.516;-531.524,1,132.626;-523.018,1,079.785;-506.741,1,174.995;
11.055:-877.971,-1,032.011;-777.805,1,030.823;-909.259,-1,078.286;-27.683,-859.631;1,219.849,1,000.088;-93.882,-895.138;1,183.63,968.528;1,159.268,929.718;-5.688,-925.17;1,181.407,1,044.403;1,001.422,672.032;-493.248,1,123.124;50.448,-930.48;-843.356,-1,066.463;-170.749,-896.391;836.439,28.806;-151.719,-938.772;947.235,687.238;171.523,-961.275;1,114.498,1,020.73;28.977,-872.923;93.103,-896.351;991.065,-68.84;-978.091,-1,092.918;-405.773,1,183.835;-576.292,1,161.458;1,138.083,986.201;-562.835,1,088.328;-468.127,1,090.055;-880.897,-1,115.8;151.395,-930.663;1,028.176,643.778;-133.933,-975.244;842.945,-1,280.767;-593.457,1,115.627;-459.171,1,193.892;-469.567,1,152.521;-443.491,1,134.298;140.396,-872.645;113.159,-940.321;79.261,-970.598;-1,138.634,696.196;998.098,596.765;-389.085,1,113.542;975.34,640.07;-666.448,1,071.77;-420.317,1,060.031;-529.858,1,133.303;-521.35,1,080.456;-505.02,1,175.512;
11.065:-876.708,-1,033.904;-775.905,1,032.074;-908.056,-1,080.217;-29.939,-859.924;1,219.385,1,002.315;-91.918,-896.286;1,183.849,970.793;1,159.35,931.992;-7.928,-925.567;1,181.137,1,046.662;1,003.178,673.479;-491.297,1,124.294;48.184,-930.705;-842.24,-1,068.445;-169.918,-898.509;835.012,30.577;-152.063,-941.021;949.271,688.252;169.25,-961.382;1,114.256,1,022.993;26.703,-872.853;90.829,-896.432;989.743,-66.989;-976.65,-1,094.678;-403.66,1,184.677;-574.182,1,162.307;1,137.753,988.452;-560.65,1,088.963;-466.057,1,090.998;-879.906,-1,117.848;149.162,-931.096;1,028.963,645.913;-134.65,-977.403;844.144,-1,278.833;-591.237,1,116.125;-457.031,1,194.663;-467.479,1,153.425;-441.324,1,134.99;138.121,-872.632;110.897,-940.557;76.988,-970.516;-1,137.297,698.037;999.23,598.739;-386.927,1,114.262;976.605,641.961;-664.376,1,072.709;-418.141,1,060.696;-527.726,1,134.097;-519.235,1,081.294;-502.863,1,176.237;
11.075:-875.53,-1,035.695;-774.111,1,033.25;-906.938,-1,082.047;-31.976,-860.593;1,218.948,1,004.414;-90.067,-897.369;1,184.058,972.927;1,159.35,934.136;-10.039,-925.942;1,180.883,1,048.791;1,004.833,674.843;-489.215,1,124.806;46.05,-930.913;-841.187,-1,070.313;-168.951,-900.423;833.666,32.247;-152.388,-943.14;951.191,689.207;167.107,-961.315;1,114.029,1,025.125;24.561,-872.955;88.686,-896.513;988.496,-65.244;-975.291,-1,096.337;-401.667,1,185.47;-572.188,1,163.097;1,137.482,990.579;-558.687,1,089.827;-463.959,1,091.441;-878.971,-1,119.778;147.044,-931.432;1,029.704,647.925;-135.326,-979.438;845.274,-1,277.01;-589.21,1,116.826;-455.008,1,195.374;-465.345,1,153.634;-439.281,1,135.642;135.979,-872.531;108.764,-940.781;74.844,-970.471;-1,136.038,699.773;1,000.32,600.586;-384.893,1,114.941;977.68,643.817;-662.422,1,073.593;-416.091,1,061.324;-525.72,1,134.854;-517.239,1,082.078;-500.804,1,176.835;
11.085:-874.523,-1,037.247;-772.563,1,034.261;-905.985,-1,083.632;-33.737,-861.158;1,218.571,1,006.225;-88.471,-898.303;1,184.247,974.767;1,159.303,935.985;-11.86,-926.265;1,180.664,1,050.627;1,006.26,676.019;-487.605,1,125.716;44.211,-931.117;-840.28,-1,071.925;-167.938,-901.97;832.506,33.688;-152.668,-944.968;952.847,690.032;165.259,-961.396;1,113.832,1,026.964;22.714,-873.042;86.839,-896.587;987.421,-63.739;-974.12,-1,097.768;-399.949,1,186.154;-570.466,1,163.772;1,137.277,992.417;-556.941,1,090.437;-462.224,1,092.082;-878.166,-1,121.443;145.217,-931.721;1,030.344,649.66;-135.909,-981.193;846.248,-1,275.439;-587.364,1,116.93;-453.243,1,195.925;-463.497,1,153.719;-437.519,1,136.204;134.144,-872.299;106.923,-940.96;72.995,-970.458;-1,134.952,701.27;1,001.275,602.169;-383.138,1,115.526;978.36,645.537;-660.737,1,074.355;-414.322,1,061.865;-523.991,1,135.511;-515.516,1,082.749;-499.025,1,177.341;
11.097:-873.393,-1,039.016;-770.803,1,035.406;-904.913,-1,085.437;-35.738,-861.793;1,218.142,1,008.28;-86.658,-899.363;1,184.478,976.854;1,159.069,938.072;-13.928,-926.632;1,180.416,1,052.712;1,007.88,677.355;-485.54,1,126.098;42.127,-931.37;-839.249,-1,073.754;-166.526,-903.524;831.189,35.323;-152.986,-947.044;954.726,690.967;163.161,-961.318;1,113.609,1,029.052;20.616,-873.142;84.741,-896.674;986.201,-62.03;-972.79,-1,099.393;-397.998,1,186.93;-568.51,1,164.535;1,136.762,994.453;-555.064,1,091.377;-460.363,1,093.055;-877.251,-1,123.333;143.143,-932.05;1,031.07,651.63;-136.57,-983.186;847.355,-1,273.654;-585.273,1,117.129;-451.243,1,196.568;-461.399,1,153.635;-435.518,1,136.843;132.051,-872.127;104.833,-941.159;70.895,-970.475;-1,133.719,702.969;1,002.374,603.958;-381.146,1,116.19;979.532,647.279;-658.823,1,075.218;-412.314,1,062.479;-522.029,1,136.258;-513.558,1,083.509;-496.977,1,177.804;
11.108:-872.15,-1,040.99;-768.846,1,036.674;-903.731,-1,087.448;-37.961,-862.5;1,217.667,1,010.564;-84.645,-900.541;1,185.036,979.119;1,159.167,940.402;-16.227,-927.025;1,180.139,1,055.028;1,009.157,679.307;-483.252,1,126.553;39.814,-931.67;-838.104,-1,075.787;-164.8,-905.093;829.726,37.139;-153.339,-949.35;956.814,692.007;160.83,-961.408;1,113.362,1,031.371;18.286,-873.252;82.418,-896.889;984.845,-60.132;-971.312,-1,101.198;-395.83,1,187.791;-566.336,1,165.379;1,136.401,996.757;-552.892,1,092.227;-458.097,1,093.607;-876.235,-1,125.432;140.84,-932.414;1,031.876,653.819;-137.306,-985.399;848.584,-1,271.672;-583.031,1,117.771;-449.024,1,197.284;-459.07,1,153.504;-433.296,1,137.552;129.745,-871.776;102.51,-941.371;68.563,-970.521;-1,132.349,704.857;1,003.548,605.974;-378.934,1,116.928;980.703,649.296;-656.695,1,076.175;-410.084,1,063.162;-519.848,1,137.087;-511.382,1,084.35;-494.769,1,178.556;
11.119:-870.987,-1,042.863;-766.993,1,037.87;-902.621,-1,089.354;-39.942,-863.469;1,217.254,1,012.73;-83.056,-902.07;1,185.564,981.259;1,159.172,942.607;-18.401,-927.394;1,179.878,1,057.218;1,009.925,681.374;-481.099,1,127.029;37.61,-931.599;-837.046,-1,077.721;-162.964,-906.314;828.343,38.856;-153.673,-951.529;958.788,692.99;158.627,-961.311;1,113.127,1,033.564;16.084,-873.356;80.222,-897.088;983.563,-58.338;-969.915,-1,102.904;-393.781,1,188.605;-564.279,1,166.174;1,136.128,998.945;-550.876,1,093.12;-456.049,1,094.425;-875.274,-1,127.417;138.662,-932.759;1,032.639,655.888;-138.001,-987.492;849.746,-1,269.798;-580.922,1,118.414;-446.925,1,197.961;-456.889,1,153.827;-431.196,1,138.222;127.566,-871.445;100.314,-941.564;66.378,-970.227;-1,131.054,706.642;1,004.579,607.923;-376.842,1,117.626;981.493,651.355;-654.684,1,077.078;-407.976,1,063.807;-517.787,1,137.87;-509.326,1,085.145;-492.67,1,179.23;
11.128:-869.848,-1,044.696;-765.178,1,039.037;-901.545,-1,091.224;-41.881,-864.416;1,216.851,1,014.85;-81.887,-903.884;1,186.08,983.355;1,159.123,944.765;-20.528,-927.758;1,179.622,1,059.36;1,010.858,683.319;-479.13,1,127.912;35.452,-931.58;-836.01,-1,079.614;-161.111,-907.42;826.989,40.537;-154,-953.662;960.72,693.951;156.474,-961.457;1,112.898,1,035.709;13.928,-873.458;78.07,-897.245;982.309,-56.582;-968.548,-1,104.574;-391.775,1,189.402;-562.265,1,166.949;1,136.042,1,001.102;-548.869,1,093.912;-454.01,1,095.131;-874.334,-1,129.359;136.52,-933.023;1,033.385,657.913;-138.681,-989.54;850.883,-1,267.964;-578.859,1,119.046;-444.88,1,198.649;-454.74,1,154.026;-429.14,1,138.878;125.432,-871.12;98.163,-941.74;64.233,-969.987;-1,129.786,708.388;1,005.543,609.854;-374.795,1,118.309;982.578,653.22;-652.714,1,077.96;-405.912,1,064.438;-515.77,1,138.637;-507.313,1,085.923;-490.603,1,179.85;
11.137:-868.88,-1,046.254;-763.634,1,040.026;-900.637,-1,092.818;-43.528,-865.222;1,216.508,1,016.652;-80.758,-905.329;1,186.111,985.189;1,159.075,946.598;-22.334,-928.076;1,179.405,1,061.182;1,011.331,685.091;-477.505,1,128.761;33.618,-931.598;-835.13,-1,081.223;-159.492,-908.282;825.839,41.965;-154.277,-955.475;962.362,694.769;154.641,-961.525;1,112.704,1,037.533;12.109,-873.688;76.236,-897.257;981.243,-55.09;-967.386,-1,105.993;-390.071,1,190.078;-560.553,1,167.607;1,135.97,1,002.934;-547.193,1,094.658;-452.373,1,095.959;-873.535,-1,131.01;134.7,-933.247;1,034.019,659.633;-139.259,-991.28;851.849,-1,266.405;-577.106,1,119.587;-443.145,1,199.244;-452.906,1,154.031;-427.393,1,139.436;123.619,-870.844;96.393,-942.222;62.408,-969.809;-1,128.709,709.873;1,006.295,611.526;-373.055,1,118.889;983.216,654.94;-651.04,1,078.708;-404.158,1,064.975;-514.056,1,139.289;-505.602,1,086.584;-488.836,1,180.343;
11.149:-867.897,-1,047.838;-762.062,1,041.029;-899.72,-1,094.441;-44.945,-866.433;1,216.159,1,018.483;-80.43,-907.164;1,185.791,987.025;1,159.021,948.462;-24.168,-928.41;1,179.184,1,063.033;1,012.025,686.822;-475.834,1,129.589;31.755,-931.66;-834.236,-1,082.859;-157.812,-909.09;824.669,43.417;-154.56,-957.318;964.031,695.6;152.778,-961.588;1,112.506,1,039.387;10.262,-873.943;74.392,-897.534;980.16,-53.573;-966.206,-1,107.435;-388.338,1,190.765;-558.812,1,168.275;1,135.896,1,004.797;-545.435,1,095.277;-450.581,1,096.472;-872.723,-1,132.688;132.85,-933.475;1,034.664,661.383;-139.846,-993.05;852.832,-1,264.821;-575.325,1,120.138;-441.381,1,199.846;-451.042,1,153.993;-425.617,1,140.003;121.776,-870.564;94.543,-942.449;60.548,-969.684;-1,127.614,711.381;1,007.326,613.079;-371.287,1,119.479;984.12,656.57;-649.338,1,079.468;-402.376,1,065.52;-512.314,1,139.952;-503.863,1,087.256;-487.03,1,180.806;
11.159:-866.664,-1,049.823;-760.09,1,042.282;-898.576,-1,096.478;-46.894,-867.722;1,215.722,1,020.778;-78.984,-908.999;1,184.75,989.117;1,158.949,950.797;-26.463,-928.847;1,178.907,1,065.353;1,013.064,688.914;-473.869,1,130.852;29.422,-931.785;-833.115,-1,084.909;-155.593,-909.82;823.204,45.237;-154.735,-959.648;966.122,696.641;150.442,-961.623;1,112.258,1,041.71;7.951,-874.285;72.057,-897.468;978.802,-51.672;-964.726,-1,109.243;-386.166,1,191.626;-556.63,1,169.11;1,135.803,1,007.131;-543.234,1,096.061;-448.345,1,097.15;-871.705,-1,134.791;130.531,-933.761;1,035.472,663.575;-140.583,-995.267;854.063,-1,262.835;-573.094,1,120.831;-439.168,1,200.596;-448.74,1,154.391;-423.391,1,140.714;119.466,-870.212;92.216,-942.658;58.211,-969.689;-1,126.242,713.272;1,008.619,615.026;-369.07,1,120.218;984.965,658.748;-647.203,1,080.418;-400.141,1,066.204;-510.13,1,140.782;-501.684,1,088.098;-484.776,1,181.421;
11.168:-865.613,-1,051.514;-758.408,1,043.348;-897.605,-1,098.217;-48.399,-869.027;1,215.35,1,022.734;-78.088,-910.778;1,184.014,990.967;1,158.884,952.787;-28.42,-929.218;1,178.671,1,067.33;1,013.596,690.833;-471.92,1,131.262;27.436,-931.929;-832.159,-1,086.656;-153.705,-910.455;821.954,46.788;-155.209,-961.582;967.508,698.071;148.451,-961.644;1,112.046,1,043.69;5.983,-874.593;70.066,-897.411;977.644,-50.051;-963.464,-1,110.784;-384.314,1,192.36;-554.77,1,169.821;1,135.725,1,009.121;-541.393,1,096.82;-446.455,1,097.776;-870.838,-1,136.584;128.554,-934.004;1,036.161,665.444;-141.211,-997.157;855.112,-1,261.142;-571.193,1,121.424;-437.288,1,201.255;-446.76,1,154.604;-421.494,1,141.319;117.497,-869.913;90.277,-943.114;56.22,-969.641;-1,125.072,714.884;1,009.72,616.685;-367.181,1,120.848;985.854,660.53;-645.383,1,081.226;-398.24,1,066.796;-508.268,1,141.49;-499.826,1,088.816;-482.839,1,181.881;
11.178:-864.596,-1,053.152;-756.777,1,044.376;-896.668,-1,099.901;-49.999,-870.102;1,214.989,1,024.628;-77.221,-912.5;1,183.347,992.776;1,158.818,954.714;-30.314,-929.578;1,178.443,1,069.244;1,014.27,692.64;-470.159,1,132.047;25.515,-932.1;-831.234,-1,088.347;-151.885,-911.089;820.745,48.289;-155.669,-963.454;968.731,699.561;146.523,-961.656;1,111.841,1,045.607;4.081,-874.903;68.139,-897.357;976.523,-48.482;-962.243,-1,112.276;-382.522,1,193.069;-552.969,1,170.509;1,135.648,1,011.048;-539.625,1,097.589;-444.683,1,098.535;-869.998,-1,138.319;126.641,-934.24;1,036.827,667.252;-141.818,-998.986;856.128,-1,259.504;-569.359,1,122.02;-435.449,1,201.831;-444.841,1,154.787;-419.658,1,141.905;115.592,-869.623;88.363,-943.346;54.294,-969.712;-1,123.94,716.445;1,010.787,618.291;-365.352,1,121.458;986.539,662.332;-643.621,1,082.007;-396.399,1,067.369;-506.466,1,142.175;-498.028,1,089.511;-481.092,1,182.698;
11.189:-863.621,-1,054.722;-755.212,1,045.36;-895.772,-1,101.518;-51.353,-871.36;1,214.643,1,026.444;-77.676,-914.291;1,182.749,994.525;1,158.753,956.561;-32.13,-929.923;1,178.224,1,071.08;1,015.002,694.337;-468.534,1,132.929;23.677,-932.291;-830.346,-1,089.969;-150.144,-911.711;819.585,49.729;-156.11,-965.249;969.557,701.215;144.678,-961.772;1,111.645,1,047.445;2.258,-875.21;66.291,-897.305;975.449,-46.978;-961.072,-1,113.706;-380.803,1,193.75;-551.242,1,171.168;1,135.575,1,012.895;-537.877,1,098.191;-442.942,1,099.157;-869.192,-1,139.983;124.806,-934.466;1,037.466,668.987;-142.401,-1,000.741;857.102,-1,257.933;-567.6,1,122.588;-433.691,1,202.404;-442.999,1,154.94;-417.897,1,142.467;113.764,-869.345;86.522,-943.51;52.448,-969.618;-1,122.854,717.941;1,011.809,619.831;-363.599,1,122.043;987.317,664.009;-641.93,1,082.755;-394.634,1,067.919;-504.739,1,142.832;-496.304,1,090.177;-479.402,1,183.446;
11.2:-862.434,-1,056.634;-753.304,1,046.554;-894.683,-1,103.488;-52.803,-873.081;1,214.253,1,028.661;-77.979,-916.521;1,182.546,996.766;1,158.672,958.81;-34.01,-931.16;1,177.957,1,073.314;1,015.521,696.527;-466.301,1,133.208;21.449,-932.606;-829.266,-1,091.943;-147.97,-912.294;818.174,51.481;-156.646,-967.435;970.038,703.414;142.428,-961.84;1,111.406,1,049.683;0.054,-875.668;64.042,-897.241;974.141,-45.147;-959.646,-1,115.448;-378.71,1,194.577;-549.139,1,171.969;1,135.486,1,015.144;-535.86,1,099.19;-440.942,1,100.189;-868.212,-1,142.009;122.572,-934.741;1,038.245,671.099;-143.11,-1,002.876;858.288,-1,256.02;-565.458,1,123.278;-431.557,1,203.117;-440.749,1,154.987;-415.753,1,143.152;111.539,-869.006;84.333,-944.033;50.199,-969.536;-1,121.533,719.762;1,013.054,621.706;-361.464,1,122.755;988.353,666.007;-639.871,1,083.664;-392.486,1,068.588;-502.635,1,143.632;-494.205,1,090.988;-477.269,1,184.163;
11.209:-861.288,-1,058.479;-751.461,1,047.703;-893.634,-1,105.389;-54.202,-874.743;1,213.877,1,030.8;-78.615,-918.599;1,181.963,998.859;1,158.592,960.981;-35.442,-932.793;1,177.7,1,075.471;1,016.131,698.611;-464.15,1,132.908;19.277,-932.576;-828.224,-1,093.849;-146.043,-913.295;816.811,53.173;-157.164,-969.544;970.502,705.536;140.257,-961.886;1,111.176,1,051.843;-2.052,-876.197;61.87,-897.18;972.878,-43.379;-958.27,-1,117.128;-376.69,1,195.376;-547.11,1,172.743;1,135.4,1,017.314;-533.818,1,099.93;-438.802,1,100.564;-867.266,-1,143.964;120.417,-935.006;1,038.996,673.137;-143.795,-1,004.938;859.433,-1,254.174;-563.39,1,123.941;-429.498,1,203.808;-438.582,1,154.842;-413.683,1,143.812;109.373,-868.849;82.176,-944.283;48.028,-969.449;-1,120.257,721.52;1,014.255,623.515;-359.403,1,123.442;989.045,668.066;-637.883,1,084.54;-390.412,1,069.234;-500.605,1,144.404;-492.179,1,091.771;-475.162,1,184.69;
11.219:-860.339,-1,060.043;-749.908,1,048.668;-892.752,-1,106.991;-55.38,-876.141;1,213.56,1,032.601;-78.7,-920.425;1,181.888,1,000.686;1,158.524,962.808;-36.495,-934.288;1,177.483,1,077.287;1,016.705,700.347;-462.398,1,133.43;17.494,-932.984;-827.346,-1,095.453;-144.46,-914.21;815.664,54.597;-157.6,-971.32;970.893,707.322;138.433,-962.022;1,110.981,1,053.661;-3.834,-876.607;60.044,-897.265;971.815,-41.891;-957.112,-1,118.543;-374.99,1,196.048;-545.401,1,173.394;1,135.327,1,019.141;-532.13,1,100.633;-437.07,1,101.15;-866.469,-1,145.61;118.602,-935.23;1,039.628,674.852;-144.371,-1,006.673;860.397,-1,252.62;-561.648,1,124.499;-427.762,1,204.384;-436.764,1,155.041;-411.941,1,144.368;107.565,-869.12;80.352,-944.415;46.2,-969.429;-1,119.183,723;1,015.267,625.039;-357.669,1,124.021;989.684,669.779;-636.209,1,085.276;-388.666,1,069.778;-498.896,1,145.054;-490.473,1,092.431;-473.504,1,185.463;
11.229:-859.289,-1,061.772;-748.188,1,049.733;-891.776,-1,108.764;-56.82,-877.563;1,213.209,1,034.593;-79.089,-922.411;1,181.623,1,002.691;1,158.447,964.83;-37.144,-936.204;1,177.244,1,079.296;1,017.385,702.253;-460.457,1,134;15.499,-933.318;-826.376,-1,097.228;-142.948,-915.555;814.395,56.172;-158.083,-973.285;971.326,709.298;136.424,-962.259;1,110.766,1,055.672;-5.803,-877.073;58.028,-897.434;970.514,-40.342;-955.83,-1,120.109;-373.108,1,196.791;-543.51,1,174.114;1,134.878,1,021.114;-530.276,1,101.443;-435.261,1,102.056;-865.588,-1,147.431;116.594,-935.477;1,040.328,676.751;-145.009,-1,008.593;861.463,-1,250.901;-559.721,1,125.115;-425.847,1,205.035;-434.742,1,155.115;-410.014,1,144.984;105.579,-869.51;78.404,-944.962;44.183,-969.582;-1,117.995,724.638;1,016.386,626.724;-355.75,1,124.661;990.461,671.647;-634.357,1,086.089;-386.734,1,070.379;-497.005,1,145.773;-488.586,1,093.16;-471.657,1,186.288;
11.242:-858.254,-1,063.478;-746.489,1,050.781;-890.816,-1,110.513;-58.169,-879.033;1,212.863,1,036.558;-79.302,-924.395;1,180.797,1,004.508;1,158.298,966.82;-37.315,-938.192;1,177.007,1,081.277;1,018.085,704.122;-458.716,1,134.977;13.503,-933.339;-825.418,-1,098.979;-141.691,-917.104;813.143,57.726;-158.559,-975.223;971.753,711.247;134.44,-962.468;1,110.555,1,057.657;-7.69,-877.723;56.038,-897.583;969.231,-38.814;-954.566,-1,121.653;-371.252,1,197.524;-541.645,1,174.824;1,134.517,1,023.076;-528.426,1,102.191;-433.347,1,102.62;-864.718,-1,149.227;114.6,-935.547;1,041.018,678.623;-145.638,-1,010.487;862.514,-1,249.205;-557.827,1,125.743;-423.958,1,205.68;-432.754,1,155.292;-408.113,1,145.59;103.623,-869.904;76.457,-945.397;42.19,-969.472;-1,116.823,726.253;1,017.49,628.386;-353.857,1,125.292;991.298,673.459;-632.529,1,086.889;-384.829,1,070.973;-495.092,1,146.343;-486.725,1,093.879;-469.824,1,187.075;
11.252:-856.942,-1,065.641;-744.334,1,052.105;-889.598,-1,112.73;-59.646,-881.087;1,212.424,1,039.05;-80.059,-926.808;1,179.762,1,006.816;1,157.906,969.319;-36.911,-940.69;1,176.708,1,083.789;1,018.997,706.481;-456.241,1,135.501;11.103,-934.136;-824.204,-1,101.198;-140.477,-919.324;811.556,59.696;-159.162,-977.679;972.293,713.719;131.919,-962.678;1,110.286,1,060.172;-10.019,-878.711;53.513,-897.743;967.604,-36.877;-952.964,-1,123.61;-368.899,1,198.452;-539.268,1,175.689;1,134.038,1,025.56;-526.1,1,103.184;-430.935,1,103.383;-863.616,-1,151.504;112.074,-935.699;1,041.892,680.997;-146.435,-1,012.888;863.847,-1,247.055;-555.417,1,126.512;-421.568,1,206.508;-430.225,1,155.289;-405.703,1,146.359;101.203,-870.639;73.928,-945.319;39.66,-969.488;-1,115.337,728.3;1,018.889,630.494;-351.457,1,126.093;992.009,675.886;-630.211,1,087.902;-382.414,1,071.725;-492.752,1,147.302;-484.461,1,095.009;-467.426,1,187.882;
11.262:-855.806,-1,067.511;-742.468,1,053.247;-888.546,-1,114.648;-60.924,-882.863;1,212.045,1,041.205;-80.944,-928.809;1,179.005,1,008.869;1,157.904,971.507;-36.422,-942.822;1,176.448,1,085.962;1,019.44,708.624;-454.075,1,135.807;8.978,-934.659;-823.154,-1,103.117;-139.292,-921.163;810.184,61.4;-159.683,-979.804;972.761,715.856;129.742,-962.902;1,110.054,1,062.348;-11.455,-880.361;51.344,-898.028;966.196,-35.202;-951.578,-1,125.303;-366.863,1,199.255;-537.217,1,176.45;1,133.617,1,027.707;-524.054,1,103.959;-428.828,1,103.969;-862.663,-1,153.473;109.894,-935.881;1,042.649,683.05;-147.125,-1,014.964;865,-1,245.196;-553.415,1,127.394;-419.499,1,207.218;-428.038,1,155.342;-403.619,1,147.025;99.11,-871.278;71.747,-945.146;37.473,-969.512;-1,114.052,730.071;1,020.099,632.316;-349.382,1,126.785;992.447,678.03;-628.205,1,088.776;-380.325,1,072.375;-490.702,1,148.069;-482.5,1,095.979;-465.332,1,188.516;
